,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
NDUFB9,0.0,0.0,0.0,0.0,0.8143412590026855,0.8887314915657043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8341743191083272,0.0
LY6E,0.0,0.8955098589261373,0.9007982730865478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0
EEF1D,0.01831670602162679,0.1797251542409261,0.08503053983052572,0.07120307286580403,0.20090481837590535,0.17504475911458334,0.09924162228902181,0.1359822909037272,0.20234522819519044,0.09875053564707438,0.0,0.03246395587921143,0.014307566483815511,0.02892528772354126,0.08222984075546265,0.11848877271016439
GFUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CYC1,0.0,0.0,0.0,0.0,0.0,0.9879271944363912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
VPS28,0.0,0.0,0.0,0.0,0.9091682593027751,0.9377582748730977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
PPP1R16A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL8,0.0029964447021484375,0.22349124749501545,0.08610088030497233,0.049395418167114256,0.14321253299713135,0.14195619026819864,0.05142887433369955,0.14617648124694824,0.1799662232398987,0.07980440060297649,0.0,0.001879584789276123,0.003113901615142822,0.019611732165018717,0.058176310857137044,0.07838629881540934
NFIB,0.0,0.8375194668769836,0.0,0.0,0.8163989702860515,0.0,0.0,0.8,0.8755032102266948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6,0.00921492576599121,0.28535252014795937,0.08112157583236694,0.04613515535990397,0.22043561538060505,0.08245112101236979,0.14602603912353515,0.17157485882441204,0.2172394076983134,0.09215920368830363,0.0,0.03213479518890381,0.003788284460703532,0.011669528484344483,0.0500420888264974,0.1040169636408488
BAG1,0.0,0.0,0.0,0.0,0.0,0.9904453913370769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
AQP3,0.0,0.7532282789548238,0.0,0.0,0.7333333333333333,0.8184559146563212,0.0,0.799727205435435,0.0,0.0,0.0,0.0,0.0,0.7392485817273458,0.0,0.0
DCTN3,0.0,0.0,0.0,0.0,0.0,0.9923858642578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584794084231059,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CLTA,0.0,0.0,0.0,0.0,0.9121568044026692,0.9464821855227152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ZFAND5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,0.0,0.805706520875295,0.0,0.8,0.8254099369049073,0.8070740938186646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPK,0.0,0.0,0.0,0.0,0.9164678851763407,0.9551234602928161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
GOLM1,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.9467043081919352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NANS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COL15A1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEC61B,0.0,0.0,0.0,0.0,0.7877934853235881,0.7861500024795532,0.0,0.8146759629249573,0.0,0.0,0.0,0.7333333333333333,0.0,0.7679231365521749,0.0,0.0
KLF4,0.0,0.0,0.9333333333333333,0.0,0.0,0.9404546618461609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN,0.0,0.0,0.0,0.0,0.8343798160552979,0.925719952583313,0.0,0.8271794239679973,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
SLC31A2,0.0,0.0,0.0,0.0,0.9577659090360006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
BSPRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATP6V1G1,0.0,0.7666370113690694,0.0,0.0,0.7539150873819987,0.8782321572303772,0.0,0.787882673740387,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6848570267359416,0.0
GSN,0.0,0.0,0.7797715862592062,0.8509119669596354,0.0,0.6666666666666666,0.0,0.0,0.6724801143010457,0.7080125013987223,0.0,0.6762293060620626,0.0,0.0,0.0,0.0
RPL35,0.025297756989796957,0.2529496987660726,0.06134605805079142,0.05384629567464193,0.15000323057174683,0.13299681345621744,0.0955964207649231,0.11704639196395875,0.13285866578420003,0.06022619406382243,0.0,0.023057889938354493,0.0015366991360982259,0.0037836551666259764,0.052118098735809325,0.128681484858195
HSPA5,0.0,0.0,0.0,0.0,0.9145198782285054,0.0,0.0,0.8984684069951375,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPL12,0.005785532792409261,0.2699544906616211,0.05569260915120443,0.0836182435353597,0.12071684201558432,0.22914068301518759,0.14485999345779418,0.1162804365158081,0.19892354408899943,0.07840224107106526,0.001104299227396647,0.0,0.0031200567881266277,0.024349204699198403,0.06345059076944987,0.12001350720723471
ENG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCN2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBLN,0.0,0.0,0.0,0.0,0.9204629580179851,0.9385825276374817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
SET,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7A,0.017618306477864585,0.21003289620081583,0.05186214049657186,0.0552228053410848,0.12404964367548625,0.08739237387975057,0.09606987635294596,0.12276822725931803,0.16073787212371826,0.061622440814971924,5.364418029785156e-07,0.0,0.01117113431294759,0.03280411958694458,0.042407687505086264,0.08933293422063192
SURF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EGFL7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHPT1,0.0,0.0,0.0,0.0,0.8251215140024821,0.877308209737142,0.0,0.8195106069246928,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
EDF1,0.0,0.43369182348251345,0.37032466332117714,0.4038076003392537,0.43161927461624144,0.44162384668986004,0.3512731273969015,0.4983591357866923,0.4339937885602315,0.3333333333333333,0.0,0.0,0.0,0.341182812054952,0.4810942014058431,0.0
FBXW5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PTGDS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPDC1,0.0,0.0,0.8998643398284912,0.0,0.8,0.0,0.0,0.895785927772522,0.0,0.0,0.0,0.0,0.0,0.8010444323221843,0.0,0.0
DPP7,0.0,0.0,0.0,0.0,0.9136019309361776,0.0,0.0,0.9189790447552999,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
LRRC26,0.0,0.0,0.0,0.0,0.876528795560201,0.0,0.0,0.8798924048741659,0.0,0.0,0.0,0.0,0.0,0.8065013368924459,0.8,0.0
TUBB4B,0.0,0.885411536693573,0.0,0.0,0.8666666666666667,0.9149719556172689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL41,0.0,0.0,0.0,0.0,0.0,0.9807080030441284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
IFITM3,0.0,0.0,0.8724847674369812,0.8455879807472229,0.0,0.0,0.0,0.0,0.0,0.8446143388748169,0.0,0.8,0.0,0.0,0.0,0.0
TALDO1,0.0,0.0,0.0,0.0,0.0,0.9883975346883138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RPLP2,0.145933465162913,0.2829630017280579,0.21497336228688557,0.19639232953389485,0.32155144611994424,0.235635777314504,0.2473735809326172,0.291054904460907,0.2626321196556091,0.2100026289621989,0.0,0.0,0.13333333333333333,0.1480797489484151,0.20195252497990926,0.2740567843119303
CRACR2B,0.0,0.0,0.0,0.0,0.8624621868133545,0.8,0.0,0.8944698214530945,0.0,0.0,0.0,0.0,0.0,0.8146099368731181,0.0,0.0
CD151,0.0,0.0,0.0,0.0,0.7993005394935608,0.7525761405626933,0.0,0.8571843306223551,0.8588382601737976,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
POLR2L,0.0,0.6415225585301717,0.6405693968137105,0.0,0.7182250301043193,0.706963050365448,0.0,0.6999269167582194,0.0,0.0,0.0,0.0,0.0,0.6252632697423299,0.6,0.0
CHID1,0.0,0.0,0.0,0.0,0.9820642232894897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
MUC5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSD,0.0,0.6573119680086772,0.0,0.0,0.5869741042455038,0.628328001499176,0.584606158733368,0.642583950360616,0.5727166295051574,0.0,0.0,0.0,0.0,0.5333333333333333,0.7414734562238058,0.0
CD81,0.0,0.42941102186838787,0.42805862029393515,0.5382548054059346,0.3768145839373271,0.3762979586919149,0.3738368590672811,0.3871652444203695,0.42693368991216024,0.4376854340235392,0.0,0.482656462987264,0.0,0.3333333333333333,0.0,0.0
NAP1L4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TAF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EIF3F,0.0,0.9142844359079997,0.0,0.0,0.9064894835154216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPL27A,0.0,0.0,0.0,0.0,0.9131593823432922,0.0,0.0,0.9067554473876953,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ASCL3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G2,0.0,0.0,0.0,0.0,0.9796813488006592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
DKK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11orf58,0.0,0.0,0.0,0.0,0.9126647631327311,0.9533748229344686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS13,0.00976938009262085,0.1985990285873413,0.0856737732887268,0.07842814922332764,0.18054253657658895,0.16383466720581055,0.12024685541788736,0.15443063179651897,0.1707240303357442,0.10076012214024861,0.0,0.004001943270365397,0.0026273806889851887,0.025832668940226237,0.05757886568705241,0.10664714972178141
NUCB2,0.5333333333333333,0.0,0.0,0.0,0.5460123817125956,0.0,0.0,0.6717520991961161,0.0,0.0,0.5904174486796061,0.5892451167106628,0.5862733046213786,0.6367487629254659,0.0,0.5556159297625224
SAA2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,0.0,0.8666666666666667,0.0,0.0,0.8887066602706909,0.0,0.0,0.0,0.9085397958755493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDHA,0.0,0.7689405520757039,0.0,0.0,0.7628795782725016,0.7951779882113139,0.0,0.0,0.8274548451105753,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
RCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CD59,0.0,0.0,0.7113519072532654,0.0,0.7105379740397135,0.7693407654762268,0.0,0.6504169782002767,0.7011251886685689,0.0,0.0,0.0,0.0,0.6,0.6403904279073079,0.0
ELF5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.0,0.0,0.0,0.0,0.8754948496818542,0.0,0.0,0.9068736036618551,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
C11orf96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDK,0.0,0.0,0.0,0.0,0.9766223311424256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SERPING1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCN1,0.0,0.0,0.0,0.0,0.9649116079012553,0.0,0.0,0.9087747812271119,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
TMEM258,0.8,0.0,0.0,0.0,0.844051460425059,0.0,0.0,0.8524297316869099,0.0,0.0,0.0,0.0,0.0,0.8033179680506388,0.0,0.0
FTH1,0.0032335599263509113,0.2239252249399821,0.11454355319341024,0.1400422970453898,0.11928691864013671,0.3053494095802307,0.19001005887985228,0.12373536030451457,0.14985611041386923,0.1501512368520101,0.0011319398880004882,0.12421094576517741,0.010582876205444337,0.0,0.1319504976272583,0.07770632902781169
SCGB2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBXN1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC3A2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX8A,0.0,0.7038949489593506,0.0,0.0,0.6911669095357259,0.7808131416638692,0.0,0.7330209891001384,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7470900734265645,0.0
DNAJC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
VEGFB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FKBP2,0.0,0.0,0.0,0.0,0.8331027110417684,0.8418669541676839,0.0,0.8396670262018839,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
PPP1R14B,0.0,0.0,0.0,0.0,0.0,0.9812865575154622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PRDX5,0.0,0.7756653348604838,0.0,0.0,0.7207329511642456,0.8084303975105286,0.0,0.6959422667821248,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.7688477675120036,0.0
SF1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM7SF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FAU,0.05776696999867757,0.2825159827868144,0.14092167615890502,0.1322766900062561,0.15033440192540487,0.1933047572771708,0.177111287911733,0.1243228038152059,0.2668415427207947,0.19793872833251952,0.0,0.046266599496205645,0.014508108297983805,0.026224795977274576,0.08913489580154418,0.19856348037719726
NEAT1,0.06666666666666667,0.3381354530652364,0.30701398849487305,0.1637006362279256,0.23502790133158366,0.33453174829483034,0.21714909076690675,0.4922791600227356,0.1090386430422465,0.18553795019785563,0.0,0.17447411219278972,0.10799171924591064,0.11872198581695556,0.16291630665461224,0.1308586080869039
MALAT1,0.008213075002034505,0.13230044047037762,0.1367453455924988,0.1358740210533142,0.10546356836954753,0.1547413945198059,0.08957001765569052,0.10707322359085084,0.1504284421602885,0.1690300663312276,0.0,0.0981892188390096,0.01737978458404541,0.009356236457824707,0.048958563804626466,0.15750690698623657
RNASEH2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CFL1,0.0,0.0,0.5787652651468913,0.0,0.5865700562795003,0.7174508651097615,0.6330055197079977,0.6105751117070516,0.6338750998179118,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.6295584201812744
GSTP1,0.0,0.6840802470842997,0.0,0.6181590994199117,0.6,0.7568947354952494,0.0,0.0,0.6438097318013509,0.622717543443044,0.0,0.0,0.0,0.0,0.6382588307062785,0.0
NUDT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFS8,0.0,0.0,0.0,0.0,0.0,0.9794282595316569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
LAMTOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FOLR1,0.0,0.0,0.0,0.0,0.9925171256065368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
STARD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927356402079265,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
SPCS2,0.0,0.0,0.0,0.0,0.9025043805440267,0.8853717962900798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS3,0.006617391109466552,0.30815372864405316,0.08802791039148966,0.08675601482391357,0.1772298574447632,0.133483890692393,0.13467438220977784,0.13633832534154255,0.21683692932128906,0.11289448340733846,3.4805138905843096e-05,0.0033861756324768066,0.0,0.013387346267700195,0.07026350498199463,0.24841725826263428
NDUFC2,0.0,0.0,0.0,0.0,0.7664372404416402,0.7937862237294515,0.0,0.684187897046407,0.6763209501902262,0.0,0.0,0.0,0.0,0.6666666666666666,0.705178968111674,0.0
PRSS23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMCO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TMEM123,0.0,0.0,0.0,0.0,0.9828786333401998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ACAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CRYAB,0.0,0.0,0.0,0.0,0.8394179662068685,0.0,0.0,0.0,0.8632418433825175,0.0,0.0,0.9205363353093465,0.0,0.8,0.0,0.0
TIMM8B,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REXO2,0.0,0.0,0.0,0.0,0.9583401322364807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9377506852149964,0.0,0.0,0.0,0.0,0.0,0.0
FXYD2,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650233586629232,0.0
CD3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ATP5MG,0.0,0.4199510097503662,0.2731116930643717,0.26666666666666666,0.35180572271347044,0.5147172013918558,0.31282045046488444,0.3473030845324198,0.34881068468093873,0.3118429978688558,0.0,0.0,0.0,0.2813638130823771,0.43532806237538657,0.34223606189092
RPS25,0.02716758648554484,0.28825615644454955,0.09066576560338338,0.09527713855107625,0.2071312149365743,0.17646174828211467,0.1356635888417562,0.16329567432403563,0.1908957560857137,0.13755944967269898,0.0,0.0031648834546407064,0.013001620769500732,0.026537593205769858,0.07890131870905558,0.2161047617594401
HSPA8,0.0,0.0,0.0,0.0,0.876616116364797,0.9038906613985698,0.0,0.8327657143274944,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
EI24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
APLP2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF6,0.0,0.7218428611755371,0.0,0.0,0.7370507836341857,0.7714664101600647,0.0,0.7758764227231344,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.7254277904828389
CALML5,0.0,0.0,0.0,0.0,0.9017871697743733,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8294106205304463,0.8182103117307027,0.0,0.0
CALML3,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463075280189515,0.0
ATP5F1C,0.0,0.0,0.0,0.0,0.896311608950297,0.9578947941462199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
VIM,0.0,0.0,0.7333333333333333,0.7474146207173665,0.0,0.0,0.0,0.0,0.746144159634908,0.738538650671641,0.0,0.7382142782211304,0.0,0.0,0.0,0.0
ITGB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGN,0.0,0.0,0.9115820447603862,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9065925399462382
PPA1,0.0,0.0,0.0,0.0,0.9717439651489258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PSAP,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.9560606320699055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC16,0.0,0.0,0.0,0.0,0.8866258422533672,0.9196522792180379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
DDIT4,0.0,0.8874891956647237,0.8666666666666667,0.9028676470120748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDAC2,0.0,0.8001258770624796,0.0,0.0,0.8597458759943645,0.9424463391304017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
KCNMA1,0.0,0.0,0.0,0.0,0.9169143517812093,0.9485899368921916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
RPS24,0.006819097201029459,0.2799286127090454,0.09902160962422689,0.08204793930053711,0.17665756940841676,0.1574329932530721,0.14705231587092082,0.15289145310719807,0.20530397494633992,0.09050408204396566,0.0014808893203735352,0.0,0.011773411432902019,0.01662305196126302,0.07478200991948446,0.1560303012530009
PLAC9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHITM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ADIRF,0.0,0.7040162444114685,0.6767399430274963,0.6541967868804932,0.5747198581695556,0.5847724874814352,0.0,0.0,0.0,0.7924365997314453,0.0,0.0,0.0,0.5333333333333333,0.5527316808700562,0.0
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.943458080291748,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM1,0.0,0.930198093255361,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.9005214651425679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TM9SF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NDUFB8,0.0,0.0,0.0,0.0,0.8998752196629842,0.9393486539522807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ATP5MK,0.0,0.6557595888773601,0.0,0.0,0.6361011266708374,0.6949027339617412,0.0,0.6284110426902771,0.6106305559476216,0.0,0.0,0.0,0.0,0.6,0.652575425306956,0.0
PDCD4,0.0,0.0,0.0,0.0,0.9530955115954082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
PRDX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HTRA1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMBT1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAT,0.0,0.0,0.0,0.0,0.9812166134516398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
BNIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FUOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ECHS1,0.0,0.0,0.0,0.0,0.8884696960449219,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8905830343564352,0.0,0.0
VWF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.5542372306187947,0.4439202944437663,0.0,0.4412028948465983,0.6519869764645895,0.0,0.40863036712010703,0.42661256392796837,0.3934331734975179,0.0,0.5962313214937845,0.3333333333333333,0.3512590765953064,0.4722443381945292,0.0
