organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Wells,2025,author_cell_type,X_umap,normal,TRUE,,,10.1038/s41590-025-02241-4,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,7c98dadf-b249-4873-83be-51776674e9e1,Nat Immunol,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/1b350d0a-4535-4879-beb6-1142f3f94947.cxg/,https://datasets.cellxgene.cziscience.com/7c98dadf-b249-4873-83be-51776674e9e1.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000242,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/ea/b3d042cab8b0b7c8a9f9675efbc0aa/liver_Wells_Nat_Immunol_2025_author_cell_type_X_umap_74e9e1_adata_filtered.h5ad,liver_Wells_Nat_Immunol_2025_author_cell_type_X_umap_74e9e1,author_cell_type,25,0.29169038,0.25425473251999997,0.3929552133088581,6,7,12,0.5555555555555556,0.5698457555497872
