,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Fibroblast,ICCs,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (mast cell),Myocyte (smooth muscle),Neuronal,Pericyte/SMC,Schwann cell
PALLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6444833,0.0,0.0,0.0
GPM6A,0.0,2.0256598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TENM3,2.244328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOX2,0.0,1.9815406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,3.4637854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORBS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.727593,1.6700139
CTNND2,0.0,0.0,0.0,0.0,1.840903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIO,1.5206633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL7,0.0,2.3861601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD2,1.7407218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC1A3,2.9205537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHR,2.347629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6911232,3.413793,0.0,0.0,0.0,0.0,0.0
ITGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2411933,0.0,0.0,0.0
ARL15,0.0,1.6866597,2.5540347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP1,0.0,2.9036927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2386303,0.0,0.0
PDE4D,0.0,2.663829,0.0,0.0,2.364048,0.0,0.0,0.0,0.0,0.0,2.2273664,1.9254496,0.0,0.0
ZSWIM6,0.0,0.0,0.0,0.0,2.1624384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3R1,1.5206633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARTPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37565,0.0,0.0
MAP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5011737,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,1.7663836,0.0,0.0,2.532638,0.0,0.0,0.0,0.0,0.0,0.0
PDE8B,2.3929102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9212083,0.0,0.0,0.0
MEF2C,0.0,0.0,1.9396002,0.0,0.0,0.0,2.4749737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1,0.0,0.0,3.0994813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB3,1.6770437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELL2,1.5422547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,2.420004,0.0,0.0,0.0,0.0,0.0,0.0,1.7464637,0.0,0.0
EFNA5,1.717089,2.7403724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0589216,0.0,0.0,0.0,0.0
CAMK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5898882,0.0,0.0
TNFAIP8,1.7871907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A2,0.0,0.0,0.0,0.0,1.8667848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS19,0.0,0.0,0.0,0.0,2.743088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42SE2,0.0,0.0,0.0,0.0,0.0,2.9020646,0.0,2.5455077,2.2190332,0.0,0.0,0.0,0.0,0.0
FGF1,1.4648005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP26,1.7208471,3.3216982,2.6108298,0.0,0.0,0.0,2.6973825,0.0,0.0,0.0,0.0,1.14772,0.0,0.0
PPP2R2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.796454,0.0,3.0942369
DPYSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9804629,0.0,0.0
CD74,0.0,0.0,0.0,0.0,0.0,2.8438175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBF1,3.3165636,0.0,0.0,2.7255845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8347206,0.0
SLIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.607914,0.0,0.0
STK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196681,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,3.6809661,0.0,2.5554032,2.7877176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3684144,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,0.0,0.0,2.7920196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5623033,2.8287084,0.0,0.0,0.0,0.0,0.0
CDKAL1,1.1503698,0.0,0.0,0.0,0.0,2.5697627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPOR2,0.0,0.0,0.0,0.0,0.0,3.010868,0.0,2.4093037,0.0,0.0,0.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,0.0,2.2000742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-E,0.0,2.0134745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76177454,0.0,0.0
HLA-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.735009,0.0,0.0,0.0,0.0,0.0,0.0
HLA-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6221385,0.0,0.0,0.0,0.0,0.0,0.0
FKBP5,2.9703603,0.0,0.0,2.5002618,0.0,0.0,2.9687324,0.0,3.0984979,2.5686498,1.6403832,0.0,0.0,0.0
ZFAND3,2.5158048,2.3306916,2.3566625,0.0,2.2306216,0.0,2.4176736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND3,0.0,0.0,0.0,0.0,0.0,2.960883,0.0,0.0,2.87405,0.0,0.0,0.0,0.0,0.0
UBR2,1.2179898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,0.0,0.0,2.1692753,0.0,0.0,0.0,0.0,0.0,0.0,2.588532,0.0,2.7488902
ADGRB3,0.0,0.0,0.0,0.0,2.6601107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6038613
COL19A1,0.0,0.0,0.0,0.0,3.017315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6147332,0.0,0.0
FOXO3,2.491748,0.0,0.0,2.2395668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REV3L,1.7407218,0.0,0.0,0.0,1.9164963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1792765,2.8927598,0.0,0.0,0.0,0.0,0.0
SLC35F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0337002
MAN1A1,0.0,2.0927675,0.0,0.0,0.0,0.0,2.1422753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERINC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7809621,0.0,0.0
NCOA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6527255,0.0,0.0
PTPRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298262,0.0,0.0
LAMA2,0.0,0.0,0.0,4.159277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARFGEF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.214065,0.0,0.0
UTRN,0.0,2.3010566,0.0,0.0,0.0,0.0,0.0,2.5690632,0.0,0.0,0.0,0.0,2.304739,0.0
SASH1,0.0,2.2395668,2.4311242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHG1,0.0,2.4900556,2.1897926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP12,2.261602,3.0228775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0773444,0.0,0.0
VIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0888212,0.0,0.0
CNKSR3,0.0,2.7574844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1B,2.188033,2.0117893,0.0,0.0,0.0,2.9436815,0.0,0.0,0.0,2.2410672,0.0,0.0,0.0,0.0
TULP4,1.623015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1384406,2.8607528,3.0579545,0.0,0.0,0.0,0.0
SOD2,1.609758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKN,1.5060248,0.0,0.0,0.0,1.9462531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QKI,1.6322217,0.0,0.0,0.0,0.0,0.0,2.3157403,0.0,0.0,0.0,0.0,0.0,0.0,2.1085014
CARD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.554924,0.0,0.0,0.0,0.0,0.0,0.0
SDK1,0.0,0.0,0.0,2.6249654,2.8779912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7360897,0.0,0.0,0.0
DGKB,0.0,0.0,0.0,0.0,3.4035203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDAC9,0.0,0.0,0.0,0.0,2.9574163,0.0,0.0,0.0,0.0,0.0,1.9553117,0.0,0.0,0.0
NPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.960883,0.0,0.0
JAZF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3684144,0.0,0.0
CREB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3684144,0.0,0.0
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849982,0.0,0.0,0.0,0.0
AOAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2732644,0.0,0.0,0.0,0.0,0.0,0.0
ELMO1,0.0,2.3633502,2.5532148,0.0,0.0,0.0,2.4635904,0.0,0.0,2.4275053,0.0,0.0,0.0,0.0
EGFR,1.2889053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOPP1,0.0,0.0,0.0,0.0,0.0,2.5697627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VKORC1L1,1.2927269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUTS2,1.597702,2.5736704,0.0,2.2724578,1.9644805,0.0,0.0,0.0,0.0,0.0,2.1796417,2.0608249,0.0,0.0
MLXIPL,2.1469343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELN,0.0,0.0,0.0,2.6073318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2I,1.5416771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YWHAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76177454,0.0,0.0
MAGI2,1.9406147,0.0,0.0,0.0,3.031286,0.0,0.0,0.0,0.0,0.0,0.0,2.5193677,0.0,0.0
CD36,0.0,2.6273441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6467793,0.0,0.0
PCLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1549854,0.0,0.0
SEMA3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14772,0.0,0.0
SEMA3A,0.0,2.8148322,0.0,0.0,2.142939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDK4,1.8480757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNC1I1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6680841,0.0,0.0
CUX1,1.717089,0.0,0.0,0.0,1.7326274,0.0,0.0,0.0,0.0,0.0,1.658552,0.0,0.0,0.0
SPDYE2,1.8732843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELN,0.0,1.9874947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAMPT,2.197936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAR2B,2.1376433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMB1,1.7810075,0.0,0.0,0.0,2.5620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMMP2L,2.2388175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2749538,0.0
DOCK4,0.0,0.0,2.7554133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP2,0.0,0.0,0.0,0.0,2.7567935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV2,1.7917595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AASS,1.574229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEST,1.9110774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKLN1,1.7508746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNA4,2.3385522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOC4,1.5754439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1891073,0.0,0.0
CALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.361041,0.0,2.6351202,0.0
TBXAS1,0.0,0.0,0.0,0.0,0.0,0.0,1.870028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND2A,0.0,0.0,0.0,0.0,1.9498633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTNAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4503386,0.0,0.0
PRKAG2,1.8001418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2C,1.5613102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7948995,0.0,0.0
NHS,1.3379855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3KBP1,1.9426601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT1,3.7050252,0.0,0.0,0.0,0.0,0.0,2.227663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1RAPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4232879
DMD,2.5043788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0976048,2.9825604,3.1230493,2.6632102
DIAPH2,1.9426601,0.0,1.6995263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1RAPL2,0.0,0.0,0.0,0.0,2.3701801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D3,2.244328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM164,1.1954999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6467793,0.0,0.0
DOCK11,1.2108295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL1,2.6945899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571422,0.0,0.0,0.0
FGF13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1549854,0.0,0.0
FLNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5680938,0.0,0.0,0.0
DLC1,2.7266963,0.0,0.0,2.6190474,2.5620005,0.0,0.0,0.0,0.0,0.0,0.0,2.6073318,3.0473845,2.1772928
LPL,2.3385522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5506761
BNIP3L,1.6033856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1298262,0.0,0.0
ADRA1A,1.4163562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPMS,2.2388175,0.0,0.0,0.0,3.476551,0.0,0.0,0.0,0.0,0.0,3.6678586,0.0,3.486484,0.0
NRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.960883,0.0,0.0
TACC1,1.9022948,0.0,2.28267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XKR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7410507
TOX,0.0,0.0,0.0,0.0,1.8897898,0.0,0.0,1.3369114,0.0,0.0,0.0,0.0,0.0,0.0
CPA6,0.0,0.0,0.0,0.0,2.4061174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.607914,0.0,0.0
STMN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76177454,0.0,0.0
FABP4,1.7871907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS13B,0.0,0.0,0.0,0.0,0.0,2.5697627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIMS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9804629,0.0,0.0
ZFPM2,0.0,2.579847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXR1,0.0,0.0,0.0,0.0,2.1734056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKHD1L1,0.0,3.1366427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS1,0.0,0.0,0.0,0.0,2.0996513,0.0,2.6381302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,1.2761012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE2,1.5422547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRIB,1.8159121,0.0,0.0,0.0,0.0,0.0,1.7584939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAP1,0.0,2.4749737,2.2842526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNQ3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3161519,0.0,0.0
PTK2,1.2108295,0.0,1.9761724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK8,0.0,0.0,0.0,0.0,0.0,2.8438175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANK1,1.3706019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLIS3,0.0,1.9560932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCL1,1.2927269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRD,0.0,0.0,0.0,0.0,1.7663836,0.0,0.0,0.0,0.0,0.0,0.0,1.0823475,0.0,0.0
NFIB,2.0915222,1.9697706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNC2,1.7675909,0.0,0.0,2.4088764,2.3502,0.0,0.0,0.0,0.0,2.0003738,0.0,0.0,0.0,0.0
ACO1,1.74578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP7,2.3202798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,0.0,3.4077454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1691685,0.0,0.0,0.0
CNTNAP3B,0.0,1.6971401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000277737,1.5727137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM5,0.0,1.6816568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,3.589941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK5,1.9110774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRUNE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12721,2.6826625,0.0,0.0
GNAQ,0.0,0.0,1.8797247,0.0,2.4931047,0.0,2.7156434,0.0,0.0,0.0,0.0,2.417208,0.0,0.0
TLE4,0.0,0.0,0.0,0.0,1.8026757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE1,1.6599302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYK,0.0,0.0,0.0,0.0,0.0,2.5697627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8933753,1.6466103,0.0,0.0
ABCA1,1.2108295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,1.564292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5898882,0.0,0.0
GARNL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5152847,0.0,0.0
SLC25A25,1.4834929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPTAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7464637,0.0,0.0
FNBP1,0.0,0.0,0.0,0.0,0.0,2.7444491,0.0,0.0,0.0,0.0,2.2482333,0.0,0.0,0.0
AGPAT2,1.7591833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNPLA2,2.0293825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBF2,1.9324882,2.1310735,0.0,0.0,2.3671086,0.0,2.3215327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYVE1,0.0,2.3825824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPON1,2.1929693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE3B,2.3978953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAA1,2.8560932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPK3,0.0,0.0,2.0856354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP4,2.222508,0.0,0.0,0.0,1.8176379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
