dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
skin_of_body_Cheng_2018,skin_of_body,Cheng,2018,Re-annotation,X_umap_hm,10.1016/j.celrep.2018.09.006,Transcriptional Programming of Normal and Inflamed Human Epidermis at Single-Cell Resolution,Skin,Cell Reports,https://cellxgene.cziscience.com/collections/43d4bb39-21af-4d05-b973-4c1fed7b916c,https://cellxgene.cziscience.com/e/f512b8b6-369d-4a85-a695-116e0806857f.cxg/,https://datasets.cellxgene.cziscience.com/022b2aab-8abb-4972-92e2-750b7cadafa7.h5ad,10,43054,0.5909927500000001,0.5609610389999999,0.2889418574385242,6,3,1,0.81044566465451,0.81044566465451
