clusterName,NSForest_markers,f_score
SI_earlyAE,['YWHAE'],0.0589120080220606
C_ISC,['XRCC6'],0.0409698741965944
C_TA,['ODAD1'],0.0535841617381821
C_goblet,['CTNNA1'],0.1087848422308973
