organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Han,2020,author_cell_type,X_umap,normal,TRUE,,,10.1038/s41586-020-2157-4,Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,74c3403a-451c-4a62-84e0-d8a8e45c7ea7,Nature,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,https://cellxgene.cziscience.com/e/2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.cxg/,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000063 | HsapDv:0000115 | HsapDv:0000117 | HsapDv:0000146,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/71/d70aaa0a31cea53f1460121983dd13/liver_Han_Nature_2020_author_cell_type_X_umap_5c7ea7_adata_filtered.h5ad,liver_Han_Nature_2020_author_cell_type_X_umap_5c7ea7,author_cell_type,16,0.5316018953515598,0.49549998512585663,0.4155743680649762,8,5,3,0.7028461785305704,0.6493053074661509
