clusterName,gene
plasma cell,JCHAIN
T cell of anorectum,CD3D
myeloid cell,TYROBP
myeloid cell,HLA-DRA
stromal cell of lamina propria of colon,COL1A2
stromal cell of lamina propria of colon,C1S
colon epithelial cell,LGALS4
colon epithelial cell,KRT8
