cluster_name,skos,manual_mapped_cid,cell_ontology_id
T cell of anorectum,,,CL:0009051
colon epithelial cell,,,CL:0011108
myeloid cell,,,CL:0000763
plasma cell,,,CL:0000786
stromal cell of lamina propria of colon,,,CL:0009040
