organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Wells,2025,author_cell_type,X_umap,normal,TRUE,,,10.1038/s41590-025-02241-4,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,7c98dadf-b249-4873-83be-51776674e9e1,Nat Immunol,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/1b350d0a-4535-4879-beb6-1142f3f94947.cxg/,https://datasets.cellxgene.cziscience.com/7c98dadf-b249-4873-83be-51776674e9e1.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000242,478fb2,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69cc32bfb58445a0bca4b5ff/work/6a/80d039336832e6fe67656959ecd527/liver_Wells_Nat_Immunol_2025_author_cell_type_X_umap_74e9e1_adata_filtered.h5ad,liver_Wells_Nat_Immunol_2025_author_cell_type_X_umap_74e9e1,author_cell_type,25,0.29169038,0.25425473251999997,0.3929552133088581,6,7,12,0.5555555555555556,0.5698457555497872
