reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney,Single cell transcriptional and chromatin accessibility profiling redefine cellular heterogeneity in the adult human kidney - RNAseq,19985,19985,author_cell_type,X_umap,Muto,Nat Commun,2021,10.1038/s41467-021-22368-w,https://cellxgene.cziscience.com/collections/9b02383a-9358-4f0f-9795-a891ec523bcc,https://cellxgene.cziscience.com/e/9df60c57-fdf3-4e93-828e-fe9303f20438.cxg/,cortex of kidney,normal,9b02383a-9358-4f0f-9795-a891ec523bcc,d4932ca7-a406-48df-bbea-40d10559ccb9,9df60c57-fdf3-4e93-828e-fe9303f20438,ff2e21de-0848-4346-8f8b-4e1741ec4b39,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/ff2e21de-0848-4346-8f8b-4e1741ec4b39.h5ad,UBERON:0001225,EFO:0011025,CL:0000057 | CL:0000650 | CL:0000653 | CL:0000738 | CL:0002201 | CL:0002306 | CL:0005009 | CL:0005011 | CL:1000452 | CL:1000768 | CL:1000849 | CL:1000892 | CL:1001106,PATO:0000461,HsapDv:0000144 | HsapDv:0000146 | HsapDv:0000148 | HsapDv:0000155 | HsapDv:0000156,PATO:0000383 | PATO:0000384,TRUE,5,"""UBERON:0001225: 19","985""","""EFO:0011025: 19","985""","""CL:0002306: 5",485; CL:1001106: 4,kidney,kidney_Muto_2021,author_cell_type,15,19985,0.7789361625482383,0.7337227811745746,0.13951976852387873,14,1,0,0.8242319077268552,0.7724037516568723
