organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Edgar,2025,author_cell_type,X_umap,normal,TRUE,,,10.1097/HC9.0000000000000813,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,Healthy pediatric and adult human liver tissue,10cc50a0-af80-4fa1-b668-893dd5c0113a,Hepatology Communications,https://cellxgene.cziscience.com/collections/ff69f0ee-fef6-4895-9f48-6c64a68c8289,https://cellxgene.cziscience.com/e/120cbe1a-9434-4e23-84bd-f570ac32300c.cxg/,https://datasets.cellxgene.cziscience.com/10cc50a0-af80-4fa1-b668-893dd5c0113a.h5ad,UBERON:0001114 | UBERON:0001117,PATO:0000461,HsapDv:0000120 | HsapDv:0000151 | HsapDv:0000163 | HsapDv:0000226 | HsapDv:0000227 | HsapDv:0000265 | HsapDv:0000266 | HsapDv:0000268 | HsapDv:0000271,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/a0/12e0e09c46ea3b6b10a04a135cbfa6/liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_c0113a_adata_filtered.h5ad,liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_c0113a,author_cell_type,20,0.5221295400950212,0.4310069712748367,0.4359725739091162,10,5,5,0.8281426472152222,0.7962758377922203
