reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Kidney,194504,194504,Curated_annotation,X_umap,Xu,Cell,2023,10.1016/j.cell.2023.11.026,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/f95d8919-1f2a-405f-8776-bfecc0ab0f3f.cxg/,cortex of kidney | kidney | renal medulla | renal papilla | renal pelvis,normal,854c0855-23ad-4362-8b77-6b1639e7a9fc,bf868bea-52be-443c-bbce-bb35249085b9,f95d8919-1f2a-405f-8776-bfecc0ab0f3f,26d15fe5-5e25-4649-bdf1-07814871ffd1,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/26d15fe5-5e25-4649-bdf1-07814871ffd1.h5ad,UBERON:0000362 | UBERON:0001224 | UBERON:0001225 | UBERON:0001228 | UBERON:0002113,EFO:0009899 | EFO:0009922 | EFO:0011025,CL:0000084 | CL:0000236 | CL:0000359 | CL:0000542 | CL:0000623 | CL:0000653 | CL:0000763 | CL:0000860 | CL:0000875 | CL:0000990 | CL:0001056 | CL:0002138 | CL:0002306 | CL:0008034 | CL:1000452 | CL:1000547 | CL:1000692 | CL:1000768 | CL:1000849 | CL:1000891 | CL:1001005 | CL:1001033 | CL:1001036 | CL:1001106 | CL:1001107 | CL:1001111 | CL:1001431 | CL:1001432 | CL:4030022,PATO:0000461,HsapDv:0000123 | HsapDv:0000124 | HsapDv:0000125 | HsapDv:0000129 | HsapDv:0000133 | HsapDv:0000134 | HsapDv:0000135 | HsapDv:0000136 | HsapDv:0000137 | HsapDv:0000138 | HsapDv:0000139 | HsapDv:0000140 | HsapDv:0000141 | HsapDv:0000142 | HsapDv:0000143 | HsapDv:0000144 | HsapDv:0000146 | HsapDv:0000147 | HsapDv:0000148 | HsapDv:0000150 | HsapDv:0000151 | HsapDv:0000152 | HsapDv:0000153 | HsapDv:0000154 | HsapDv:0000155 | HsapDv:0000156 | HsapDv:0000157 | HsapDv:0000158 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000165 | HsapDv:0000166 | HsapDv:0000168 | HsapDv:0000170 | HsapDv:0000241 | HsapDv:0000242,PATO:0000383 | PATO:0000384,FALSE,62,"""UBERON:0001225: 127",417; UBERON:0002113: 32,611; UBERON:0001228: 20,336; UBERON:0000362: 13,"649; UBERON:0001224: 491""","""EFO:0009922: 154",kidney,kidney_Xu_2023,Curated_annotation,41,194504,0.2174187,0.17972241058536587,0.4040267944348355,9,10,22,0.6504599211563732,0.6690643806502157
