dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
kidney_mini_Lake_2023,kidney,mini_Lake,2023,subclass.full,X_umap,10.1038/s41586-023-05769-3,An atlas of healthy and injured cell states and niches in the human kidney,Integrated Single-nucleus and Single-cell RNA-seq of the Adult Human Kidney,Nature,https://cellxgene.cziscience.com/collections/bcb61471-2a44-4d00-a0af-ff085512674c,https://cellxgene.cziscience.com/e/0b75c598-0893-4216-afe8-5414cab7739d.cxg/,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/dataset/699def4fa6a9ed48b23b8207/mini_lake_adata_normal_n3566.h5ad,75,3514,0.4126601542390608,0.2899226040346774,0.42315484286765426,30,18,27,0.6708314740443255,0.6590226490985456
