clusterName,NSForest_markers,f_score
Enterocytes,"['RBP2', 'SLC5A1']",0.8871995889863566
Paneth,"['REG3A', 'FABP6']",0.9090059790732437
Cycling/Secretory TA,"['MAZ', 'H2AZ1', 'ATP5MC1', 'WFDC2']",0.6271877122407398
Immature goblet cells,"['ITLN1', 'CLCA1']",0.5942832764505119
Plasma cells,"['DERL3', 'MZB1']",0.941320966160373
gamma-delta T cells,['KLRC3'],0.7339449541284404
Type 17 helper T cells,"['RORA', 'ANKRD28', 'KLRB1', 'IL7R']",0.5217579562675904
Type 1 helper T cells,"['CLEC2D', 'KLRB1', 'TNFAIP3', 'GPR183']",0.3935807130927311
Follicular helper T cells,"['PASK', 'TCF7', 'NR3C1']",0.2755905511811024
ILC,"['AREG', 'TNFRSF25']",0.4861660079051383
Tcm/Naive helper T cells,"['GAS5', 'JCHAIN', 'CD7']",0.246388689683434
Regulatory T cells,"['ANKRD12', 'ENSG00000277734', 'IL32']",0.161124442920809
Trm cytotoxic T cells,"['PTPRCAP', 'CD3D']",0.4687019674146941
Tem/Effector helper T cells,"['NOP53', 'RGCC', 'GPR183', 'IL32']",0.1929151624548736
Tem/Trm cytotoxic T cells,"['GZMK', 'CST7']",0.6190212117010953
NK cells,"['CLIC3', 'XCL1']",0.3857677902621723
Mast cells,['TPSAB1'],0.9616795012834616
Follicular B cells,"['MS4A1', 'NOP53']",0.6578699340245052
Naive B cells,"['LINC00926', 'TCL1A']",0.742546926757453
Memory B cells,"['BANK1', 'MS4A1']",0.4914860681114551
Germinal center B cells,"['SERPINA9', 'NEIL1']",0.5202821869488536
Cycling B cells,"['PCLAF', 'H2AZ1', 'RGS13']",0.7793345008756567
DC1,"['CLEC9A', 'IDO1']",0.797011207970112
DC2,"['CFP', 'CLEC10A']",0.5461264713933753
Monocytes,['S100A9'],0.562953995157385
Macrophages,"['C1QB', 'C1QA']",0.729517130265839
Intestinal macrophages,"['STAB1', 'CD163L1', 'ABCA1', 'CD163']",0.4806240563663815
Capillary endothelial cells,"['CD36', 'FLT1']",0.7738481505515898
Venous endothelial cells,['ACKR1'],0.8554589832122872
Arterial endothelial cells,"['MMRN2', 'IGFBP3']",0.6911910260640053
Lymphatic endothelial cells,"['MMRN1', 'LYVE1']",0.8980509745127436
Stromal 3,"['C3', 'PRELP']",0.8909527509004873
Myofibroblasts,"['ACTG2', 'MYLK']",0.7450856055802156
Pericytes,"['NOTCH3', 'RERGL']",0.8022275737507526
Stromal 1,"['CCL8', 'TCF21']",0.8366571108064315
Stromal 2,['VSTM2A'],0.8158182480865023
Glia,['PLP1'],0.897400055912776
Colonocytes,"['MS4A12', 'SLC26A3']",0.7515150091605205
BEST4+ enterocytes,"['BEST4', 'OTOP2']",0.8391550690357006
TA,"['CD24', 'C15orf48']",0.6691803612164539
Stem cells,"['LGR5', 'RAMP1']",0.6840815075838823
Enteroendocrine cells,"['SCGN', 'SCG3']",0.8706786171574904
Tuft cells,['SH2D6'],0.9247793439599524
Goblet cells,"['SYTL2', 'REP15']",0.682574163329034
