,Arterial endothelial cells,BEST4+ enterocytes,Capillary endothelial cells,Colonocytes,Cycling B cells,Cycling/Secretory TA,DC1,DC2,Enterocytes,Enteroendocrine cells,Follicular B cells,Follicular helper T cells,Germinal center B cells,Glia,Goblet cells,ILC,Immature goblet cells,Intestinal macrophages,Lymphatic endothelial cells,Macrophages,Mast cells,Memory B cells,Monocytes,Myofibroblasts,NK cells,Naive B cells,Paneth,Pericytes,Plasma cells,Regulatory T cells,Stem cells,Stromal 1,Stromal 2,Stromal 3,TA,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Trm cytotoxic T cells,Trm cytotoxic T cells,Tuft cells,Type 1 helper T cells,Type 17 helper T cells,Venous endothelial cells,gamma-delta T cells
EIF1B,0.0,0.0,0.0,0.0,0.77284,0.0,0.0,0.0,0.0,0.5863326,0.0,0.0,0.81730205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41688204,0.0,0.0,0.69289726,0.0,0.0,0.0,0.0,0.0,1.8700274,0.0,0.0,0.0,0.0
EIF2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5241588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S2,0.0,0.0,0.0,0.0,1.0727633,0.61674035,0.0,0.0,0.0,0.5423812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.646281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0848056,0.0,0.0,0.0,0.0,0.55434227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3A,0.0,0.0,0.0,0.0,0.0,0.37616232,0.0,0.0,0.4628851,0.8585199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93486524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3D,0.0,0.0,0.0,0.0,1.082412,0.75983125,0.567551,0.0,0.0,0.36624026,0.0,0.0,0.9303478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81547076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3E,0.0,0.0,0.0,0.0,1.7714677,0.7468053,0.9677391,1.3139168,0.51813084,1.0936371,1.5175512,1.6305683,1.5870976,0.0,0.0,1.7022572,0.0,0.706198,0.98260355,0.0,1.6293321,1.6274382,0.0,0.0,0.0,1.7228379,0.0,0.0,0.43245605,1.1239042,1.5565677,1.1921344,0.0,1.0442553,0.0,1.7193415,0.0,0.0,0.0,0.0,1.6726371,1.6520431,0.8457011,1.111989
EIF3F,0.0,0.0,0.0,0.0,1.8963901,1.274521,1.4218789,1.3654736,0.0,0.81392795,1.5027294,1.2772194,1.8767316,0.0,0.0,0.0,0.0,0.77108693,0.0,0.0,0.0,1.4686491,0.90223,0.0,0.0,1.4318019,0.0,0.0,0.53575027,1.3041521,1.2528523,1.4282956,0.0,1.0415186,0.0,1.3747808,0.0,0.0,0.0,0.0,1.1657975,1.1930938,0.0,1.3472698
EIF3G,0.0,0.0,0.0,0.0,0.9342706,0.79289067,0.0,0.78089786,0.0,0.68941814,0.0,1.1569046,1.1427513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013474,0.0,0.0,1.500587,0.0,0.0,0.0,0.3474083,0.0,0.8088755,0.0,0.0,0.50401306,0.0,0.0,0.0,0.0,0.0,0.0,1.1258705,0.96345896,0.0,0.998078
EIF3H,0.0,0.0,0.0,0.0,1.7472132,1.1793478,1.38077,1.3219805,0.4530265,0.82720524,0.0,1.4074361,1.7369843,0.0,0.0,1.0809301,0.0,0.7690314,0.0,0.0,0.0,1.247078,0.9710369,0.0,0.0,1.4274547,0.0,0.0,0.42568904,0.9724181,1.1800501,0.9355866,0.0,0.6807807,0.0,1.2257556,0.0,0.0,0.0,0.0,1.2397038,1.2370939,0.0,1.1248864
EIF3I,0.0,0.0,0.0,0.0,1.017122,0.91563123,0.0,0.0,0.0,0.0,0.0,0.0,0.73435074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30042642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3L,0.0,0.0,0.0,0.0,1.8086233,1.2206783,1.5126121,1.5354294,0.0,0.70314497,1.3396474,1.1564564,1.5914435,0.0,0.0,0.81568164,0.0,0.8278214,0.0,0.0,0.0,1.2735008,0.70825887,0.0,0.0,1.3697263,0.0,0.0,0.49718148,0.0,1.1650885,1.1375424,0.0,0.0,0.0,1.0034633,0.0,0.0,0.0,0.0,0.91249764,1.124746,0.0,1.0767233
EIF3M,0.0,0.0,0.0,0.0,1.1260816,0.66111135,0.8161037,0.7843778,0.0,0.0,0.0,0.0,0.87997323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7990112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1673199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0679779,0.0,0.0,0.0
EIF4A2,0.0,0.9653673,0.0,0.0,1.2126522,0.64866847,0.75531703,0.7516275,0.8379605,1.2733154,1.1667484,1.6747487,1.4838618,0.0,0.5951697,1.831155,0.0,0.784961,0.0,0.0,1.6002221,1.8569154,0.0,0.8168787,1.4137607,1.5776768,0.0,1.1180673,0.93284214,1.0763197,1.0222774,1.3558826,1.4145684,0.9541351,0.0,0.0,0.0,1.2262658,0.0,0.0,1.8161277,1.6107192,0.994254,1.3969254
EIF4B,0.0,0.0,0.0,0.0,0.8601488,0.0,0.0,0.0,0.75657535,1.09529,0.0,1.2158151,1.1818491,0.0,0.0,0.0,0.0,0.67680734,0.916801,0.0,0.0,1.2021327,0.0,0.0,0.0,1.2321695,0.0,0.0,0.0,0.0,1.1152861,0.0,0.0,0.6904085,0.0,0.0,0.0,0.0,0.0,0.0,1.0845461,0.0,0.0,1.0640463
EIF4E,0.0,0.0,0.0,0.0,0.51034606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E2,0.0,0.0,0.0,0.0,0.0,0.64958483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4EBP1,0.0,0.0,0.0,0.0,0.0,0.6532773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25601053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G2,1.2806811,0.9090327,0.0,0.0,0.9952205,0.0,0.0,0.6854374,0.7937527,1.297927,0.0,1.1569046,0.9792695,0.0,0.7872375,1.4072031,0.0,0.7935536,0.9317447,0.0,0.0,1.094496,0.0,0.0,0.0,0.8362245,0.0,0.9627094,0.0,0.0,0.87378633,0.0,0.0,0.79641736,0.0,0.0,0.0,0.0,0.0,0.94751024,1.2166505,1.0021522,0.94751024,1.0786996
EIF4H,0.0,0.0,0.0,0.0,0.8895783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22763765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF5,0.0,0.49176693,0.0,0.0,1.017122,0.7911067,0.6622919,0.89322734,0.426297,1.1119206,0.0,0.0,0.0,0.0,0.0,1.4074361,0.0,0.81183404,0.9761658,0.0,0.0,1.0636113,0.4809653,0.0,0.0,0.0,0.0,0.0,0.6556629,0.0,0.70917374,0.0,0.0,0.84509444,0.0,0.0,0.0,0.0,0.0,1.4446672,1.1421701,0.0,0.0,1.0931754
EIF5B,0.0,0.0,0.0,0.0,0.509894,0.16655488,0.0,0.0,0.0,0.70314497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43821236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF6,0.0,0.0,0.0,0.7009372,0.0,1.173608,0.55643094,0.0,0.4420511,0.4141323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAPOR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.096395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7590447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL1,0.0,0.0,0.0,0.0,0.59655935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELF1,0.0,0.0,0.0,0.0,0.5312549,0.0,0.0,0.0,0.0,0.0,0.0,1.5684892,0.58421797,0.0,0.0,1.0486907,0.0,0.0,0.54358983,0.0,0.0,1.0799661,0.0,0.0,0.0,1.1353192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3548146,1.0509241,0.0,1.3421484
ELF3,0.0,2.2677875,0.0,2.0556002,0.0,1.6225661,0.0,0.0,1.662695,1.0602694,0.0,0.0,0.0,0.0,2.0548563,0.0,1.1150105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.549943,0.0,0.0,0.0,1.9054136,0.0,0.0,0.0,0.0,2.2388175,0.0,0.0,0.0,0.0
ELK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1499271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7132885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0970148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOB,1.0626497,1.3562034,0.0,0.0,0.0,0.0,0.0,0.0,1.4237311,1.7563038,0.0,0.0,0.0,0.0,1.0835619,0.0,0.0,0.0,1.3872702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4078538,0.0,0.0,1.5263963,0.0,0.0,1.2849201,1.0174522,0.0,0.0,0.0,0.0,1.4824396,0.0,0.0,0.0,1.0870159
EMC10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82027864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMC4,0.0,0.0,0.0,0.0,0.0,0.6506573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29707265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMC6,0.0,0.0,0.0,0.0,0.47433388,0.54980946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMCN,0.0,0.0,1.36907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMILIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1950178,1.2070382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EML4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685122,0.0,1.1974328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6692355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1964655,0.9783371,0.0,0.0
EMP1,2.1556602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4906483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7701512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4559118,0.0
EMP2,1.5986458,0.0,1.2286558,0.0,0.0,0.5276397,0.0,0.0,0.0,0.5511769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34354493,0.0,0.0,0.5237094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89527804,0.0,0.5570352,1.5914435,0.0,1.8407998,0.0,0.0,0.0,0.0,0.0,0.894166,0.0,0.0,1.3209223,1.8530483,1.8140472,0.0,0.0,1.8329176,0.0,0.0,0.0,1.1751531,0.98701704,0.0,0.0
ENG,1.5112342,0.0,2.280346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8855101,0.0
ENHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.0,0.6948516,0.0,0.9443147,1.5152384,1.684988,1.6781055,1.5971782,1.0783634,0.96992,0.0,0.0,1.0697985,0.0,0.3790335,1.2257556,0.0,1.017122,0.0,0.9859623,0.0,0.0,1.6618414,0.0,0.0,0.0,0.0,0.0,0.0,1.0477281,1.091201,0.0,0.0,1.0235894,0.0,0.0,1.2491357,0.0,0.0,0.0,1.2983141,1.4564166,0.0,1.4332588
ENPP2,1.5033001,0.0,1.6670496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4296634,0.0
ENSA,0.0,0.0,0.0,0.0,0.8867154,0.67481494,0.96713233,0.0,0.0,0.5952792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4005431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9238418
ENTPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4573478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENY2,0.0,0.41246903,0.0,0.0,1.1857026,0.6545622,0.5966327,0.66563,0.0,0.65522885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6575732,0.0,0.0,0.0,0.0,0.77783394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7064839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012798,0.0
EPAS1,2.4992356,0.0,1.5833182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84204495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8640168,0.0
EPB41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6719664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7076043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47978416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5186942,0.0,0.8169492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8568592
EPCAM,0.0,2.6795144,0.0,2.7126577,0.0,2.6866062,0.0,0.0,2.464957,2.0024493,0.0,0.0,0.0,0.0,2.0130527,0.0,2.2272313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276484,0.0,0.0,0.0,2.51727,0.0,0.0,0.0,2.2610245,0.0,0.0,0.0,0.0,2.3489134,0.0,0.0,0.0,0.0
EPHB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60537916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7054439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85779583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6948767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40820035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79501605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38889727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8,0.0,0.42956945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0529277,0.0,0.0,0.41943687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.0,0.3057769,0.0,0.0,0.0,0.0,0.0,0.0,0.5477714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L3,0.0,0.5673196,0.0,0.0,0.0,0.0,0.0,0.0,0.85810876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36378837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB3,0.0,0.5169805,0.0,0.0,0.0,0.0,0.0,0.0,0.69540477,0.79755557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6923481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,0.0,0.0,0.47433388,1.1099393,0.0,0.0,0.0,0.48046565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829562,0.0,0.6950023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERH,0.0,0.0,0.5524453,0.0,1.5214088,1.1254953,0.0,0.7074999,0.0,0.80486727,0.0,0.0,1.1818491,0.0,0.0,0.0,0.0,0.0,0.894166,0.0,0.0,0.0,0.0,0.78411895,0.0,0.0,0.0,0.0,0.0,0.0,0.95674396,1.0086908,0.0,1.0021521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48086995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46762347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP29,0.0,0.0,0.0,0.0,1.2665024,1.1610558,0.7133681,1.1714524,0.0,1.0245043,0.0,1.2076957,1.1468396,0.0,0.0,0.0,0.0,1.0104092,0.0,0.0,0.0,1.3217283,1.1370387,0.0,0.0,1.4093032,0.0,0.0,0.83741504,0.0,0.9517368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428969,1.0737767,0.0,1.0629287
ESAM,1.4370381,0.0,1.9687126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77064997,0.0
