cluster_name,skos,manual_mapped_cid,cell_ontology_id
Endothelia,,,CL:0000115
Fibroblast,,,CL:0000057
Lymphocyte,,,CL:0000542
MP & DC,,,CL:0000113
Mural cell,,,CL:0008034
Neutrophil,,,CL:0000775
