,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
SPCS1,0.0,0.6808873414993286,0.0,0.6,0.6269498586654663,0.0
MUSTN1,0.0,0.0,0.0,0.0,1.0,0.0
TKT,0.0,0.0,0.0,1.0,0.0,0.0
SELENOK,0.0,0.0,0.8496540188789368,0.8,0.0,0.0
ARF4,0.0,0.9057218432426453,0.0,0.8,0.0,0.0
ARL6IP5,0.0,0.7106530427932739,0.6503030776977539,0.6,0.0,0.0
FOXP1,0.0,0.0,0.0,1.0,0.0,0.0
COL8A1,0.0,1.0,0.0,0.0,0.0,0.0
FILIP1L,0.0,0.0,0.0,0.0,1.0,0.0
ABI3BP,0.0,1.0,0.0,0.0,0.0,0.0
RPL24,0.2,0.20474987030029296,0.30590081214904785,0.22030537128448485,0.20264989137649536,0.0
NFKBIZ,0.0,0.0,0.0,1.0,0.0,0.0
CD47,0.0,0.0,0.8988672494888306,0.8,0.0,0.0
ATG3,0.0,0.0,0.0,1.0,0.0,0.0
CCDC80,0.0,1.0,0.0,0.0,0.0,0.0
ZBTB20,0.0,1.0,0.0,0.0,0.0,0.0
FSTL1,0.0,1.0,0.0,0.0,0.0,0.0
NDUFB4,0.0,1.0,0.0,0.0,0.0,0.0
HCLS1,0.0,0.0,0.0,1.0,0.0,0.0
CD86,0.0,0.0,0.0,1.0,0.0,0.0
RAB7A,0.0,0.0,0.0,1.0,0.0,0.0
CNBP,0.0,0.504226553440094,0.43362079858779906,0.4,0.5363399028778076,0.0
CDV3,0.0,0.0,0.0,1.0,0.0,0.0
ATP1B3,0.0,0.0,0.8,0.8416845917701721,0.0,0.0
PCOLCE2,0.0,1.0,0.0,0.0,0.0,0.0
TM4SF1,0.9278477787971496,0.8,0.0,0.0,0.0,0.0
RNF13,0.0,0.0,0.0,1.0,0.0,0.0
SERP1,0.0,0.0,0.8,0.8499218702316285,0.0,0.0
MBNL1,0.0,0.8,0.0,0.8775754332542419,0.0,0.0
SSR3,0.0,0.0,0.0,1.0,0.0,0.0
CCNL1,0.0,0.0,0.0,1.0,0.0,0.0
MFSD1,0.0,0.0,0.0,1.0,0.0,0.0
GOLIM4,0.0,1.0,0.0,0.0,0.0,0.0
SEC62,0.5379929423332215,0.6313140273094178,0.0,0.4,0.4250068664550781,0.0
SKIL,0.0,0.0,0.0,1.0,0.0,0.0
AP2M1,0.0,0.0,0.0,1.0,0.0,0.0
