,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
N4BP2L2,1.6019344,1.3830034,1.2095078,0.82133543,1.3634131,0.0
LHFPL6,0.0,1.7536334,0.0,0.0,2.146267,0.0
ELF1,0.0,0.0,0.0,0.9159968,0.0,0.0
TSC22D1,0.0,0.0,0.0,0.0,1.6696568,0.0
TPT1,3.4758677,3.3339715,4.125923,4.321159,3.2078066,3.5016017
LCP1,0.0,0.0,1.3954386,1.5933149,0.0,0.81860304
ESD,0.0,1.2583264,0.0,0.0,0.88104796,0.0
ITM2B,2.8373642,3.8255746,2.0535834,2.5764494,2.6417544,3.4909236
INTS6,0.0,0.0,0.0,0.9498377,0.0,0.0
PCDH9,0.0,0.8364006,0.0,0.0,0.0,0.0
COMMD6,0.0,1.2524059,1.5330753,1.2782931,0.86729074,0.0
KCTD12,0.0,0.0,0.0,0.8570179,0.0,0.0
ARGLU1,1.351198,0.9399366,0.0,0.0,0.0,0.0
TNFSF13B,0.0,0.0,0.0,0.49676767,0.0,0.0
LAMP1,0.0,1.0121899,0.0,0.66636634,0.0,0.0
PNP,0.0,0.0,0.0,0.63884705,0.0,0.0
RNASE4,0.0,1.5234632,0.0,0.0,0.0,0.0
RNASE1,2.6791089,0.0,0.0,0.0,0.0,0.0
HNRNPC,0.0,0.7041768,1.2068739,1.4406768,0.0,0.0
ENSG00000277734,0.0,0.0,1.4266099,0.0,0.0,0.0
DAD1,0.0,1.3357089,0.0,0.0,0.0,0.0
SLC7A7,0.0,0.0,0.0,0.17689227,0.0,0.0
PSME1,0.0,0.0,1.5502486,1.1063044,0.0,0.0
PSME2,0.0,0.0,0.0,0.637373,0.0,0.0
NEDD8,0.0,0.895278,0.0,0.89815724,0.0,0.0
GZMH,0.0,0.0,1.9477983,0.0,0.0,0.0
GZMB,0.0,0.0,1.9032655,0.0,0.0,0.0
SNX6,0.0,0.0,0.0,0.6026547,0.0,0.0
BAZ1A,0.0,0.0,0.0,0.81582224,0.0,0.0
PSMA6,0.0,0.0,0.0,0.69410014,0.0,0.0
NFKBIA,1.7391728,0.96205777,0.0,2.8585863,0.0,1.8852735
CLEC14A,2.051858,0.0,0.0,0.0,0.0,0.0
RPS29,2.1046963,1.9687096,3.496286,2.7453027,2.0688393,0.0
RPL36AL,0.0,1.2302799,1.8388984,1.425149,1.3662347,0.0
ARF6,0.0,0.0,1.1145974,0.0,0.0,0.0
RTRAF,0.0,0.0,0.0,0.622928,0.0,0.0
LGALS3,1.8244739,2.0269465,0.0,1.046288,0.0,0.0
KTN1,1.4665935,0.7041768,0.0,0.62509984,1.2144811,0.0
SYNE2,1.3718109,0.0,1.0339851,0.0,0.0,0.0
CHURC1,0.0,0.9974834,0.0,0.6131313,0.899323,0.0
ZFP36L1,0.84168285,1.2272879,0.0,1.873671,1.1059998,1.6877427
ERH,0.0,0.9350218,0.0,0.49773467,0.0,0.0
SRSF5,0.0,1.191336,0.0,1.0357988,1.3124266,0.0
RBM25,0.0,0.0,1.1268566,0.832785,0.0,0.0
NPC2,0.0,1.1424607,0.0,1.9609747,0.0,0.0
TMED10,0.0,0.8321976,0.0,0.0,0.0,0.0
FOS,0.0,0.0,0.0,2.4440684,0.0,3.121303
GPR65,0.0,0.0,1.2108295,0.0,0.0,0.0
CALM1,2.5694149,2.042701,2.7043247,1.6080395,1.7664841,1.8847992
FBLN5,0.0,1.6735162,0.0,0.0,0.0,0.0
NDUFB1,0.0,0.0,0.0,0.8435064,0.0,0.0
DDX24,0.0,0.0,1.2426767,0.0,0.0,0.0
IFI27,3.2331948,0.0,0.0,0.0,0.0,0.0
SERPINA1,0.0,0.0,0.0,1.1223309,0.0,0.0
PAPOLA,0.0,0.0,0.0,0.5696387,0.0,0.0
EVL,0.0,0.0,1.3092604,0.0,0.0,0.0
MEG3,0.0,1.1900613,0.0,0.0,0.0,0.0
PPP2R5C,0.0,0.0,1.6412205,0.0,0.0,0.0
DYNC1H1,0.0,0.0,0.0,0.64574134,0.0,0.0
HSP90AA1,2.0385945,2.110411,2.6907382,2.9368777,2.1706495,2.14929
TNFAIP2,0.0,0.0,0.0,1.078014,0.0,0.0
EIF5,0.0,1.3062096,0.0,1.0528028,0.0,0.0
ATP5MJ,0.0,0.9710399,0.0,1.1575778,0.8628321,0.0
CRIP2,2.1054876,1.0611336,0.0,0.0,1.8280805,0.0
CRIP1,0.0,1.5385098,1.8324765,2.120231,2.5940526,0.0
NOP10,0.0,0.0,0.0,0.77729154,0.0,0.0
SRP14,2.242947,2.094514,1.876556,1.5729408,2.1571803,0.0
PDIA3,0.0,1.4662516,1.1278445,0.77529657,0.0,0.0
SERF2,2.2314558,2.5797534,2.3838925,2.5014682,2.167218,0.0
B2M,4.987952,3.272328,5.297027,4.45007,2.9876742,4.780607
DUT,0.0,0.75621533,0.0,0.0,0.0,0.0
FBN1,0.0,2.1863945,0.0,0.0,0.0,0.0
EID1,0.0,2.0979073,0.0,0.7589843,1.7434409,0.0
RSL24D1,0.0,0.0,0.0,0.62212193,0.0,0.0
CCPG1,0.0,0.9809334,0.0,0.0,0.0,0.0
ANXA2,1.6680844,2.3728223,0.0,1.6385095,0.0,0.0
VPS13C,0.0,0.0,0.0,0.52091885,0.0,0.0
TPM1,0.0,1.0689814,0.0,0.0,2.7855744,0.0
RPS27L,0.0,1.6137183,0.0,0.8011943,1.4823081,0.0
PPIB,0.0,1.6558038,1.3023945,0.80689335,0.0,0.0
RPL4,0.0,1.3273007,2.140949,2.0432415,1.223719,0.0
RPLP1,3.142102,3.2018814,3.9985092,3.7899635,3.1733985,2.894999
PKM,0.0,0.95669454,0.0,1.045151,0.0,0.0
COX5A,0.0,0.0,0.0,0.4798553,0.0,0.0
PSMA4,0.0,0.0,0.0,0.686834,0.0,0.0
MORF4L1,0.0,1.5426159,1.2106642,1.1418072,1.3744498,0.0
CTSH,0.0,0.0,0.0,0.907312,0.0,0.0
BCL2A1,0.0,0.0,0.0,2.19812,0.0,0.0
RPS17,0.0,1.079132,1.3897543,1.6406,0.0,0.0
SEC11A,0.0,0.9718561,0.0,1.296108,0.0,0.0
AKAP13,0.0,0.74430233,0.0,1.0231518,0.0,0.0
MFGE8,0.0,1.9105867,0.0,0.0,2.6059752,0.0
CIB1,0.0,0.0,0.0,0.56379074,0.0,0.0
IQGAP1,0.0,0.0,0.0,1.2056437,0.0,0.0
ENSG00000272888,0.0,0.0,0.0,0.5633148,0.0,0.0
NR2F2,0.0,0.0,0.0,0.0,2.0166674,0.0
SELENOS,0.0,1.0044492,0.0,0.0,0.0,0.0
NDUFB10,0.0,0.0,0.0,0.0,1.0486906,0.0
RPS2,2.362958,2.4813087,3.581312,3.3381968,2.2291403,0.0
NHERF2,2.5158048,0.0,0.0,0.0,0.0,0.0
ATP6V0C,0.0,0.6872989,1.0823475,1.6832609,0.0,0.0
SRRM2,0.0,1.1785685,0.87553877,1.0022612,1.0253062,0.0
ELOB,0.0,1.3477087,1.1078978,1.2365301,1.4180137,0.0
IL32,0.0,0.70119315,2.387057,0.0,0.0,0.0
EMP2,0.9312074,1.2184929,0.0,0.0,0.0,0.0
LITAF,0.0,0.99802387,1.7103754,1.2244824,0.0,2.2954166
RPS15A,2.7574847,2.6067502,3.8043187,3.2151966,2.515282,2.3951848
ARL6IP1,0.0,0.0,0.0,0.9368584,0.0,0.0
IGSF6,0.0,0.0,0.0,0.5278176,0.0,0.0
NUPR1,0.0,1.2868143,0.0,0.0,0.0,0.0
YPEL3,0.0,0.64079463,0.0,0.0,0.0,0.0
CORO1A,0.0,0.0,1.8781973,1.4455779,0.0,0.0
VKORC1,0.0,1.2524059,0.0,0.0,0.0,0.0
FUS,0.0,1.0205148,1.6816568,1.4117626,1.3167088,0.0
PYCARD,0.0,0.0,0.0,1.0187025,0.0,0.0
CHD9,0.0,1.1582513,0.0,0.0,0.0,0.0
MMP2,0.0,2.317388,0.0,0.0,0.0,0.0
MT2A,0.0,0.0,0.0,0.0,2.5023177,0.0
HERPUD1,0.0,0.9848049,1.1139097,1.3825587,0.0,0.0
CDH5,1.125941,0.0,0.0,0.0,0.0,0.0
CKLF,0.0,0.0,0.0,0.8009918,0.0,0.0
ATP6V0D1,0.0,0.0,0.0,0.79893345,0.0,0.0
GLG1,0.0,0.638551,0.0,0.0,0.0,0.0
GABARAPL2,0.0,1.609758,0.0,0.71323586,0.0,0.0
PLCG2,0.8286735,0.9150924,0.0,0.0,0.0,0.0
HSBP1,0.0,0.847679,0.0,0.7045646,0.0,0.0
COTL1,0.0,0.0,0.0,2.4897006,0.0,0.0
COX4I1,0.0,1.3633049,1.7544235,1.8745931,1.8393434,0.0
MAP1LC3B,0.0,0.0,0.0,0.8803866,0.0,0.0
CYBA,0.0,0.64628106,2.2714176,2.3776584,0.0,0.0
APRT,0.0,0.0,0.0,0.6554736,0.0,0.0
RPL13,2.9748845,3.0153658,3.916469,3.5749536,2.887543,2.265274
TCF25,0.0,0.7083881,0.0,0.63768804,0.0,0.0
YWHAE,0.0,0.8503571,0.0,0.7618363,0.0,0.0
SLC43A2,0.0,0.0,0.0,0.71119905,0.0,0.0
SERPINF1,0.0,3.1189063,0.0,0.0,0.0,0.0
ARRB2,0.0,0.0,0.0,1.0136418,0.0,0.0
CXCL16,0.0,0.0,0.0,0.7103295,0.0,0.0
PFN1,0.8012762,1.3231417,2.818704,2.233982,1.8377872,0.0
RNASEK,0.0,1.1514039,1.4199135,1.8202344,1.3246598,0.0
GABARAP,0.0,1.618783,0.0,2.0273185,1.600222,1.453471
EIF5A,0.0,0.6840724,0.0,0.7999116,0.0,0.0
EIF4A1,1.3992772,1.4707114,2.0808136,2.2461338,1.4516399,0.0
CD68,0.0,0.0,0.0,1.3056228,0.0,0.0
KDM6B,0.0,0.0,0.0,1.6038613,0.0,0.0
VAMP2,0.0,1.0066478,0.0,0.0,1.258146,0.0
RPL26,2.7455564,2.5245137,3.5245376,3.3598814,2.5221024,0.0
GAS7,0.0,1.5244461,0.0,0.0,0.0,0.0
PMP22,0.0,2.1892056,0.0,0.0,0.0,0.0
UBB,1.7592165,2.042701,2.3382704,1.9568105,2.196514,0.0
SNHG29,0.0,1.5882745,1.4044144,1.3900938,1.3450791,0.0
MFAP4,0.0,1.9967896,0.0,0.0,0.0,0.0
MAP2K3,0.0,0.0,0.0,0.6900615,0.0,0.0
WSB1,1.8595037,1.3204191,0.0,1.9269522,0.0,0.0
RPL23A,2.2535543,2.2137494,3.3107665,2.6113844,2.3623042,0.0
NUFIP2,0.0,0.0,0.0,0.86737174,0.0,0.0
EVI2B,0.0,0.0,0.0,1.2403582,0.0,0.0
ZNF207,0.0,0.0,0.0,0.8039799,0.0,0.0
CCL5,0.0,0.0,3.204398,0.0,0.0,0.0
CCL4,0.0,0.0,2.047976,1.4967237,0.0,0.0
PSMB3,0.0,0.0,0.0,0.82677174,0.0,0.0
RPL23,0.0,1.275357,1.883616,2.1930008,1.3338528,0.0
PLXDC1,0.0,0.8880602,0.0,0.0,0.0,0.0
RPL19,2.7051513,2.4969313,3.4931889,3.0234823,2.692234,0.0
KRT10,0.0,0.89220583,0.0,0.0,0.0,0.0
EIF1,2.5605302,2.626286,3.3377414,3.3169522,2.7119164,2.876444
RAB5C,0.0,0.0,0.0,0.6893725,0.0,0.0
CAVIN1,1.639629,1.3332353,0.0,0.0,1.5672873,0.0
RAMP2,2.1472683,0.0,0.0,0.0,0.0,0.0
RPL27,1.6084805,1.6665152,2.5085158,2.1884084,1.9135356,0.0
GRN,0.0,1.1328131,0.0,1.4174805,0.0,0.0
HIGD1B,0.0,0.0,0.0,0.0,0.8176552,0.0
HEXIM1,0.0,0.0,0.0,0.8142111,0.0,0.0
COL1A1,0.0,1.1050535,0.0,0.0,0.0,0.0
LUC7L3,0.0,0.960462,0.0,0.67295235,0.7452898,0.0
NME2,0.0,1.5435561,0.0,1.3557758,0.9509077,0.0
SCPEP1,0.0,1.1106216,0.0,0.0,0.0,0.0
VMP1,0.0,0.0,0.0,0.93319297,0.0,0.0
TBX2,0.0,0.0,0.0,0.0,1.1521438,0.0
MRC2,0.0,1.2306229,0.0,0.0,0.0,0.0
ICAM2,1.2176547,0.0,0.0,0.0,0.0,0.0
PECAM1,1.7713789,0.0,0.0,0.5967804,0.0,0.0
DDX5,2.3997154,2.1400661,2.7824879,2.6438327,2.2679815,2.602709
PRKAR1A,0.0,0.0,0.0,0.6897398,0.0,0.0
ABCA8,0.0,2.2210417,0.0,0.0,0.0,0.0
ABCA6,0.0,1.3599588,0.0,0.0,0.0,0.0
RPL38,1.6370397,1.5135784,2.4826486,2.2893412,1.7971967,0.0
SUMO2,1.4980221,1.8544104,1.6294134,1.5018518,1.9838084,0.0
GRB2,0.0,0.0,0.0,0.9338018,0.0,0.0
H3-3B,2.6502724,2.5780458,3.1133432,2.9694915,2.961578,3.4808154
CYGB,0.0,0.67448413,0.0,0.0,0.0,0.0
MXRA7,0.0,1.2894769,0.0,0.0,0.0,0.0
SRSF2,0.0,0.0,1.4766784,1.1120348,0.0,0.0
SOCS3,0.0,0.0,0.0,0.78350496,0.0,0.0
TIMP2,0.0,2.0949957,0.0,0.740839,0.0,0.0
LGALS3BP,0.0,1.5189892,0.0,0.0,0.0,0.0
EIF4A3,0.0,0.0,0.0,0.91554517,0.0,0.0
ACTG1,2.2768412,2.9572432,2.9045079,2.7566786,2.934294,2.8187287
P4HB,0.0,1.0448521,0.0,0.0,0.0,0.0
ARHGDIA,0.0,0.0,0.0,0.7264054,0.0,0.0
CD7,0.0,0.0,0.5360959,0.0,0.0,0.0
METRNL,0.0,0.0,0.0,0.7482393,0.0,0.0
SMCHD1,0.0,0.0,0.0,0.6449436,0.0,0.0
MYL12A,2.060277,1.6143359,2.6159077,1.8548651,1.6372061,0.0
MYL12B,2.2343366,1.939764,1.7934281,1.5386543,1.4941225,0.0
ANKRD12,0.0,0.0,1.0905446,0.8817936,0.0,0.0
RAB31,0.0,0.0,0.0,0.61064184,0.0,0.0
VAPA,0.0,0.7344071,0.0,1.0173666,0.0,0.0
APCDD1,0.0,1.2877638,0.0,0.0,0.0,0.0
CHMP1B,0.0,0.0,0.0,0.96564424,0.0,0.0
ROCK1,0.0,0.0,0.0,0.72308594,0.72555184,0.0
RPL17,2.422809,2.429627,3.3009684,2.8722749,2.4446328,0.0
MBD2,0.0,0.0,0.0,0.6966909,0.0,0.0
TCF4,2.0923524,2.1178813,0.0,0.0,1.3450791,0.0
CDH19,0.0,1.9617182,0.0,0.0,0.0,0.0
GZMM,0.0,0.0,1.3904335,0.0,0.0,0.0
BSG,0.0,1.2006696,0.0,0.0,0.0,0.0
CFD,0.0,3.9125807,0.0,1.6638216,0.0,0.0
GPX4,0.0,1.722356,0.0,1.2174873,0.8982003,0.0
ATP5F1D,0.0,0.67448413,0.0,0.9353509,1.2223655,0.0
MIDN,0.0,0.0,0.0,0.70901895,0.0,0.0
CIRBP,0.0,1.5195467,1.4626302,1.2079012,1.9550513,0.0
RPS15,2.6459692,2.627642,3.2775297,2.9715235,2.5821044,0.0
UQCR11,0.0,1.0273747,1.2274584,1.1260113,1.5965502,0.0
ABHD17A,0.0,0.0,1.2308803,0.0,0.0,0.0
OAZ1,1.432045,1.9877665,2.1436036,2.7020836,1.8311548,2.062542
GADD45B,0.0,0.0,0.0,1.4607227,0.0,0.0
TLE5,0.0,1.0242754,1.6763368,0.0,0.0,0.0
NFIC,0.0,1.384871,0.0,0.0,0.0,0.0
EEF2,0.0,1.5325059,1.5003163,1.7528703,1.3516222,0.0
ZBTB7A,0.0,0.0,0.0,0.7118585,0.0,0.0
MYDGF,0.0,0.6531889,0.0,0.0,0.0,0.0
RPL36,2.4423127,2.1739235,2.7250514,2.5045214,2.0797915,0.0
NDUFA11,0.0,1.0974138,0.0,0.8392278,1.0215375,0.0
PET100,0.0,0.0,0.0,0.7174276,0.0,0.0
STXBP2,0.0,0.0,0.0,0.78929985,0.0,0.0
TRAPPC5,0.0,0.0,0.0,0.92955816,0.0,0.0
RPS28,3.0905056,2.6594925,3.4255574,3.194154,2.6246686,2.5000854
HNRNPM,0.0,0.0,0.0,0.65937215,0.0,0.0
MYO1F,0.0,0.0,0.0,0.6107747,0.0,0.0
UBL5,0.0,1.2927269,1.3970398,1.1820844,1.2419758,0.0
EIF3G,0.0,0.0,0.0,0.7435925,0.0,0.0
CDC37,0.0,0.0,0.0,0.49665484,0.0,0.0
WDR83OS,0.0,1.1027628,0.0,0.76159227,0.0,0.0
TRIR,0.0,0.0,1.4024467,1.0385323,0.0,0.0
JUNB,0.0,0.0,2.1100924,2.626551,0.0,0.70640975
PRDX2,0.0,0.74511534,0.0,0.0,0.0,0.0
CALR,0.0,1.4475629,1.6527255,1.0565829,0.73299986,0.0
NFIX,0.0,0.9027092,0.0,0.0,0.0,0.0
IER2,0.0,0.0,1.6668636,1.3358984,0.0,0.0
ENSG00000267519,0.0,0.0,0.0,0.8858981,0.0,0.0
DNAJB1,0.0,0.0,0.0,1.4267902,0.0,0.0
NDUFB7,0.0,0.0,0.0,0.0,1.285677,0.0
NOTCH3,0.0,0.0,0.0,0.0,1.6585519,0.0
TPM4,0.0,0.9433717,0.0,0.6106206,0.0,0.0
KLF2,2.3644848,0.0,1.5098591,0.66912377,0.0,0.0
BST2,1.8920586,0.0,0.0,0.7103295,0.0,0.0
PGLS,0.0,0.0,0.0,0.91442037,0.0,0.0
RPL18A,2.4634266,2.5206988,3.282041,3.1567097,2.4739776,0.0
IFI30,0.0,0.0,0.0,1.9420635,0.0,0.0
JUND,0.0,1.6202449,2.142607,2.3045855,1.3078805,2.5695007
ISYNA1,0.0,0.0,0.0,0.0,1.682013,0.0
UBA52,2.085635,2.193677,2.77776,2.8353765,1.9687096,0.0
REX1BD,0.0,0.7189068,0.0,0.0,0.0,0.0
COPE,0.0,0.0,0.0,0.82774884,0.0,0.0
NDUFA13,0.0,1.2141482,0.78528535,1.1244309,1.6542629,0.0
UBA2,0.0,0.0,0.0,0.0,1.2456657,0.0
FXYD1,0.0,1.2815263,0.0,0.0,0.0,0.0
FXYD5,0.0,0.0,1.3324131,1.1902205,0.0,0.0
COX6B1,0.0,1.0473677,1.1688466,1.3707391,1.493319,0.0
NFKBID,0.0,0.0,0.0,0.7658479,0.0,0.0
HCST,0.0,0.0,2.2050853,1.2637643,0.0,0.0
TYROBP,0.0,0.0,0.0,2.7024837,0.0,0.0
CAPNS1,0.0,0.0,0.0,0.9115622,0.0,0.0
COX7A1,0.0,0.0,0.0,0.0,1.2230418,0.0
PPP1R14A,0.0,0.0,0.0,0.0,2.0540771,0.0
EIF3K,0.0,0.97699136,1.4128195,1.4101803,1.3976127,0.0
ACTN4,0.0,0.0,0.0,0.0,0.7944171,0.0
GMFG,0.0,0.0,1.2772194,1.4023982,0.0,0.0
ZFP36,0.0,0.0,1.3373637,1.9486375,0.0,0.0
RPS16,2.2531734,2.2302508,3.0226452,2.8403792,2.5147595,0.0
PLD3,0.0,1.0352715,0.0,0.0,0.0,0.0
SERTAD1,0.0,0.0,0.0,0.67443824,0.0,0.0
BLVRB,0.0,0.0,0.0,0.7123084,0.0,0.0
LTBP4,0.0,2.9605672,0.0,0.0,0.0,0.0
TGFB1,0.0,0.0,1.3406876,0.9242543,0.0,0.0
RPS19,2.6244214,2.233741,3.6171656,3.2505078,2.5023177,0.0
RABAC1,0.0,1.4096539,0.0,0.0,1.2174034,0.0
POU2F2,0.0,0.0,0.0,0.58647895,0.0,0.0
PLAUR,0.0,0.0,0.0,2.4254432,0.0,0.0
FOSB,0.0,0.0,0.0,2.227716,0.0,0.0
VASP,0.0,0.0,0.0,1.131082,0.0,0.0
SNRPD2,0.0,0.77955335,0.0,0.5121158,0.0,0.0
AP2S1,0.0,0.0,0.0,0.8150144,0.0,0.0
C5AR1,0.0,0.0,0.0,1.6592411,0.0,0.0
NOP53,0.0,0.0,1.140285,1.0093,0.0,0.0
SELENOW,0.0,1.6623489,0.0,0.0,2.2291403,0.0
EMP3,0.0,1.2161491,1.7234899,2.007663,0.0,0.0
KDELR1,0.0,0.8359561,0.0,0.0,0.0,0.0
RPL18,2.4190712,2.2488015,3.0598896,2.773055,2.5221024,0.0
PPP1R15A,0.0,0.0,0.0,2.1043646,0.0,0.0
FTL,2.530218,3.522462,2.8332133,4.8638716,2.625708,3.5274746
CD37,0.0,0.0,1.4168293,1.3921921,0.0,0.0
RPL13A,2.2553675,2.3198662,3.2278278,2.8323772,2.3359473,0.0
RPS11,1.9915826,2.0688393,2.479637,2.6276417,2.0345666,0.0
FCGRT,0.0,1.2184929,0.0,1.3845725,0.0,0.0
RRAS,0.0,0.0,0.0,0.0,0.9872986,0.0
NKG7,0.0,0.0,3.5411086,0.0,0.0,0.0
MYADM,0.0,0.97657835,0.0,1.216736,0.9672839,0.0
RPS9,2.2625651,2.3936636,2.8560932,3.0527089,2.2132657,0.0
LILRB2,0.0,0.0,0.0,0.63886863,0.0,0.0
RPL28,2.62141,2.5441937,3.6052527,3.4564328,2.3729484,2.4957204
UBE2S,0.0,0.0,1.230537,0.8532466,0.0,0.0
RPS5,1.9449037,2.1161675,2.6776004,2.3369226,2.1825688,0.0
FKBP1A,1.3127089,0.88907164,0.0,1.3645151,0.0,0.0
SNRPB,0.0,0.0,1.0095215,0.79249364,0.0,0.0
PRNP,0.0,0.0,0.0,0.68181807,0.0,0.0
TMEM230,0.0,1.0039012,0.0,0.0,0.0,0.0
DSTN,0.0,2.2269235,0.0,0.0,3.0426197,0.0
RRBP1,0.0,1.0927799,0.0,0.0,0.0,0.0
CST3,1.3261833,4.266446,0.0,3.2856665,2.1513522,0.0
CST7,0.0,0.0,2.2600627,0.0,0.0,0.0
ID1,2.967232,0.0,0.0,0.0,0.0,0.0
COX4I2,0.0,0.0,0.0,0.0,1.3952101,0.0
RBM39,0.854185,1.0574405,1.6075207,1.1410092,0.8966507,0.0
NORAD,0.0,0.9167109,0.0,0.0,0.0,0.0
MYL9,0.0,1.1311753,0.0,0.0,3.7050252,0.0
SAMHD1,0.0,0.0,0.0,1.1380825,0.0,0.0
MAFB,0.0,0.0,0.0,1.718543,0.0,0.0
TOP1,0.0,0.0,0.0,0.671381,0.0,0.0
PKIG,0.0,0.0,0.0,0.0,1.0106314,0.0
YWHAB,1.0600309,1.3863693,1.5217818,1.5331821,1.3714793,0.0
STK4,0.0,0.0,1.4414564,0.0,0.0,0.0
DBNDD2,0.0,0.0,0.0,0.0,1.3482361,0.0
PLTP,0.0,0.97109085,0.0,0.0,0.0,0.0
ZFAS1,0.0,0.0,1.4014076,1.4860673,0.0,0.0
PTGIS,0.0,0.86014885,0.0,0.0,0.0,0.0
CEBPB,0.0,0.0,0.0,1.8291038,0.0,0.0
GNAS,2.1472683,1.8789018,1.4785058,1.6949139,2.2654624,0.0
CTSZ,0.0,0.0,0.0,1.5835106,0.0,0.0
ATP5F1E,1.6782255,1.6582079,2.2803018,2.3938446,1.8158045,2.376915
PSMA7,0.0,1.3644967,1.3743395,1.1626651,1.3174089,0.0
RPS21,2.083323,1.8758538,3.0680625,2.5720735,1.9914904,0.0
PPDPF,0.0,1.6144165,1.168541,0.7435503,1.0990791,0.0
SOX18,1.7293777,0.0,0.0,0.0,0.0,0.0
SAMSN1,0.0,0.0,0.0,1.2835362,0.0,0.0
ATP5PF,0.0,1.255448,0.0,0.8034345,1.434516,0.0
APP,0.84951705,2.146267,0.0,0.0,0.0,0.0
SOD1,0.0,1.3823324,0.0,0.7074487,1.5574542,0.0
SON,1.4536468,1.414939,1.4109416,1.13027,1.4125844,0.0
ATP5PO,0.0,0.0,0.0,0.81942695,0.87123233,0.0
TTC3,0.0,0.9410786,0.0,0.0,0.0,0.0
ETS2,0.0,0.0,0.0,0.9585247,0.0,0.0
HMGN1,0.0,0.0,1.0519533,0.0,0.0,0.0
CSTB,0.0,1.3255726,0.0,1.3365874,0.0,0.0
ITGB2,0.0,0.0,1.895535,1.6970794,0.0,0.0
COL6A1,0.0,2.330452,0.0,0.0,0.0,0.0
COL6A2,0.0,2.9391057,0.0,0.0,1.0788757,0.0
CLDN5,1.1532502,0.0,0.0,0.0,0.0,0.0
CHCHD10,0.0,0.0,0.0,0.7133416,1.2242274,0.0
MIF,0.0,1.4552817,1.4781138,0.9957044,1.531937,0.0
XBP1,0.0,0.0,0.0,0.9872048,0.0,0.0
UQCR10,0.0,0.0,0.0,0.7273438,0.0,0.0
SELENOM,0.0,1.7746063,0.0,0.0,1.8950546,0.0
TIMP3,2.1589575,3.133426,0.0,0.0,2.6482368,0.0
MYH9,0.0,0.0,0.0,0.6754067,0.0,0.0
RAC2,0.0,0.0,1.6756306,0.608227,0.0,0.0
LGALS1,1.584486,2.885944,0.6950526,2.1194646,2.8328788,0.0
EIF3L,0.0,0.0,0.0,0.74109876,0.0,0.0
DDX17,1.6340451,1.4125844,1.1656455,1.1898227,1.1693056,1.986754
RPL3,2.4693453,2.3969867,3.3813038,2.6074982,2.5158048,0.0
ATF4,0.0,0.0,0.0,0.8905088,0.0,0.0
ST13,0.0,0.0,0.0,0.76680213,0.0,0.0
RBX1,0.0,1.0085248,0.0,0.87849164,0.0,0.0
XRCC6,0.0,0.0,0.0,0.63812953,0.0,0.0
SNU13,0.0,0.0,0.0,0.4924472,0.0,0.0
CYB5R3,0.0,1.0971478,0.0,0.0,0.0,0.0
TSPO,0.0,1.0728266,0.0,1.706489,0.0,0.0
FBLN1,0.0,3.6047463,0.0,0.0,0.0,0.0
TYMP,0.0,0.0,0.0,1.581322,0.0,0.0
SLC25A6,0.0,0.7937527,1.278153,1.6667479,1.5721085,0.0
CD99,1.2230837,1.9938613,1.692965,0.65797824,1.3174089,0.0
TMSB4X,3.6834838,3.4713001,4.44693,4.4179826,3.060697,3.477326
AP1S2,0.0,0.0,0.0,1.4264495,0.0,0.0
EIF1AX,0.0,0.7732168,0.0,0.42724764,0.0,0.0
PRDX4,0.0,1.247078,0.0,0.0,0.0,0.0
SAT1,0.0,1.1801282,1.2628539,3.0143898,0.0,2.158492
EIF2S3,0.0,0.0,0.0,0.70299137,0.0,0.0
CYBB,0.0,0.0,0.0,1.5917552,0.0,0.0
ATP6AP2,0.0,1.2746139,0.0,0.8806757,0.0,0.0
DDX3X,0.0,0.0,1.3178093,1.5600471,0.0,0.0
NDUFB11,0.0,0.0,0.0,0.71877205,0.0,0.0
TIMP1,0.0,3.1958191,0.0,2.0469801,0.8068547,0.0
CFP,0.0,0.0,0.0,0.6737802,0.0,0.0
UXT,0.0,0.0,0.0,0.59359026,0.0,0.0
RBM3,0.0,1.0187023,1.2259256,1.2739643,0.0,0.0
MSN,0.0,0.0,1.112537,1.3357524,0.0,0.0
IL2RG,0.0,0.0,1.2742425,0.0,0.0,0.0
RPS4X,2.262759,2.3446398,3.1811063,2.7522585,2.3772445,0.0
ATRX,0.0,0.0,0.0,0.55338264,0.0,0.0
COX7B,0.0,0.7734053,1.0784914,1.1378304,1.6188912,0.0
PGK1,0.0,0.0,0.0,1.3607845,0.0,0.0
ITM2A,1.4783103,1.3930446,0.0,0.0,0.0,0.0
SH3BGRL,0.0,0.9679921,0.0,1.350615,1.5553873,0.0
RPL36A,1.843137,1.6296443,2.5708776,2.5071955,1.6982334,0.0
TCEAL4,0.0,0.83051425,0.0,0.0,0.0,0.0
MORF4L2,0.0,0.88839704,0.0,0.0,0.0,0.0
TSC22D3,0.0,1.5289584,2.0604262,1.2383299,0.0,0.69874907
PLS3,0.0,0.0,0.0,0.0,0.85763943,0.0
PGRMC1,0.0,0.64628106,0.0,0.0,0.0,0.0
SLC25A5,0.0,0.0,1.0531672,1.1568298,0.0,0.0
RPL39,2.6218536,2.6163976,3.7180052,3.6464944,2.6166916,3.2468653
