,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
HLA-DQB1,0.0,0.0,0.0,1.6815679,0.0,0.0
HLA-DMB,0.0,0.0,0.0,0.7837328,0.0,0.0
HLA-DMA,0.0,0.0,0.0,1.3918474,0.0,0.0
BRD2,0.0,0.0,1.2714044,0.9533017,0.0,0.0
HLA-DPA1,1.0355644,0.0,0.0,2.9091654,0.0,0.0
HLA-DPB1,0.0,0.0,0.0,2.5395575,0.0,0.0
RPS18,2.8329625,2.664959,3.6310997,3.2159164,2.7275865,0.0
TAPBP,0.0,0.0,0.0,0.56080735,0.0,0.0
RPS10,0.0,1.4088359,2.304297,2.059381,1.4370381,0.0
RPL10A,1.9020612,2.329495,2.8299065,2.421651,2.3652127,0.0
SRSF3,0.0,0.9273825,1.4135252,1.2782466,0.9248045,0.0
CDKN1A,0.0,0.0,0.0,1.2112433,0.0,0.0
PI16,0.0,1.9087497,0.0,0.0,0.0,0.0
TOMM6,0.0,0.0,0.0,0.7348343,0.0,0.0
CNPY3,0.0,0.0,0.0,0.69353646,0.0,0.0
HSP90AB1,2.04778,1.8924174,2.1923907,2.3292074,2.0356076,0.0
ADGRF5,2.0682356,0.0,0.0,0.0,0.0,0.0
DST,0.0,1.6759835,0.0,0.0,0.0,0.0
OGFRL1,0.0,0.0,0.0,0.6402005,0.0,0.0
EEF1A1,3.6195612,3.756753,4.4294395,4.282122,3.5629232,2.8000119
COL12A1,0.0,0.8345517,0.0,0.0,0.0,0.0
COX7A2,0.0,1.2425014,1.1653416,1.0277205,1.8467255,0.0
HMGN3,0.0,0.0,0.0,0.607317,0.0,0.0
ENSG00000203875,0.0,0.0,1.0733964,1.070113,0.0,0.0
AKIRIN2,0.0,0.0,0.0,0.62490356,0.0,0.0
PNRC1,0.0,0.64079463,1.6266168,2.2622092,1.6373173,1.7078459
PNISR,0.0,1.3328241,0.0,0.0,1.144062,0.0
SNX3,0.0,1.3227375,0.0,1.1210384,0.74216264,0.0
CD164,0.0,0.80268615,0.0,0.8190715,0.0,0.0
AMD1,0.0,0.0,0.0,0.74230695,0.0,0.0
MARCKS,0.0,1.4794651,0.0,1.6283464,0.0,0.0
RWDD1,0.0,0.70119315,0.0,0.0,0.0,0.0
SERINC1,0.0,0.7601948,0.0,0.6722974,0.0,0.0
LAMA2,0.0,1.4594522,0.0,0.0,0.0,0.0
EPB41L2,0.0,1.1509604,0.0,0.0,0.0,0.0
CCN2,0.0,1.8208127,0.0,0.0,0.0,0.0
RPS12,2.9805474,2.9725358,3.988356,3.5389218,2.6564083,2.5878127
TCF21,0.0,1.2153145,0.0,0.0,0.0,0.0
IFNGR1,0.0,0.0,0.0,0.8139479,0.0,0.0
TNFAIP3,0.0,0.0,0.0,1.5454404,0.0,0.0
ABRACL,0.0,0.0,0.0,0.6976029,0.0,0.0
CITED2,0.0,0.0,0.0,0.90131736,0.0,0.0
STX11,0.0,0.0,0.0,1.2556276,0.0,0.0
AKAP12,0.0,1.3932723,0.0,0.0,0.0,0.0
EZR,0.0,0.0,1.4121146,1.0351839,0.0,0.0
SOD2,0.0,0.0,0.0,2.843056,0.0,2.9882221
WTAP,0.0,0.0,0.0,0.85378826,0.0,0.0
QKI,0.0,0.0,0.0,1.0374429,0.0,0.0
RNASET2,0.0,0.0,0.0,1.3686329,0.0,0.0
SMOC2,0.0,0.8803863,0.0,0.0,0.0,0.0
PSMB1,0.0,1.0471275,0.0,0.73818386,1.0214237,0.0
ACTB,2.786051,3.2865386,3.8492615,4.0860987,3.957372,4.1048765
RAC1,1.4813882,1.6355405,0.0,1.4573951,1.3922487,0.0
KDELR2,0.0,1.0023704,0.0,0.0,0.0,0.0
NDUFA4,0.0,1.3834511,1.2663194,1.1264337,2.150279,0.0
TOMM7,1.1593797,1.6554611,1.9449679,1.5764706,1.6051848,0.0
GPNMB,0.0,0.9503234,0.0,0.0,0.0,0.0
CYCS,0.0,0.0,1.2650402,1.1093941,0.0,0.0
HNRNPA2B1,1.9631643,1.839566,2.2113936,2.2120712,1.9920733,2.062542
CBX3,0.0,0.0,0.0,0.64906085,0.0,0.0
SKAP2,0.0,0.0,0.0,0.6746499,0.0,0.0
TAX1BP1,0.0,0.0,0.0,0.76572347,0.0,0.0
CPVL,0.0,0.0,0.0,1.0557573,0.0,0.0
AQP1,2.1190634,0.0,0.0,0.0,0.0,0.0
SEPTIN7,0.0,2.1883848,1.6038613,0.90797234,2.5863526,0.0
SFRP4,0.0,0.8222043,0.0,0.0,0.0,0.0
PSMA2,0.0,0.0,0.0,0.69770455,0.0,0.0
PPIA,1.5281105,1.9502082,1.9823496,1.7711406,2.0134745,0.0
SEC61G,0.0,1.0768298,0.0,0.8981141,0.0,0.0
CHCHD2,0.0,1.6134499,1.6707072,1.3961053,1.8845624,0.0
SBDS,0.0,0.84343094,0.0,0.0,0.0,0.0
ELN,0.0,0.7635447,0.0,0.0,0.0,0.0
HSPB1,1.5768936,1.6103987,0.0,0.0,1.7031748,0.0
FGL2,0.0,0.0,0.0,1.7267182,0.0,0.0
CD36,0.0,0.0,0.0,0.0,2.3969867,0.0
SRI,0.0,1.1255188,0.0,0.0,0.0,0.0
FAM133B,0.0,0.0,0.0,0.9328189,0.0,0.0
GNG11,2.176171,1.0925822,0.0,0.0,0.0,0.0
COL1A2,0.0,2.900277,0.0,0.0,0.0,0.0
SGCE,0.0,1.0029165,0.0,0.0,0.0,0.0
SEM1,0.0,0.82673484,0.0,0.6073127,0.0,0.0
BRI3,0.0,1.0971478,0.0,1.496158,0.0,0.0
ARPC1B,0.0,0.0,1.4930514,1.8695945,0.0,0.0
ATP5MF,0.0,0.0,0.0,0.79802525,0.0,0.0
LAMTOR4,0.0,0.7791701,0.0,1.1568298,0.0,0.0
PILRA,0.0,0.0,0.0,0.71494114,0.0,0.0
PCOLCE,0.0,1.8957753,0.0,0.0,0.0,0.0
GNB2,0.0,0.0,0.0,1.0257652,0.0,0.0
FIS1,0.0,0.8057569,0.0,0.0,0.0,0.0
KMT2E,0.0,1.0398605,0.0,0.6664355,0.0,0.0
SYPL1,0.0,0.0,0.0,0.0,0.873258,0.0
NAMPT,0.0,0.0,0.0,2.315137,0.0,3.0901766
LAMB1,0.0,1.2091779,0.0,0.0,0.0,0.0
CAV2,1.2361708,0.0,0.0,0.0,1.3094577,0.0
CAV1,3.164383,0.0,0.0,0.0,2.387057,0.0
CAPZA2,0.0,0.0,0.0,0.9672084,0.0,0.0
FAM3C,0.0,0.99446857,0.0,0.0,0.0,0.0
CALU,0.0,1.1647345,0.0,0.0,0.0,0.0
ATP6V1F,0.0,0.0,0.0,0.7125206,0.0,0.0
LINC-PINT,0.0,0.0,1.2942626,0.0,0.0,0.0
PODXL,1.5737746,0.0,0.0,0.0,0.0,0.0
CALD1,1.0215442,2.2768934,0.0,0.0,3.4378662,0.0
STMP1,0.0,0.0,0.0,0.45558453,0.0,0.0
MTPN,0.0,0.0,0.0,0.9963505,0.0,0.0
PTN,0.0,2.423746,0.0,0.0,0.0,0.0
TBXAS1,0.0,0.0,0.0,0.5569135,0.0,0.0
NDUFB2,0.0,0.6528796,0.8230632,0.8646972,1.1019567,0.0
ENSG00000211751,0.0,0.0,1.5486419,0.0,0.0,0.0
ENSG00000211772,0.0,0.0,1.4903817,0.0,0.0,0.0
GSTK1,0.0,0.0,0.0,0.7294507,0.0,0.0
ZYX,0.0,0.0,0.0,0.6919254,0.0,0.0
GIMAP7,0.851318,0.0,0.0,0.0,0.0,0.0
INSIG1,0.0,0.0,0.0,0.9549972,0.0,0.0
DNAJB6,0.0,0.0,1.3041521,1.1803627,0.0,0.0
CTSB,0.0,0.0,0.0,1.421104,0.0,0.0
DLC1,0.0,0.0,0.0,0.0,1.0048882,0.0
PDGFRL,0.0,0.76637024,0.0,0.0,0.0,0.0
ASAH1,0.0,0.0,0.0,1.533931,1.4459065,0.0
BNIP3L,0.0,1.6817756,0.0,0.7073957,0.0,0.0
DPYSL2,0.0,1.485076,0.0,0.860897,0.0,0.0
CLU,0.0,1.109326,0.0,0.0,0.0,0.0
SCARA5,0.0,1.3396468,0.0,0.0,0.0,0.0
SARAF,0.0,0.9941467,1.7615752,1.329238,0.0,0.0
FGFR1,0.0,1.0459286,0.0,0.0,0.0,0.0
TACC1,1.3542821,0.0,0.0,0.0,0.0,0.0
CEBPD,0.0,1.6310639,0.0,1.1712987,0.0,0.0
LYN,0.0,0.0,0.0,1.1136353,0.0,0.0
RPS20,1.4438018,1.5162088,2.3663788,2.015658,1.5109589,0.0
SDCBP,0.0,1.0234752,0.0,1.921395,0.0,2.1274865
RAB2A,0.0,0.9671828,0.0,0.0,0.0,0.0
ENSG00000245910,0.0,0.0,1.2158151,0.73454845,0.0,0.0
TRAM1,0.0,0.9315582,0.0,0.0,0.0,0.0
RPL7,1.9297161,2.2171443,2.5100725,2.5105426,2.2291403,0.81860304
FABP5,2.7030838,0.0,0.0,0.0,1.0405704,0.0
FABP4,0.0,0.0,0.0,0.0,2.9069579,0.0
UQCRB,0.0,1.1647345,1.6527255,1.6817162,1.8677098,0.0
SDC2,0.0,1.8516889,0.0,0.0,0.0,0.0
CPQ,0.0,1.4165139,0.0,0.0,0.0,0.0
MTDH,0.0,1.3013229,0.0,1.0446732,0.0,0.0
MATN2,0.0,1.0887113,0.0,0.0,0.0,0.0
RPL30,2.8298316,2.9117136,3.6331663,3.190656,2.7658179,2.6112313
COX6C,0.0,1.6717592,1.4689064,1.1616496,1.9918547,0.0
PABPC1,0.0,0.0,1.8896309,2.6533961,0.8270243,0.0
YWHAZ,0.0,0.6640709,1.6602752,1.4473358,0.0,0.0
ZNF706,0.0,0.89220583,0.0,0.7245916,0.0,0.0
EIF3E,0.0,1.3558826,1.1793478,1.3802687,0.0,0.0
ENY2,0.0,0.0,0.0,0.87074876,0.0,0.0
EIF3H,0.0,0.0,0.0,1.0534105,0.0,0.0
COL14A1,0.0,1.086364,0.0,0.0,0.0,0.0
NDUFB9,0.0,0.0,0.0,0.0,0.6594388,0.0
CYRIB,0.0,0.0,0.0,0.93183863,0.0,0.0
LY6E,0.81073046,0.71064514,0.0,0.0,0.0,0.0
EEF1D,1.4328941,1.6886951,2.219578,1.9303865,1.7374343,0.0
VPS28,0.0,0.7440704,0.0,0.72161484,0.0,0.0
RPL8,2.6958563,2.6075258,2.8560932,2.925758,2.7207985,0.0
NFIB,0.9058466,1.5771941,0.0,0.0,0.0,0.0
RPS6,2.4449542,2.337953,3.2772713,2.8743367,2.3614337,0.0
C9orf72,0.0,0.0,0.0,0.5840785,0.0,0.0
DNAJA1,0.0,0.0,1.9853241,2.1650524,0.0,0.0
UBE2R2,0.0,0.0,0.0,0.81981874,0.0,0.0
TPM2,0.0,0.0,0.0,0.0,2.945387,0.0
TLN1,0.0,0.0,0.0,0.8344041,0.0,0.0
CLTA,0.0,0.0,0.0,0.6597097,0.0,0.0
ZFAND5,0.0,0.0,0.0,1.1061013,0.0,0.0
ANXA1,0.0,2.0084305,2.1219666,2.1854265,0.0,0.0
OSTF1,0.0,0.0,0.0,0.613966,0.0,0.0
GNAQ,0.0,0.0,0.0,0.58548486,0.0,0.0
TLE4,0.0,0.0,0.0,0.7777364,0.0,0.0
HNRNPK,0.0,1.4531443,1.4589452,1.4318827,1.4327726,0.0
GAS1,0.0,0.99446857,0.0,0.0,0.0,0.0
CTSL,0.0,0.858657,0.0,0.0,0.0,0.0
OGN,0.0,2.3193147,0.0,0.0,0.0,0.0
OMD,0.0,1.1647345,0.0,0.0,0.0,0.0
ASPN,0.0,0.9399366,0.0,0.0,0.0,0.0
NINJ1,0.0,0.0,0.0,0.78665286,0.0,0.0
ANP32B,0.0,0.0,0.0,0.8455119,0.0,0.0
COL15A1,0.0,1.8126159,0.0,0.0,0.0,0.0
SEC61B,0.0,1.1509604,1.0881886,0.8570962,0.0,0.0
NR4A3,0.0,0.0,0.0,0.833815,0.0,0.0
KLF4,0.0,0.0,0.0,1.2504911,0.0,0.0
TXN,0.0,1.1106216,0.0,0.7247018,0.0,0.0
ATP6V1G1,0.0,1.112126,1.0934392,1.1493622,1.2291666,0.0
GSN,2.6514962,5.359639,0.0,0.0,2.297829,0.0
STOM,2.161305,0.0,0.0,0.0,0.0,0.0
RPL35,2.0752096,2.079179,2.6725674,2.3994877,2.2214081,0.0
HSPA5,0.0,1.1251674,1.4865305,0.88772357,0.0,0.0
RPL12,2.240507,2.6488063,3.0393941,3.042583,2.2877445,2.1751366
ENG,2.5974097,1.1134975,0.0,0.0,0.0,0.0
SET,0.0,0.0,1.2610384,0.97952926,0.0,0.0
RPL7A,2.3988054,2.4870176,3.179465,2.7680535,2.5847452,0.0
RXRA,0.0,0.0,0.0,0.51101923,0.0,0.0
FCN1,0.0,0.0,0.0,1.3330986,0.0,0.0
EGFL7,2.7356882,0.0,0.0,0.0,0.0,0.0
PHPT1,0.0,0.7039186,0.0,0.0,0.0,0.0
EDF1,0.0,1.1198549,1.16793,0.9551178,1.0893652,0.0
NPDC1,1.7040634,0.78509074,0.0,0.0,0.0,0.0
TUBB4B,0.0,0.0,1.450389,1.0219078,0.0,0.0
KLF6,0.0,0.0,0.0,1.2844958,0.0,0.0
AKR1C1,0.0,1.2529416,0.0,0.0,0.0,0.0
GDI2,0.0,0.0,0.0,1.0819285,0.0,0.0
ATP5F1C,0.0,0.0,0.0,0.7172153,0.0,0.0
CELF2,0.0,1.0030258,0.0,0.8985895,0.0,0.0
VIM,2.9475234,3.9284508,1.8960158,3.422685,3.1308668,2.3374052
ARL5B,0.0,0.0,0.0,0.5085039,0.0,0.0
PLXDC2,0.0,0.8211333,0.0,0.0,0.0,0.0
ARHGAP21,0.0,1.0051078,0.0,0.0,0.0,0.0
YME1L1,0.0,0.0,0.0,0.71323586,0.0,0.0
WAC,0.0,0.0,0.0,0.572694,0.0,0.0
KIF5B,0.0,0.0,0.0,0.6449436,0.0,0.0
ITGB1,1.3163251,1.7087071,0.0,0.85721153,2.3410244,0.0
CREM,0.0,0.0,2.2777834,0.9495949,0.0,0.0
HNRNPF,0.0,0.0,1.213649,0.9017514,0.0,0.0
CXCL12,0.0,1.0183632,0.0,0.0,0.0,0.0
NCOA4,0.0,0.0,0.0,1.0041208,0.0,0.0
BICC1,0.0,0.74297076,0.0,0.0,0.0,0.0
JMJD1C,0.0,0.0,0.0,0.8624958,0.0,0.0
DDX21,0.0,0.0,0.0,0.8677716,0.0,0.0
SRGN,2.1631198,0.0,3.0948687,3.631195,0.0,4.5057545
PRF1,0.0,0.0,1.9524529,0.0,0.0,0.0
VSIR,0.0,0.0,0.0,0.902361,0.0,0.0
PSAP,0.0,2.2280312,0.0,2.4700716,0.0,0.0
ANAPC16,0.0,0.7099612,0.0,0.49544668,0.9603956,0.0
DDIT4,0.0,0.0,1.7500885,0.0,0.0,0.0
VDAC2,0.0,0.0,0.0,0.6570169,0.9002753,0.0
RPS24,2.6561005,2.5331604,3.4128,3.4834366,2.481476,2.3183541
PLAC9,0.0,2.9464543,0.0,0.0,1.8667848,0.0
GHITM,0.0,0.0,0.0,0.53724706,0.0,0.0
MMRN2,0.8429543,0.0,0.0,0.0,0.0,0.0
ADIRF,2.0302444,1.6921812,0.0,0.0,3.2273626,0.0
ACTA2,0.0,0.0,0.0,0.0,3.747334,0.0
PGAM1,0.0,0.0,0.0,0.5216553,0.0,0.0
NDUFB8,0.0,0.0,0.0,0.6109862,1.1522425,0.0
ATP5MK,0.0,1.0864941,0.0,1.0580541,1.5043886,0.0
GSTO1,0.0,0.0,0.0,0.7073447,0.0,0.0
ADD3,0.0,1.5123363,0.0,0.0,0.0,0.0
ABLIM1,0.0,0.8579523,0.0,0.0,0.0,0.0
EIF3A,0.0,0.0,0.0,0.91228956,0.0,0.0
RGS10,0.0,0.0,0.0,0.7192048,0.0,0.0
PTPRE,0.0,0.0,0.0,1.1730965,0.0,0.0
IFITM2,2.196159,1.3765491,1.761775,1.3712379,0.0,2.5695007
IFITM3,3.4294019,2.433808,0.0,1.2812457,2.6467638,0.0
RNH1,0.0,1.417066,0.0,1.0709326,0.0,0.0
TALDO1,0.0,0.0,0.0,0.9083696,0.0,0.0
RPLP2,2.4697413,2.2554631,3.2812192,2.9196754,2.1123252,2.0887384
CD151,0.0,1.1652657,0.0,0.0,1.3576491,0.0
POLR2L,0.0,1.1222247,0.0,0.73218757,0.0,0.0
TSPAN4,0.0,0.77196246,0.0,0.0,0.0,0.0
CTSD,0.0,0.7954826,0.0,1.2415969,0.0,0.0
LSP1,0.0,1.1026956,1.3067006,1.1504071,0.0,0.0
CD81,2.1747875,2.6488063,1.3843476,0.0,2.1597202,0.0
CDKN1C,0.91465604,0.0,0.0,0.0,0.0,0.0
RHOG,0.0,0.0,0.0,0.94862366,0.0,0.0
CAVIN3,0.0,1.1532557,0.0,0.0,1.3616834,0.0
ILK,0.0,0.0,0.0,0.0,0.95061547,0.0
TPP1,0.0,0.0,0.0,0.76971537,0.0,0.0
EIF3F,0.0,0.0,1.1234838,1.0915954,0.0,0.0
RPL27A,1.4109423,1.4230134,2.3240128,2.175453,1.5549452,0.0
EIF4G2,0.0,0.9424148,0.0,1.377658,0.0,0.0
PSMA1,0.0,0.5883917,0.0,0.0,0.0,0.0
C11orf58,0.0,1.1645069,0.0,0.7777405,0.84646064,0.0
RPS13,2.4979033,2.6385312,3.0028281,2.9791822,2.5561333,2.4560962
NUCB2,0.0,0.8091289,0.0,0.0,0.0,0.0
LDHA,0.0,1.4628851,1.7683967,1.0664794,0.0,0.0
RCN1,0.0,0.701911,0.0,0.0,0.0,0.0
EIF3M,0.0,0.0,0.0,0.65912336,0.0,0.0
CD59,2.1990643,1.6037027,0.0,0.0,1.6018019,0.0
CAT,0.0,0.0,0.0,0.53093743,0.0,0.0
CD44,0.0,0.0,0.0,1.7459755,0.0,0.0
C11orf96,0.0,0.0,0.0,0.0,2.326511,0.0
SPI1,0.0,0.0,0.0,1.360569,0.0,0.0
SERPING1,0.0,2.5337706,0.0,0.0,0.0,0.0
SELENOH,0.0,0.0,0.0,0.5345322,0.0,0.0
MPEG1,0.0,0.0,0.0,1.0436604,0.0,0.0
MS4A6A,0.0,0.0,0.0,1.6418697,0.0,0.0
MS4A7,0.0,0.0,0.0,1.8320673,0.0,0.0
TMEM258,0.0,1.2192484,0.0,0.7740975,0.0,0.0
FTH1,2.7312686,3.595812,3.2021327,4.963644,3.3397079,4.779249
AHNAK,1.0713826,1.5967594,0.0,1.3715341,0.0,0.0
EEF1G,0.0,1.384871,1.9490883,2.0133338,1.0411627,0.0
UBXN1,0.0,0.0,0.0,0.6333655,0.0,0.0
PLAAT4,0.0,0.0,1.3084714,0.0,0.0,0.0
RTN3,0.0,0.0,0.0,0.62680364,0.0,0.0
COX8A,0.0,0.0,0.0,1.1243608,1.3650393,0.0
VEGFB,0.0,1.1748438,0.0,0.0,0.0,0.0
TRMT112,0.0,1.0605161,0.0,0.0,0.0,0.0
PRDX5,0.0,1.1514039,0.0,0.0,0.0,0.0
SF1,0.0,0.0,0.0,0.63023025,0.0,0.0
FAU,2.5114586,2.357095,3.1078367,2.9686737,2.6877544,2.443672
NEAT1,2.927732,2.2294364,2.744994,4.306617,2.1583645,3.9582305
MALAT1,6.3239994,5.997413,6.436871,5.6582046,6.4654946,6.3407035
LTBP3,0.0,1.2955136,0.0,0.0,0.0,0.0
CFL1,1.5503981,1.4946587,2.6826625,2.3360176,1.939594,0.0
EFEMP2,0.0,0.85944146,0.0,0.0,0.0,0.0
CTSW,0.0,0.0,1.6703569,0.0,0.0,0.0
DRAP1,0.0,0.0,0.0,0.6849739,0.0,0.0
CTSF,0.0,0.9326785,0.0,0.0,0.0,0.0
POLD4,0.0,0.0,0.0,0.49822432,0.0,0.0
PPP1CA,0.0,0.0,0.0,0.8255793,0.0,0.0
GSTP1,1.0832801,1.9016887,0.0,1.6972616,1.975276,0.0
LAMTOR1,0.0,0.0,0.0,0.68580395,0.0,0.0
SPCS2,0.0,1.1453758,0.0,0.6274726,0.0,0.0
RPS3,2.3600578,2.3207858,3.6573784,2.798464,2.4024532,0.0
NDUFC2,0.0,0.8992365,0.0,0.58213896,0.8977692,0.0
PICALM,0.0,0.0,0.0,0.6957574,0.0,0.0
CTSC,0.0,0.0,1.079645,1.0791962,0.0,0.0
BIRC3,0.0,0.0,0.0,0.8399046,0.0,0.0
TMEM123,0.0,0.0,0.0,0.8994527,0.0,0.0
CASP1,0.0,0.0,0.0,0.7215908,0.0,0.0
CARD16,0.0,0.0,0.0,0.7216725,0.0,0.0
NNMT,0.0,0.9974834,0.0,0.0,0.0,0.0
REXO2,0.0,0.79368633,0.0,0.0,0.0,0.0
TAGLN,0.0,2.0851204,0.0,0.0,3.871186,0.0
IL10RA,0.0,0.0,0.0,0.6991509,0.0,0.0
CD3D,0.0,0.0,1.450139,0.0,0.0,0.0
ATP5MG,0.0,1.1184661,1.708522,1.6121101,1.6656451,0.0
RPS25,2.4978013,2.290214,3.1134608,2.5947433,2.546142,0.0
MCAM,0.0,0.0,0.0,0.0,2.133695,0.0
OAF,0.0,0.70609397,0.0,0.0,0.0,0.0
HSPA8,1.1330347,1.2520491,2.573335,2.0007195,1.1930937,0.0
ESAM,1.482968,0.0,0.0,0.0,0.0,0.0
FEZ1,0.0,0.7433755,0.0,0.0,0.0,0.0
APLP2,0.0,1.0431825,0.0,1.4102389,0.0,0.0
VWF,2.706563,0.0,0.0,0.0,0.0,0.0
CD9,2.4925957,1.556863,0.0,0.0,2.1345706,0.0
GAPDH,1.9051297,2.1768641,2.3542151,2.3925502,2.7805936,0.0
PTMS,0.0,1.5766609,0.0,0.0,1.6936893,0.0
TPI1,0.0,1.0105203,1.2690706,1.4248695,1.4966735,0.0
C12orf57,0.0,1.496808,0.0,0.0,1.6259605,0.0
C1S,0.0,2.169275,0.0,0.0,0.0,0.0
C1R,0.0,2.5055258,0.0,0.0,0.0,0.0
MFAP5,0.0,2.8138494,0.0,0.0,0.0,0.0
M6PR,0.0,0.0,0.0,0.6110447,0.0,0.0
A2M,2.1155262,0.0,0.0,0.0,1.3513039,0.0
CD69,0.0,0.0,1.1891073,0.0,0.0,0.0
CLEC2B,0.0,0.0,0.0,0.7991363,0.0,0.0
CLEC12A,0.0,0.0,0.0,0.81580466,0.0,0.0
CLEC7A,0.0,0.0,0.0,1.2021329,0.0,0.0
KLRD1,0.0,0.0,1.6654712,0.0,0.0,0.0
YBX3,0.0,1.4475214,0.0,1.2167759,1.1051886,0.0
EMP1,0.0,1.2426767,0.0,0.0,0.0,0.0
MGP,2.043579,4.716519,0.0,0.0,1.8279344,0.0
ARHGDIB,0.0,0.0,2.1460447,1.6684597,0.0,0.0
EPS8,0.0,0.0,0.0,0.0,1.2734082,0.0
MGST1,0.0,1.5857068,0.0,0.0,0.0,0.0
LDHB,0.0,0.0,0.0,0.0,1.2291666,0.0
SSPN,0.0,1.6587241,0.0,0.0,0.0,0.0
PPFIBP1,0.0,0.6783813,0.0,0.0,0.0,0.0
SCAF11,0.0,0.0,0.0,0.8004161,0.0,0.0
SLC38A2,0.0,0.0,0.0,1.0502889,0.0,0.0
PCED1B-AS1,0.0,0.0,1.3787669,0.0,0.0,0.0
TUBA1B,1.6353742,1.8916999,1.4069703,1.321561,1.7407218,0.0
TUBA1A,0.0,1.7887105,0.0,0.7274543,1.3450791,0.0
TMBIM6,1.4594524,1.6257418,1.468649,1.5885692,1.2065456,0.0
LIMA1,0.0,0.9718561,0.0,0.0,0.0,0.0
DAZAP2,0.0,0.0,0.0,1.0573794,0.0,0.0
BIN2,0.0,0.0,1.1038395,0.0,0.0,0.0
NR4A1,0.0,0.0,0.0,1.3175592,0.0,0.0
EIF4B,0.0,0.0,0.0,0.97431386,0.0,0.0
IGFBP6,0.0,2.7063718,0.0,0.0,0.0,0.0
PFDN5,1.3218292,1.4541492,2.1037478,2.299011,1.6276026,0.0
PRR13,0.0,0.0,0.0,0.84928375,0.0,0.0
PCBP2,0.0,0.0,0.0,1.2194586,0.0,0.0
ATP5MC2,0.0,0.81427807,1.4314382,1.598436,1.5223418,0.0
HNRNPA1,0.0,1.0471275,1.7007912,1.4007543,1.1218057,0.0
BLOC1S1,0.0,0.0,0.0,0.73545283,0.0,0.0
CD63,1.9300508,2.9147017,1.15437,1.3710419,2.2850447,0.0
RPS26,2.3472013,2.150726,2.9922478,2.4336658,2.176402,0.0
RPL41,3.1472392,3.298006,4.2641597,3.823337,3.4664788,2.8995247
MYL6,2.1381936,2.1139238,2.3281806,2.427309,3.0426197,2.1420388
ATP5F1B,0.0,0.0,0.0,0.9897971,1.4743367,0.0
PTGES3,0.0,1.2312809,1.2612197,1.1580765,1.0618756,0.0
NACA,2.1200292,2.0620217,2.6539488,2.574931,2.299441,0.0
LRP1,0.0,1.4436775,0.0,0.0,0.0,0.0
NDUFA4L2,0.0,0.9015774,0.0,0.0,2.76838,0.0
TMBIM4,0.0,1.4266099,0.0,1.061721,0.0,0.0
IRAK3,0.0,0.0,0.0,0.58957076,0.0,0.0
RAP1B,0.0,1.0557266,1.6483034,1.2373996,0.0,0.0
LYZ,0.0,0.0,0.0,2.650582,0.0,0.0
PTPRB,1.0579319,0.0,0.0,0.0,0.0,0.0
RAB21,0.0,0.0,0.0,0.64621615,0.0,0.0
GLIPR1,0.0,0.0,0.0,1.2560315,0.0,0.0
NAP1L1,0.0,0.8726898,0.0,1.5352151,0.0,0.0
PPP1R12A,0.0,0.0,0.0,0.0,1.6276026,0.0
ATP2B1,0.0,0.0,0.0,1.4468381,0.0,0.0
LUM,0.0,3.8539176,0.0,0.0,0.0,0.0
DCN,0.0,5.2605157,0.0,0.0,0.0,0.0
BTG1,0.0,0.0,2.7523158,2.1605124,1.7888488,2.6225967
LTA4H,0.0,0.0,0.0,0.6584709,0.0,0.0
SLC25A3,0.0,1.3633049,1.4299858,1.5602204,1.7231116,0.0
HSP90B1,0.0,1.7241521,0.0,0.92590755,0.7452898,0.0
ISCU,0.0,1.0156595,0.0,0.0,0.0,0.0
ARPC3,0.0,1.0316552,1.7395598,2.1979685,0.0,0.0
VPS29,0.0,0.0,0.0,0.8618634,0.0,0.0
SH2B3,0.0,0.0,0.0,0.50920427,0.0,0.0
ERP29,0.0,0.0,0.0,0.77102447,0.0,0.0
RPL6,2.1827788,2.3754728,3.1399598,2.7199185,2.4650664,0.0
PEBP1,0.0,1.7643762,0.0,0.0,1.5619054,0.0
TAOK3,0.0,0.0,0.0,0.7041769,0.0,0.0
RPLP0,1.3030775,1.8276423,2.1460447,2.0251374,1.6173244,0.0
COX6A1,0.0,1.1087134,1.2483165,1.0506012,1.8677098,0.0
SRSF9,0.0,0.0,0.0,0.8671707,0.0,0.0
DYNLL1,1.0803578,1.8762438,2.001757,1.5053426,1.7187777,0.0
ARL6IP4,0.0,0.92655224,0.0,1.0227628,0.0,0.0
CDK2AP1,0.0,0.9226983,0.0,0.0,0.0,0.0
RILPL2,0.0,0.0,0.0,0.9875717,0.0,0.0
UBC,2.5522866,2.6613483,2.8712866,2.978419,2.636523,2.0182276
RAN,0.0,0.96992,1.2967674,0.79222894,0.0,0.0
MPHOSPH8,0.0,0.86889493,0.0,0.0,0.0,0.0
SAP18,0.0,1.1582513,1.474077,1.274057,1.2220277,0.0
RPL21,2.732612,2.7707157,3.6287756,3.3190722,2.8783078,2.1968787
POLR1D,0.0,0.0,0.0,0.44841608,0.0,0.0
FLT1,1.4776568,0.0,0.0,0.0,0.0,0.0
POMP,0.0,0.0,0.0,1.2406347,1.0428255,0.0
HMGB1,2.2136288,2.1768641,1.9174857,1.7018049,2.297024,2.158492
ALOX5AP,0.0,0.0,0.0,0.0,0.0,1.9205179
HSPH1,0.0,0.0,0.0,0.963309,0.0,0.0
