organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Guilliams,2022,author_cell_type,X_umap,normal,TRUE,,,10.1016/j.cell.2021.12.018,Spatial proteogenomics reveals distinct and evolutionarily conserved hepatic macrophage niches,All cells from human liver dataset,fe4bc7fc-0035-4ebb-919b-2d9097ec5dd4,Cell,https://cellxgene.cziscience.com/collections/74e10dc4-cbb2-4605-a189-8a1cd8e44d8c,https://cellxgene.cziscience.com/e/e84f2780-51e8-4cfa-8aa0-13bbfef677c7.cxg/,https://datasets.cellxgene.cziscience.com/fe4bc7fc-0035-4ebb-919b-2d9097ec5dd4.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000122 | HsapDv:0000127 | HsapDv:0000140 | HsapDv:0000143 | HsapDv:0000147 | HsapDv:0000149 | HsapDv:0000152 | HsapDv:0000158 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000166 | HsapDv:0000167 | HsapDv:0000169 | HsapDv:0000171 | HsapDv:0000258,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/c3/eb8bbfe7296cd8759b9eb03672bcbe/liver_Guilliams_Cell_2022_author_cell_type_X_umap_ec5dd4_adata_filtered.h5ad,liver_Guilliams_Cell_2022_author_cell_type_X_umap_ec5dd4,author_cell_type,17,0.7951416892966541,0.6853794410760383,0.23439090681756003,14,2,1,0.8559637912673056,0.8227786452141778
