,Cardiomyocyte,Endothelial,Fibroblast,Lymphoid,Myeloid,Neuronal,Pericyte,Smooth Muscle
CDH13,0.8730612141745431,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
CDH19,0.0,0.0,0.8571428571428571,0.0,0.0,0.9124940463474819,0.0,0.0
CDH2,0.9634580952780587,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
CDK13,0.30182245799473356,0.0,0.4258385641234262,0.5524735706193107,0.3520039916038513,0.0,0.3447754297937666,0.2857142857142857
CDK14,0.7142857142857143,0.0,0.7966475657054356,0.0,0.0,0.0,0.7177032317434039,0.0
CDK17,0.0,0.8464109131268093,0.0,0.765356685434069,0.0,0.0,0.0,0.7142857142857143
CDK6,0.8571428571428571,0.8911370124135699,0.0,0.0,0.0,0.0,0.0,0.0
CDK8,0.8571428571428571,0.0,0.8782249007906232,0.0,0.0,0.0,0.0,0.0
CDKAL1,0.0,0.09230230535779681,0.13606901679720199,0.16471007892063685,0.04063251188823155,0.035627518381391256,0.07858232089451381,0.0774932759148734
CEBPD,0.0,0.0,0.7987749406269619,0.0,0.0,0.0,0.7142857142857143,0.7266841275351388
CECR2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF1,0.0,0.0,0.7142857142857143,0.7312315957886832,0.8050399933542524,0.0,0.0,0.0
CELF2,0.42857142857142855,0.0,0.48240165199552265,0.5128350853919983,0.44259512424468994,0.438144998891013,0.0,0.0
CEP112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP170,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CEP350,0.2857142857142857,0.0,0.29666417837142944,0.0,0.3729044965335301,0.31108538593564716,0.39345888580594746,0.287167489528656
CEP85L,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CERS6,0.865719735622406,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
CFAP61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CFH,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CFLAR,0.4729816062109811,0.5376515473638263,0.4407727377755301,0.4776553852217538,0.42857142857142855,0.0,0.0,0.0
CHCHD3,0.9085538302149091,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
CHD1,0.0,0.0,0.5749256099973407,0.0,0.5714285714285714,0.0,0.647919910294669,0.7544606242861066
CHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CHD7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHD9,0.2990384442465646,0.0,0.5404647248131889,0.0,0.3094343968800136,0.40637814147131784,0.4341124381337847,0.2857142857142857
CHIC2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CHL1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHN2,0.8571428571428571,0.0,0.0,0.0,0.9192569596426827,0.0,0.0,0.0
CHPT1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRM2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHST11,0.0,0.0,0.0,0.8955516730036054,0.8571428571428571,0.0,0.0,0.0
CHSY1,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.7251343812261309,0.8202314972877502
CKMT2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLASP1,0.09358776467187065,0.0044482435498918805,0.03151831456593105,0.3217933773994446,0.04489369051797049,0.12357183865138463,0.05499899387359619,0.0
CLASP2,0.7142857142857143,0.0,0.0,0.0,0.7482020429202488,0.8233240757669721,0.0,0.0
CLCN3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC2D,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLIC4,0.44064824070249287,0.5896132843835014,0.42857142857142855,0.0,0.0,0.7242657712527684,0.0,0.4450044972555978
CLIC5,0.8571428571428571,0.915027345929827,0.0,0.0,0.0,0.0,0.0,0.0
CLIP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CLMN,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.8306680406842913,0.7250034809112549
CLTC,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CMIP,0.0,0.7142857142857143,0.0,0.7554255979401725,0.7743139096668789,0.0,0.0,0.0
CMSS1,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.9047146950449262
CMYA5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN3,0.0,0.0,0.7142857142857143,0.0,0.0,0.7952080709593636,0.0,0.7289177009037563
CNOT2,0.0,0.0,0.7242712037903922,0.0,0.0,0.7711274198123387,0.7142857142857143,0.0
CNOT4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CNOT6L,0.0,0.8571428571428571,0.0,0.9283113139016288,0.0,0.0,0.0,0.0
COBL,0.8571428571428571,0.0,0.0,0.0,0.0,0.9045226148196629,0.0,0.0
COBLL1,0.0,0.8799836465290615,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
COG5,0.5957501360348293,0.0,0.5714285714285714,0.6357537848608834,0.6377351028578622,0.0,0.0,0.0
COL12A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL15A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL18A1,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9276677455220904
COL19A1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.8969843472753253,0.0,0.0,0.0,0.8571428571428571,0.0
COL21A1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COL27A1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COL28A1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
COL3A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.2857142857142857,0.4345154506819589,0.43402923004967825,0.0,0.0,0.3616947616849627,0.4672667554446629,0.5718003341129848
COL4A2,0.2857142857142857,0.382459248815264,0.3795780028615679,0.0,0.0,0.32410155875342234,0.42671788590294973,0.5231450881276812
COL4A3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CERT1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COL4A4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,0.9194684028625488,0.0,0.0,0.8571428571428571,0.0,0.0
COL5A3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
COL6A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL6A2,0.0,0.0,0.8986423356192452,0.0,0.0,0.0,0.8571428571428571,0.0
COL6A3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COL8A1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
COLEC12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
COMMD10,0.8828239611216954,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8747807741165161
CPEB3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPEB4,0.9138543009757996,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
CPED1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE8,0.0,0.8825358492987496,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
CPQ,0.0,0.0,0.7142857142857143,0.0,0.7249879496438163,0.7177818076951163,0.0,0.0
CPSF6,0.0,0.0,0.7327471886362348,0.0,0.0,0.0,0.7384642958641052,0.7142857142857143
CPVL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CR1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CRADD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L2,0.0,0.0,0.5740190318652562,0.0,0.0,0.6199794496808734,0.5714285714285714,0.6181304710251945
CREB5,0.0,0.7142857142857143,0.7329428962298802,0.0,0.0,0.7822477562086922,0.0,0.0
CREBBP,0.0,0.0,0.7227919868060521,0.7411023889269147,0.0,0.0,0.7142857142857143,0.0
CREM,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CRIM1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CRISPLD2,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9140687840325492
CRTC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CRYAB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYBG1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CRYBG3,0.0,0.8632453594888959,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
CSF1R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CSGALNACT1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,0.5751737696783883,0.0,0.6148959568568638,0.0,0.5714285714285714,0.0,0.0,0.7144879869052342
CTBP2,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.7718393887792315,0.7918933800288609
CTNNA1,0.19837943145206996,0.2891061476298741,0.18139381068093435,0.0,0.14285714285714285,0.405578076839447,0.16077359233583724,0.295064457825252
CTNNA3,0.9014531714575631,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
CTNNB1,0.0,0.7801095587866647,0.0,0.0,0.7300924147878375,0.0,0.0,0.7142857142857143
CTNND2,0.8571428571428571,0.0,0.0,0.0,0.0,0.9386563641684396,0.0,0.0
CTSB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUL1,0.0,0.0,0.7238575220108032,0.0,0.0,0.0,0.7569184558732169,0.7142857142857143
CUL3,0.0,0.0,0.8852848580905369,0.0,0.0,0.0,0.8571428571428571,0.0
CUX1,0.41479481969560894,0.2857142857142857,0.46501136677605764,0.0,0.36426287037985666,0.0,0.3048216019357954,0.37619948387145996
CXCL12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DIPK2B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBRD1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CYTH1,0.0,0.7142857142857143,0.0,0.7665328298296247,0.7240531614848545,0.0,0.0,0.0
CYTH3,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.9245448282786778,0.0
CYTIP,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DAAM1,0.8571428571428571,0.0,0.8707556894847325,0.0,0.0,0.0,0.0,0.0
DAAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.8865435889789036,0.8571428571428571
DAB1,0.8571428571428571,0.0,0.0,0.0,0.0,0.9005351747785296,0.0,0.0
DAB2IP,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DANT2,0.9438261815479824,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
DAPK1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DAPK2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF6,0.8572116494178772,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
DCBLD1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DCLK1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DCN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DDR2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DDX17,0.008378369467599052,0.03772503989083426,0.023988825934273855,0.1187418784414019,0.0,0.1620038492338998,0.04639268772942679,0.0436607939856393
DDX5,0.0,0.15543531520026072,0.18408523287091935,0.17918804713657924,0.09333936657224383,0.0417708158493042,0.10264601877757482,0.15543560470853532
DENND1A,0.0,0.0,0.7142857142857143,0.0,0.8100226436342511,0.0,0.7279737251145499,0.0
DENND2A,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8947891252381461,0.0
DENND3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DENND4A,0.46871611901691984,0.0,0.5279398305075509,0.611321577004024,0.5482814567429679,0.42857142857142855,0.0,0.0
DENND4C,0.0,0.0,0.8571428571428571,0.0,0.8803849475724357,0.0,0.0,0.0
DENND5A,0.0,0.0,0.7148556113243103,0.0,0.7142857142857143,0.0,0.7279715708323887,0.0
DENND5B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKD,0.5714285714285714,0.0,0.0,0.0,0.6346333963530404,0.0,0.6125433700425285,0.6522840857505798
DGKG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGKH,0.0,0.7523420708520072,0.0,0.0,0.0,0.0,0.7142857142857143,0.7510918123381478
DIAPH1,0.8571428571428571,0.0,0.0,0.928643490586962,0.0,0.0,0.0,0.0
DIAPH2,0.14285714285714285,0.23240573065621511,0.29468484435762676,0.21114782776151383,0.2768707275390625,0.0,0.43077701330184937,0.31973929916109356
DICER1,0.0,0.0,0.729823078427996,0.0,0.7231740270342145,0.7142857142857143,0.0,0.0
DIP2A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DIP2B,0.7142857142857143,0.0,0.0,0.0,0.7618604217256818,0.7151191575186593,0.0,0.0
DIP2C,0.6925168378012521,0.0,0.5714285714285714,0.0,0.0,0.7445441229002816,0.0,0.6174014295850482
DIRC3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DISC1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DLC1,0.2857142857142857,0.30369179589407785,0.3862014583178929,0.0,0.0,0.47693465437207905,0.6257220676967076,0.5362476621355329
DLEU2,0.0,0.0,0.0,0.7455071721758161,0.7919794321060181,0.7142857142857143,0.0,0.0
DLG1,0.4391334908349173,0.0,0.5267835685185024,0.42929560797555105,0.0,0.49613845348358154,0.42857142857142855,0.0
DLG2,0.9169406124523708,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
DMD,0.6407063773700169,0.0,0.3512682999883379,0.0,0.2857142857142857,0.4229473556791033,0.41481869561331614,0.5108763064656939
DMXL1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DMXL2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DNAJC1,0.0,0.0,0.7142857142857143,0.7301545143127441,0.0,0.0,0.0,0.7300792336463928
DNAJC5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DNM2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DOCK1,0.0,0.7253735916955131,0.6311983806746346,0.0,0.0,0.0,0.5864128044673375,0.5714285714285714
DOCK10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DOCK11,0.0,0.0,0.0,0.8571428571428571,0.8857869591031756,0.0,0.0,0.0
DOCK2,0.0,0.0,0.0,0.8571428571428571,0.8723544989313398,0.0,0.0,0.0
DOCK3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK4,0.5765800390924726,0.7404864600726536,0.5714285714285714,0.0,0.7602267691067287,0.0,0.0,0.0
DOCK5,0.8571428571428571,0.0,0.0,0.0,0.0,0.9157721400260925,0.0,0.0
DOCK7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DOCK8,0.0,0.0,0.0,0.87337155852999,0.8571428571428571,0.0,0.0,0.0
DOCK9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DPF3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000248079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000229358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPY19L2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYD,0.0,0.08413508108683995,0.24835165909358434,0.26562354394367765,0.40009054115840365,0.12341326475143433,0.1520413671221052,0.011216367994035994
DPYSL2,0.0,0.0,0.7509132623672485,0.0,0.0,0.7142857142857143,0.7614950026784625,0.0
DSCAML1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DSE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DST,0.44308412075042725,0.20406195947102138,0.3445199302264622,0.0,0.14285714285714285,0.539752755846296,0.21915586505617415,0.17656184094292776
DTNA,0.8524302499634879,0.0,0.0,0.0,0.7502188001360212,0.7142857142857143,0.0,0.0
DYM,0.0,0.16020197527749197,0.18132548672812326,0.2834996495928083,0.10050719124930245,0.008673923356192452,0.14786488669259207,0.027558445930480957
DYNC1I1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYRK1A,0.016848061765943254,0.0015713231904166086,0.009054550102778844,0.2117572682244437,0.08279425757271903,0.0,0.14691350289753505,0.08990612200328282
EBF1,0.0,0.5714285714285714,0.6409602931567601,0.0,0.0,0.0,0.6528137581689017,0.6256149240902492
EBF2,0.0,0.0,0.7171605825424194,0.0,0.0,0.0,0.7825552821159363,0.7142857142857143
ECE1,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.772723742893764,0.7352318593433925
ECHDC2,0.8571428571428571,0.0,0.8734955787658691,0.0,0.0,0.0,0.0,0.0
EDNRA,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8845986298152378
EDNRB,0.0,0.0,0.0,0.0,0.0,0.0,0.9208453893661499,0.8571428571428571
EEA1,0.8571428571428571,0.0,0.8836813824517387,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EFNA5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFR3A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EGFL7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFLAM,0.0,0.0,0.0,0.0,0.0,0.0,0.9243197100503104,0.8571428571428571
EGFR,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EGLN1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHBP1,0.0,0.0,0.8571428571428571,0.0,0.0,0.9453662293297904,0.0,0.0
EIF4G3,0.14285714285714285,0.35186661992754253,0.25109080757413593,0.22524926492146083,0.5266514079911369,0.0,0.23148771694728307,0.1890019348689488
ELF1,0.5714285714285714,0.0,0.5895232302801949,0.6407111287117004,0.6203656452042716,0.0,0.0,0.0
ELF2,0.14285714285714285,0.22249650955200195,0.3238042082105364,0.0,0.37097842352730886,0.24276575020381383,0.1649990337235587,0.15366870164871216
ELL2,0.5687527486256191,0.0,0.38905079875673565,0.0,0.3282187751361302,0.2857142857142857,0.3364060180527823,0.7212757468223572
ELMO1,0.0,0.4988212840897696,0.42857142857142855,0.4887987119810922,0.5349125776972089,0.51022698198046,0.0,0.0
ELOVL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
EMB,0.0,0.0,0.0,0.9102832164083209,0.8571428571428571,0.0,0.0,0.0
EMCN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EMILIN2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EML4,0.0,0.0,0.0,0.9475163391658238,0.0,0.0,0.8571428571428571,0.0
EMP1,0.0,0.8975050364221845,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENAH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,0.0,0.924190274306706,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENOSF1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOX1,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.8795763254165649,0.0
ENPEP,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.874715770993914
EPAS1,0.0,0.710187384060451,0.5714285714285714,0.0,0.0,0.0,0.6030771476881844,0.6595329642295837
EPB41,0.8571428571428571,0.0,0.0,0.9367066621780396,0.0,0.0,0.0,0.0
EPB41L2,0.0,0.5714285714285714,0.6383817195892334,0.0,0.0,0.7225726246833801,0.5907044581004551,0.0
EPB41L3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
EPB41L4A,0.0,0.8947988067354474,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
EPC1,0.7142857142857143,0.0,0.7143180285181318,0.8544963257653373,0.0,0.0,0.0,0.0
EPHA3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EPS15,0.2979619673320225,0.0,0.4079931804112026,0.5406585676329476,0.5676225083214896,0.36110304083142963,0.2857142857142857,0.0
EPS8,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.7997342092650277,0.7403308919497898
ERBB4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBIN,0.42857142857142855,0.0,0.46545917647225515,0.5880756378173828,0.5054533311298915,0.5080730489322117,0.0,0.0
ERC1,0.16730813469205583,0.3017118828637259,0.18898642914635794,0.0,0.14285714285714285,0.1429326789719718,0.2173910907336644,0.14626435722623551
ERG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESYT2,0.19007779019219534,0.39773901871272493,0.16637817450932094,0.21177129234586442,0.0,0.14285714285714285,0.281728948865618,0.42718961409160067
ETFA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFDH,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETS1,0.0,0.7517507502010891,0.0,0.8441873703684125,0.0,0.0,0.7142857142857143,0.0
ETS2,0.0,0.9036997812134879,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
ETV6,0.14285714285714285,0.30336456639426096,0.1946380478995187,0.21171048709324428,0.5144220590591431,0.0,0.20024395840508596,0.5445420486586434
EVA1C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EVI5,0.29584178754261564,0.0,0.3854921630450657,0.0,0.5085208075387138,0.2977996553693499,0.2857142857142857,0.29619971343449186
EVL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EXOC4,0.0,0.01695363862173898,0.0562744140625,0.1738572461264474,0.18278333118983678,0.009404182434082031,0.04569090264184134,0.01332080364227295
EXOC6B,0.5529354214668274,0.1859558139528547,0.14285714285714285,0.0,0.22232489926474436,0.17042092766080583,0.1877280899456569,0.14667847326823644
EXT1,0.0,0.7675180179732186,0.7848933509417942,0.0,0.0,0.7142857142857143,0.0,0.0
EYA4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FAF1,0.11476207630974906,0.01809795413698469,0.008472604410988944,0.18372445447104319,0.0,0.06467509269714355,0.07974966083254133,0.026729285717010498
FAM110B,0.0,0.0,0.7901441625186375,0.0,0.0,0.0,0.7276575820786613,0.7142857142857143
FAM120B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYCC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NIBAN1,0.771001900945391,0.0,0.0,0.7512968948909214,0.0,0.7142857142857143,0.0,0.0
FAM13A,0.0,0.0,0.7142857142857143,0.0,0.7845167091914585,0.0,0.7923816442489624,0.0
FAM13B,0.883837274142674,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
FHIP1A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARB2A,0.14285714285714285,0.17709340367998397,0.3506338085447039,0.41832518577575684,0.2045149632862636,0.2241512111255101,0.21562939030783518,0.0
GASK1B,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TASOR2,0.0,0.0,0.8722419823919024,0.0,0.0,0.0,0.8571428571428571,0.0
FAM20A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ATOSA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM219A,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TENT5A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRIA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CYRIB,0.0,0.0,0.0,0.8633883595466614,0.8571428571428571,0.0,0.0,0.0
FAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FBLN1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FBLN5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FBN1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FBXL17,0.705236520086016,0.0,0.576859678540911,0.6914336000170026,0.5714285714285714,0.0,0.0,0.0
FBXL20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL7,0.7142857142857143,0.7806824786322457,0.760067173412868,0.0,0.0,0.0,0.0,0.0
FBXO11,0.2872756208692278,0.0,0.3718093122754778,0.0,0.5324216314724514,0.4357308830533709,0.2857142857142857,0.3036819100379944
FBXO32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXW11,0.877028397151402,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
FBXW7,0.6229287726538522,0.5788645318576268,0.0,0.645941708769117,0.5714285714285714,0.0,0.0,0.0
FCHO2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FCHSD2,0.5306899462427411,0.6289056198937553,0.0,0.42857142857142855,0.7438550932066781,0.0,0.0,0.5352890150887626
FER,0.14285714285714285,0.20535347291401454,0.276135402066367,0.0,0.2907355768339975,0.28643883977617535,0.23036049093518937,0.2279630388532366
FERMT2,0.0,0.6371698805264064,0.5872281108583722,0.0,0.0,0.0,0.7277680209704808,0.5714285714285714
FGD4,0.7142857142857143,0.7429123435701642,0.0,0.0,0.8446832724979946,0.0,0.0,0.0
FGF12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGF7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FGFR1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FHIT,0.8752256717000689,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
FHL2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHOD3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIGN,0.0,0.0,0.0,0.0,0.0,0.9579697591917855,0.8571428571428571,0.0
FILIP1,0.7189768467630658,0.0,0.6173925059182304,0.0,0.0,0.0,0.5714285714285714,0.6829718266214643
FILIP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FKBP5,0.4666306461606707,0.0,0.5226998329162598,0.6299097623143878,0.6396715896470206,0.42857142857142855,0.0,0.0
FLI1,0.0,0.7633841122899737,0.0,0.7214866280555725,0.7142857142857143,0.0,0.0,0.0
FLNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FLNB,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT1,0.0,0.939184171812875,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
FMN1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FMNL2,0.0,0.6738704442977905,0.5714285714285714,0.0,0.6770539028303963,0.6114372100148883,0.0,0.0
FMO2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FN1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FNBP1,0.0,0.0,0.0,0.7457458547183445,0.6627482516424996,0.0,0.5747712169374738,0.5714285714285714
FNBP1L,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.8662052069391523,0.0
