organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
pancreas,Xu,Cell,2023,10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Pancreas,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/31f657dc-1875-4c4b-a5ca-ce63b3ef3a82.cxg/,https://datasets.cellxgene.cziscience.com/72e6a74d-8804-4305-81d7-a12b93f2ac0d.h5ad,Curated_annotation,X_umap,79367,13,0.35605693,0.24271974653196493,0.2445472040501754,0.6690727373681288,0.6342079126903073,13
