,Acinar-mix,Activated stellate cells,Alpha cells,Beta cells,Delta cells,Ductal cells,Endothelial cells,Gamma cells,Idling acinar cells,MUC5B+ ductal cells,Macrophages,Quiescent stellate cells,Secretory acinar cells
ENSG00000149591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3178132,0.0
ENSG00000196628,0.0,0.0,0.0,0.0,0.0,0.0,1.3689361,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145934,0.0,0.0,1.7530426,0.0,1.4549265,0.0,0.0,1.7310963,0.0,0.0,0.0,0.0,0.0
ENSG00000160180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3610215,0.0,0.0,0.0
ENSG00000163513,0.0,0.0,0.0,0.0,0.0,0.0,2.0303888,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1671891,0.0,0.0,0.0
ENSG00000005108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5433809,0.0,0.0,0.0,0.0,0.0
ENSG00000169903,0.0,0.0,1.4768126,0.0,0.0,0.0,0.0,0.0,0.0,2.861518,0.0,0.0,0.0
ENSG00000103534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6536994,0.0,0.0,0.0
ENSG00000151952,0.0,0.0,2.2058036,0.0,2.3807998,0.0,0.0,1.9440732,0.0,0.0,0.0,0.0,0.0
ENSG00000261115,0.0,0.0,2.324223,0.0,1.693331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136205,1.4850804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4158137,0.0
ENSG00000083067,0.0,0.0,0.0,3.0561204,1.0012636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182463,0.0,2.9984725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7401693,0.0,0.0,0.0
ENSG00000118271,0.0,0.0,5.7191777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110799,0.0,0.0,0.0,0.0,0.0,0.0,1.6002221,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109906,2.5054111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181722,2.9835243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3698354
ENSG00000169554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9431723,0.0,0.0
ENSG00000151789,0.0,0.0,0.0,3.3650765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164684,1.7720351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
