organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
pancreas,Xu,2023,Curated_annotation,X_umap,,TRUE,Dataset,"""Tosti et al. 2021""",10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Pancreas,72e6a74d-8804-4305-81d7-a12b93f2ac0d,Cell,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/31f657dc-1875-4c4b-a5ca-ce63b3ef3a82.cxg/,https://datasets.cellxgene.cziscience.com/72e6a74d-8804-4305-81d7-a12b93f2ac0d.h5ad,UBERON:0000006 | UBERON:0001264,PATO:0000461,HsapDv:0000116 | HsapDv:0000117 | HsapDv:0000118 | HsapDv:0000124 | HsapDv:0000129 | HsapDv:0000133 | HsapDv:0000140 | HsapDv:0000142 | HsapDv:0000147 | HsapDv:0000148 | HsapDv:0000153 | HsapDv:0000155 | HsapDv:0000157 | HsapDv:0000168 | HsapDv:0000171,f9c079,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69cec74f5b4973d79d76e660/work/a8/82281effd2695d0e09b54782fd7c32/pancreas_Xu_Cell_2023_Curated_annotation_X_umap_f2ac0d_adata_filtered.h5ad,pancreas_Xu_Cell_2023_Curated_annotation_X_umap_f2ac0d,Curated_annotation,13,0.35605693,0.2897428741538461,0.29457894452475475,3,4,6,0.6690727373681288,0.6342079126903073
