organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
endometrium,Tan,Nature Cell Biology,2022,10.1038/s41556-022-00961-5,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,https://singlecell.jax.org/datasets/endometriosis-2022,https://singlecell.jax.org/datasets/endometriosis-2022,https://singlecell.jax.org/datasets/endometriosis/h5ad/endo-2022_global.h5ad,celltype_main,X_umap,108497,5,0.6580494,0.5895701474268176,0.17906633829550886,0.961015466820017,0.9483266185061037,5
