index,B-lymphocytes,NK cells,T-lymphocytes,cilliated epithelial,endothelial,epithelial 1,epithelial 2,fibroblast 1,fibroblast 2,fibroblast 3,mast cells,mesothelial,mural cells,myeloid 1,myeloid 2,myeloid 3,pDC,plasma B-lymphocyte
EMX2,0.0,0.0,0.0,0.7216855,0.0,0.0,0.8481084,0.0,0.43933383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMX2OS,0.0,0.0,0.0,0.42825344,0.0,0.0,0.0,0.0,0.2318585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENAH,0.0,0.0,0.0,1.0159174,0.3298575,0.0,0.40223172,0.28022802,0.4365146,0.0,0.0,0.2724226,0.67806363,0.0,0.0,0.0,0.0,0.0
ENDOG,0.0,0.0,0.0,1.0275962,0.0,0.0,0.19943778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG,0.0,0.0,0.0,0.0,1.649993,0.0,0.0,0.47926867,0.69302213,0.14031278,0.0,0.0,0.0,0.0,0.49491102,0.6608836,0.0,0.0
ENKD1,0.0,0.0,0.0,0.3623857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENKUR,0.0,0.0,0.0,1.3442687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.86131877,1.3598421,1.1599776,1.0177239,0.915873,1.3880652,1.3953648,0.86331016,1.1686414,0.6067128,1.0241805,1.2658132,0.7281751,1.4606746,1.68696,1.6017661,1.0308473,0.18543829
ENO4,0.0,0.0,0.0,0.3135883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOSF1,0.0,0.0,0.0,0.54384345,0.0,0.0,0.31791395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8211715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP2,0.0,0.0,0.0,0.047967926,0.78386754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP3,0.0,0.0,0.0,0.31364053,0.0,0.0,0.43091422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP4,0.0,0.0,0.0,0.33973756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP5,0.0,0.0,0.0,0.27637386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSA,0.0,0.0,0.0,0.7182965,0.70637214,0.0,0.5731574,0.32548654,0.3488381,0.0,0.0,0.44082084,0.0,0.4765743,0.63093686,0.4986546,0.571741,0.14455822
ENTPD1,0.0,0.0,0.0,0.0,0.7863472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68630564,0.577855,0.3200252,0.0,0.0
ENY2,0.0,0.0,0.0,0.8335812,0.96650124,0.0,0.9258403,0.73945916,0.6974075,0.5551854,0.0,0.8662947,0.67137563,0.87695926,0.9158248,0.82661617,0.89605784,0.25164527
EP300,0.0,0.0,0.0,0.39571083,0.0,0.0,0.34318817,0.0,0.22551562,0.0,0.0,0.27892953,0.0,0.66952544,0.42864275,0.42282245,0.64243823,0.0
EP400,0.0,0.0,0.0,0.21856216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPAS1,0.0,0.0,0.0,0.0,1.3162545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8332788,0.0,0.0,0.0,0.0,0.0
EPB41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4293537,0.0
EPB41L2,0.0,0.0,0.0,0.050480947,0.0,0.0,0.23758154,0.0,0.24862531,0.8186579,0.0,0.0,0.0,0.0,0.33685848,0.7066695,0.0,0.0
EPB41L3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36306253,0.63082665,0.0,0.0
EPB41L4A,0.0,0.0,0.0,0.19901103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L4A-AS1,0.0,0.0,0.0,0.21307838,0.34414688,0.0,0.41420168,0.75774395,0.3186036,0.0,0.0,0.6630834,0.40843418,0.0,0.0,0.0,0.0,0.0
EPC1,0.0,0.0,0.0,0.3522372,0.0,0.0,0.34401876,0.30042586,0.3889075,0.0,0.0,0.354203,0.0,0.40896058,0.34688625,0.3127989,0.571741,0.0
EPCAM,0.0,0.0,0.0,2.0672126,0.0,0.0,2.1746187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPDR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20065121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48534298,0.0
EPHB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46094167,0.0,0.0,0.0,0.0,0.0,0.0
EPHX1,0.0,0.0,0.0,1.22018,0.71029615,0.0,0.65450865,0.54231536,0.0,0.9693763,0.0,0.7513685,0.0,0.0,0.0,0.0,0.0,0.0
EPM2AIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15902612,0.0,0.0,0.20813829,0.0,0.0,0.0,0.0,0.0,0.0
EPN1,0.0,0.0,0.0,0.3891539,0.0,0.0,0.351694,0.0,0.0,0.0,0.0,0.24786852,0.0,0.0,0.35272825,0.40636018,0.0,0.0
EPN2,0.0,0.0,0.0,0.48950052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPRS,0.0,0.0,0.0,0.5091098,0.0,0.0,0.45910665,0.0,0.37633258,0.0,0.0,0.36389282,0.0,0.0,0.35473365,0.3143394,0.0,0.24998638
EPS15,0.0,0.0,0.0,0.21267681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3720965,0.26038602,0.44023958,0.0,0.0
EPS8,0.0,0.0,0.0,0.48906624,0.0,0.0,0.4187338,0.3833267,0.3820557,0.48673725,0.0,0.28958803,1.1455187,0.0,0.0,0.32100236,0.0,0.0
EPS8L1,0.0,0.0,0.0,0.0,0.0,0.0,0.17846829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPS8L2,0.0,0.0,0.0,0.40249133,0.0,0.0,0.28716502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPSTI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3445447,0.37399754,0.0,0.0
ERBB2,0.0,0.0,0.0,0.3467127,0.0,0.0,0.31736875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB3,0.0,0.0,0.0,0.0,0.0,0.0,0.41396552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBB4,0.0,0.0,0.0,0.094422065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBIN,0.0,0.0,0.0,0.49429345,0.0,0.0,0.44934162,0.0,0.30771407,0.0,0.0,0.0,0.0,0.6706743,0.31866947,0.36601448,0.4293537,0.0
ERC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC1,0.0,0.0,0.0,0.41970414,0.0,0.0,0.24095348,0.0,0.27429208,0.0,0.0,0.33116293,0.0,0.0,0.44541955,0.2878787,0.93940425,0.0
ERCC3,0.0,0.0,0.0,0.2707147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC4,0.0,0.0,0.0,0.28449428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERG,0.0,0.0,0.0,0.0,0.6868836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERG28,0.0,0.0,0.0,0.36757612,0.0,0.0,0.3756504,0.0,0.0,0.0,0.0,0.27205497,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,0.0,0.0,0.0,0.22142619,0.0,0.0,0.56969666,0.0,0.308052,0.0,0.0,0.255884,0.0,0.45041513,0.0,0.0,0.0,0.0
ERGIC2,0.0,0.0,0.0,0.43954414,0.0,0.0,0.57380044,0.48423856,0.508394,0.0,0.0,0.42634597,0.0,0.0,0.2652094,0.0,0.62795293,0.52131236
ERGIC3,0.0,0.0,0.0,1.3089273,0.0,0.0,0.59242517,0.5067861,0.54068923,0.45987806,0.0,0.5293802,0.0,0.0,0.38625044,0.34904903,0.47268766,0.3836678
ERH,0.73229694,0.0,0.7107475,1.2665813,0.9138862,0.0,1.1040177,1.0536387,0.96660936,0.7797788,0.6267762,0.9598882,1.0442126,0.6331053,0.8276831,0.7023553,0.9311737,0.34340158
ERI3,0.0,0.0,0.0,0.33280742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH1,0.0,0.0,0.0,0.119808026,0.0,0.0,0.23455165,0.0,0.23827033,0.0,0.0,0.26875174,0.0,0.69964004,0.39042363,0.19044214,0.4293537,0.0
ERICH2,0.0,0.0,0.0,0.338124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH3,0.0,0.0,0.0,1.3690993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERICH5,0.0,0.0,0.0,0.45766363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLEC1,0.0,0.0,0.0,0.533628,0.0,0.0,0.5751527,0.4765743,0.63875246,0.6906382,0.0,0.46605104,0.0,0.0,0.2029502,0.21106802,0.0,1.1433334
ERLIN2,0.0,0.0,0.0,0.38359797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95281565,0.27808496
ERO1A,0.0,0.0,0.0,0.21734281,0.0,0.0,0.50595796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40865183,0.37858844,0.0,0.0
ERO1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47364104,0.0
ERP27,0.0,0.0,0.0,0.48159373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP29,1.4042677,0.7291861,1.1183572,1.1188229,0.83660316,0.0,1.186748,0.86973256,0.7059404,0.8434178,0.0,1.0856134,0.74639434,1.2588048,1.2070154,1.0233966,2.0716856,0.8056044
ERP44,0.0,0.0,0.0,0.43524247,0.0,0.0,0.6240051,0.40792722,0.49775845,0.38210323,0.0,0.4447397,0.0,0.5697324,0.5986492,0.5982538,0.54520565,0.25672898
ERRFI1,0.0,0.0,0.0,0.3348707,0.0,0.0,0.4372836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESAM,0.0,0.0,0.0,0.0,1.1093724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESCO1,0.0,0.0,0.0,0.21880251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESD,0.0,0.0,0.0,0.8865414,0.6150035,0.0,0.6959723,0.8228564,0.67775667,0.8874203,0.0,0.6929061,1.0583119,0.456467,0.46503413,0.4532562,0.6394771,0.0
ESF1,0.0,0.0,0.0,0.40892422,0.4558317,0.0,0.40653968,0.0,0.36601448,0.0,0.0,0.45549214,0.0,0.0,0.0,0.22370222,0.0,0.0
ESR1,0.0,0.0,0.0,0.6399767,0.0,0.0,0.9281293,0.0,0.4160627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRP1,0.0,0.0,0.0,0.30829328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRRG,0.0,0.0,0.0,0.25736904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESYT1,0.0,0.0,0.0,0.258421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESYT2,0.0,0.0,0.0,0.48188636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETF1,0.0,0.0,0.0,0.48438716,0.0,0.0,0.28358006,0.0,0.22828051,0.0,0.0,0.27892953,0.0,0.0,0.35117242,0.31946167,0.0,0.0
ETFA,0.0,0.0,0.0,0.26263815,0.0,0.0,0.3520962,0.0,0.0,0.0,0.0,0.26237416,0.0,0.0,0.39703715,0.32263687,0.37142226,0.0
ETFB,0.0,0.0,0.0,0.6527035,0.42524138,0.0,0.53395474,0.40896058,0.4201496,0.0,0.0,0.5485903,0.4486752,0.376041,0.531092,0.47982132,0.47364104,0.16326037
ETFRF1,0.0,0.0,0.0,0.25941056,0.0,0.0,0.3351729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETHE1,0.0,0.0,0.0,0.0,0.0,0.0,0.27487344,0.0,0.0,0.0,0.0,0.24837252,0.0,0.0,0.0,0.0,0.0,0.0
ETNK1,0.0,0.0,0.0,0.46442574,0.0,0.0,0.26626757,0.0,0.18376906,0.0,0.0,0.0,0.0,0.0,0.36293402,0.41615686,0.51983005,0.0
ETS1,0.79983974,1.3379936,1.5790234,0.0,0.6508354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570269,0.0
ETS2,0.0,0.0,0.0,0.0,1.2660372,0.0,0.0,0.0,0.2318585,0.0,0.0,0.0,0.0,0.44790864,0.67816603,0.5887504,0.0,0.0
ETV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4318764,0.51449615,0.3367726,0.6988623,0.0
EVA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74266225,0.8349533,0.56312895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVA1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24461615,0.0,0.0,0.0,0.0,0.0,0.0
EVI2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8778386,0.48370105,0.5029496,0.0,0.0
EVI2B,1.1218994,0.0,0.5935116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7742051,1.0682997,0.9490385,0.8823526,0.34805772
EVI5,0.0,0.0,0.0,0.70179826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21663132,0.0,0.0
EVL,0.839155,2.1454985,1.6475688,0.0,0.28904605,0.0,0.24034852,0.33166182,0.5327062,0.0,0.0,0.0,0.0,0.0,0.4813605,0.5249003,0.0,0.0
EWSR1,0.0,0.0,0.0,0.60947156,0.0,0.0,0.44119152,0.0,0.3960639,0.0,0.0,0.33333594,0.0,0.6155897,0.46831387,0.46305278,0.59503156,0.0
EXOC1,0.0,0.0,0.0,0.3896068,0.0,0.0,0.28852403,0.0,0.30519846,0.0,0.0,0.26025453,0.0,0.0,0.22240122,0.292606,0.0,0.0
EXOC4,0.0,0.0,0.0,0.3515215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOC5,0.0,0.0,0.0,0.3780105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOC7,0.0,0.0,0.0,0.4616968,0.0,0.0,0.3963707,0.0,0.0,0.0,0.0,0.22940224,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC1,0.0,0.0,0.0,0.2815656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC3,0.0,0.0,0.0,0.23674883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC6,0.0,0.0,0.0,0.17593074,0.0,0.0,0.14007857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37194645,0.0
EXOSC7,0.0,0.0,0.0,0.22495084,0.0,0.0,0.18734725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC8,0.0,0.0,0.0,0.19786021,0.0,0.0,0.2115772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXPH5,0.0,0.0,0.0,0.3612314,0.0,0.0,0.1259966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXTL2,0.0,0.0,0.0,0.19814864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYA2,0.0,0.0,0.0,0.36794302,0.0,0.0,0.5284443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZR,1.0516877,0.0,0.7470828,1.8630224,0.0,0.0,0.83596784,0.0,0.0,0.0,0.0,1.4820424,0.0,0.3857331,0.5694467,0.46071002,0.60347676,0.14639801
F10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0170027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11R,0.0,0.0,0.0,0.5328542,0.0,0.0,0.2675733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6422552,0.0,0.0
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45425135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38272193,0.75812054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.0,0.0,0.35166806,0.0,0.0,0.41406244,0.0,0.40863368,0.0,0.0,0.36179587,0.0,0.0,0.3546383,0.23885867,0.5007584,0.0
FABP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314946,0.0,0.0,0.355389,0.0,0.0,0.7068369,1.1139922,0.0,0.0
FABP6,0.0,0.0,0.0,0.9125536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAIM,0.0,0.0,0.0,1.4161725,0.0,0.0,0.43136945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM102A,0.0,0.0,0.0,0.39073417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM104A,0.0,0.0,0.0,0.16578162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM104B,0.0,0.0,0.0,0.67926055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM107B,0.841965,0.0,0.869215,0.95395356,0.0,0.0,0.47286665,0.0,0.0,0.0,0.0,0.30277342,0.0,0.506983,0.578435,0.34723833,0.50947183,0.14379233
FAM110C,0.0,0.0,0.0,0.10145484,0.0,0.0,0.18505558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM110D,0.0,0.0,0.0,0.0,0.8800452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM111A,0.0,0.0,0.0,0.28268123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM114A1,0.0,0.0,0.0,0.0,0.0,0.0,0.25312725,0.5627802,0.8237016,0.6445971,0.0,0.34998804,0.0,0.0,0.0,0.0,0.0,0.0
FAM120A,0.0,0.0,0.0,0.6849306,0.0,0.0,0.54390275,0.0,0.48315626,0.0,0.0,0.3731804,0.0,0.87085605,0.5626757,0.6609159,0.49361962,0.0
FAM120AOS,0.0,0.0,0.0,0.0,0.0,0.0,0.20627277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM120B,0.0,0.0,0.0,0.16424556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM129A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37274304,0.0,0.0,0.0
FAM129B,0.0,0.0,0.0,0.1921732,0.0,0.0,0.3585496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM129C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1518776,0.0
FAM133B,0.0,0.0,0.0,0.53396904,0.53662777,0.0,0.6098409,0.5916903,0.63593835,0.5410265,0.0,0.6441365,0.0,0.87581897,0.74477226,0.7416736,0.88718617,0.14100945
FAM136A,0.0,0.0,0.0,0.28121862,0.0,0.0,0.38047886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13785717
FAM13A,0.0,0.0,0.0,0.57382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM13C,0.0,0.0,0.0,0.18582402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM149A,0.0,0.0,0.0,0.21375044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM161A,0.0,0.0,0.0,0.49429345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM162A,0.0,0.0,0.0,0.46108782,0.0,0.0,0.48761934,0.0,0.0,0.0,0.0,0.73237175,0.0,0.0,0.50644886,0.34587327,0.0,0.0
FAM166B,0.0,0.0,0.0,1.1375774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM168B,0.0,0.0,0.0,0.23089936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM172A,0.0,0.0,0.0,0.30729535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM173A,0.0,0.0,0.0,0.0,0.0,0.0,0.33673579,0.0,0.33988732,0.0,0.0,0.20353656,0.0,0.0,0.35134608,0.28379714,0.0,0.18716455
FAM174A,0.0,0.0,0.0,1.2062602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM177A1,0.0,0.0,0.0,0.78336275,0.25883165,0.0,0.7785244,0.0,0.38691527,0.0,0.0,0.47982132,0.0,0.0,0.0,0.0,0.0,0.15307257
FAM181B,0.0,0.0,0.0,0.2535274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM183A,0.0,0.0,0.0,2.1873574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM192A,0.0,0.0,0.0,0.374651,0.0,0.0,0.28156435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31191343,0.0,0.0,0.0
FAM198B,0.0,0.0,0.0,0.0,0.54215384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48923618,0.0,0.32528427,0.0,0.0
FAM200B,0.0,0.0,0.0,0.5412369,0.0,0.0,0.47424188,0.0,0.30519846,0.0,0.0,0.56718886,0.0,0.5228391,0.0,0.0,0.0,0.0
FAM204A,0.0,0.0,0.0,0.43253767,0.0,0.0,0.46704078,0.3500013,0.33178085,0.0,0.0,0.4158746,0.0,0.49557275,0.42565492,0.36938474,0.5070956,0.0
FAM206A,0.0,0.0,0.0,0.2570286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM207A,0.0,0.0,0.0,0.3219632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM208A,0.0,0.0,0.0,0.32623878,0.0,0.0,0.29733,0.0,0.0,0.0,0.0,0.21690936,0.0,0.0,0.23374888,0.0,0.0,0.0
FAM208B,0.0,0.0,0.0,0.23838444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM20C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38931832,0.0,0.0
FAM210B,0.0,0.0,0.0,0.39645243,0.0,0.0,0.20901799,0.0,0.0,0.0,0.0,0.38068312,0.0,0.0,0.0,0.0,0.0,0.0
FAM213A,0.0,0.0,0.0,0.86962545,0.29065084,0.0,1.199354,0.448018,0.0,0.0,0.0,0.4039969,0.0,0.0,0.0,0.0,0.60581934,0.0
FAM214A,0.0,0.0,0.0,0.34972304,0.0,0.0,0.31166136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551784,0.15132223
FAM216B,0.0,0.0,0.0,1.1843879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM219B,0.0,0.0,0.0,0.26185483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM221A,0.0,0.0,0.0,0.26804784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM227A,0.0,0.0,0.0,1.066753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM229B,0.0,0.0,0.0,1.531539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM241A,0.0,0.0,0.0,0.0,0.4523473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
