index,B-lymphocytes,NK cells,T-lymphocytes,cilliated epithelial,endothelial,epithelial 1,epithelial 2,fibroblast 1,fibroblast 2,fibroblast 3,mast cells,mesothelial,mural cells,myeloid 1,myeloid 2,myeloid 3,pDC,plasma B-lymphocyte
ADAMTS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.9081243837580961,0.942377013318679,0.0,0.0
ADAR,0.0,0.36640091503367705,0.0,0.45212779676212983,0.4977213424794814,0.0,0.44235120450749116,0.39965611696243286,0.49464495743022246,0.0,0.0,0.4026803269105799,0.0,0.62544386176502,0.48509732064078837,0.5107044823029462,0.5857873558998108,0.35294117647058826
ADCY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921435065129224,0.8823529411764706,0.8838385378613192,0.0,0.0
ADD1,0.0,0.3718094545252183,0.0,0.31431002126020546,0.44178706407546997,0.0,0.3083510539110969,0.3728508668787339,0.44989272776771994,0.44097106597002816,0.0,0.29411764705882354,0.31606076044194836,0.3294285570873934,0.29601850930382223,0.29533656555063587,0.5071399527437547,0.0
ADD3,0.0,0.0,0.0,0.7613490749807919,0.0,0.0,0.6652644837603849,0.0,0.6470588235294118,0.8016698921428007,0.0,0.6726099778624142,0.0,0.739906419725979,0.0,0.0,0.7222541149924783,0.0
ADGB,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRA3,0.0,0.0,0.0,0.9751806574709275,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ADGRE5,0.0,0.9060997261720545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8884880963493796,0.8341205646010006,0.8235294117647058,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ADGRL4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADH5,0.0,0.0,0.0,0.6403961707563961,0.0,0.0,0.5924634056932786,0.5979200952193316,0.5775121134870193,0.5765591929940617,0.0,0.5828771380817189,0.5587270435164956,0.0,0.47058823529411764,0.4765107140821569,0.5056910444708431,0.0
ADI1,0.0,0.0,0.0,0.42411939536823945,0.0,0.0,0.6159680871402516,0.49820852980894204,0.64851313829422,0.42911744117736816,0.0,0.6178480141303119,0.5761189355569727,0.0,0.4616534569684197,0.4732702549766092,0.515005581519183,0.4117647058823529
