index,endothelial,epithelial,lymphocytes,myeloid,stromal
CBWD1,0.0,0.15790427,0.0,0.0,0.0
CBX1,0.0,0.3064308,0.0,0.0,0.35359943
CBX3,0.87634486,0.8111387,0.829865,0.7657259,0.77366143
CBX5,0.0,0.4819435,0.0,0.0,0.0
CCAR1,0.0,0.3821507,0.0,0.2869694,0.0
CCDC12,0.0,0.47956997,0.0,0.42363435,0.0
CCDC124,0.0,0.2797629,0.0,0.0,0.0
CCDC14,0.0,0.27983892,0.0,0.0,0.0
CCDC146,0.0,0.6611587,0.0,0.0,0.0
CCDC186,0.0,0.43052053,0.0,0.0,0.0
CCDC25,0.0,0.3469905,0.0,0.0,0.0
CCDC47,0.6025129,0.52165806,0.0,0.41625103,0.0
CCDC50,0.91404605,0.33250573,0.0,0.0,0.33037016
CCDC59,0.0,0.34955096,0.0,0.0,0.0
CCDC6,0.0,0.5769733,0.0,0.0,0.0
CCDC66,0.0,0.23758154,0.0,0.0,0.0
CCDC69,0.42128542,0.0,0.0,0.0,0.0
CCDC80,0.0,0.0,0.0,0.0,0.5415896
CCDC85B,1.6655293,0.0,0.7913327,0.44955444,0.65757203
CCDC88A,0.0,0.0,0.0,1.2858884,0.0
CCDC90B,0.0,0.4113434,0.0,0.0,0.0
CCL14,0.895231,0.0,0.0,0.0,0.0
CCL4,0.0,0.0,1.1368175,0.0,0.0
CCL5,0.0,0.0,2.7107325,0.0,0.0
CCNB1IP1,0.0,0.14360051,0.0,0.0,0.0
CCNC,0.0,0.3411231,0.0,0.0,0.0
CCND1,0.0,0.39404753,0.0,0.0,0.0
CCND3,0.49242344,0.0,0.46979517,0.0,0.0
CCNDBP1,0.0,0.40576896,0.0,0.28344998,0.0
CCNG1,0.0,0.435583,0.0,0.0,0.0
CCNI,1.6881231,1.6342232,1.4576863,1.6134107,1.8249134
CCNL1,0.6457516,0.44208384,0.5899573,0.6578724,0.18293698
CCNL2,0.0,0.25111386,0.0,0.0,0.0
CCNY,0.0,0.12028827,0.0,0.3980841,0.0
CCPG1,0.5233491,0.452013,0.0,0.44556007,0.0
CCR1,0.0,0.0,0.0,0.567898,0.0
CCS,0.0,0.2969582,0.0,0.0,0.0
CCT2,0.52621794,0.6943281,0.0,0.0,0.5357915
CCT3,0.8445921,0.9728181,0.0,0.55691934,0.85113347
CCT4,0.74915624,0.6782685,0.0,0.51542586,0.68603015
CCT5,0.5905466,0.8272043,0.0,0.5900725,0.47251087
CCT6A,0.7911207,0.81593406,0.0,0.63408387,0.53171164
CCT7,0.59853053,0.6551436,0.0,0.3374858,0.6606733
CCT8,0.6300562,0.7635554,0.0,0.60383904,0.6883064
CCZ1,0.0,0.2271531,0.0,0.0,0.0
CD14,0.0,0.0,0.0,1.9798821,0.0
CD151,1.1029176,0.86683714,0.0,0.0,0.70894563
CD163,0.0,0.0,0.0,0.9200921,0.0
CD164,0.30474642,0.86314034,0.774235,0.9741086,0.69632375
CD2,0.0,0.0,1.5938746,0.0,0.0
CD24,0.0,2.4185433,0.0,0.0,0.0
CD247,0.0,0.0,1.0715694,0.0,0.0
CD2AP,0.0,0.63888824,0.0,0.0,0.0
CD2BP2,0.0,0.38404545,0.0,0.0,0.0
CD300A,0.0,0.0,0.0,0.42116964,0.0
CD302,0.0,0.0,0.0,0.7768435,0.0
CD320,0.6935225,0.0,0.0,0.0,0.0
CD33,0.0,0.0,0.0,0.40695313,0.0
CD34,1.3989658,0.0,0.0,0.0,0.0
CD36,0.0,0.0,0.0,0.75892895,0.0
CD37,0.0,0.0,1.2878883,1.2807016,0.0
CD3D,0.0,0.0,1.3669193,0.0,0.0
CD3E,0.0,0.0,1.6449726,0.0,0.0
CD3G,0.0,0.0,0.84568965,0.0,0.0
CD4,0.0,0.0,0.0,1.0148746,0.0
CD44,0.0,0.0,1.0003017,1.4519136,0.0
CD46,0.8662947,0.9763415,0.0,0.67872983,0.4418604
CD47,0.0,0.84605455,0.8264031,0.57892394,0.0
CD48,0.0,0.0,1.4651383,0.9985192,0.0
CD52,0.0,0.0,2.3091023,0.66438115,0.0
CD53,0.0,0.0,1.190917,1.3138334,0.0
CD55,0.59192216,0.5449772,0.0,0.5708784,0.0
CD59,1.8759513,0.86680853,0.0,0.0,0.9265806
CD63,2.0911255,2.3949025,1.4388685,1.9178739,2.5117586
CD68,0.0,0.0,0.0,1.6613185,0.0
CD69,0.0,0.0,0.911082,0.0,0.0
CD7,0.0,0.0,1.5605605,0.0,0.0
CD74,2.6308508,1.559091,0.9592068,3.5644116,0.0
CD81,1.7848272,2.22761,1.3155949,1.1790911,2.5493019
CD84,0.0,0.0,0.0,0.73752266,0.0
CD86,0.0,0.0,0.0,0.61308557,0.0
CD9,0.65243816,1.879957,0.0,0.0,0.0
CD93,1.3233832,0.0,0.0,0.63448507,0.0
CD96,0.0,0.0,0.89808595,0.0,0.0
CD99,0.94368106,0.73121685,1.2191203,0.7342851,1.3496206
CDC123,0.0,0.36032704,0.0,0.0,0.0
CDC16,0.0,0.21768156,0.0,0.0,0.0
CDC26,0.0,0.41886732,0.0,0.0,0.0
CDC37,1.2426367,0.5363961,0.0,0.58961195,0.5258235
CDC40,0.0,0.2556021,0.0,0.36725277,0.0
CDC42,1.2823805,1.2284307,1.4372275,1.5428635,1.1619145
CDC42BPB,0.31174532,0.24623807,0.0,0.0,0.0
CDC42EP5,0.3673405,0.0,0.0,0.0,0.0
CDC42SE1,0.0,0.0,0.80482423,0.60996425,0.0
CDC42SE2,0.0,0.45694464,0.9483286,0.44749364,0.0
CDC5L,0.0,0.34089032,0.0,0.26549023,0.0
CDH1,0.0,0.4653411,0.0,0.0,0.0
CDH11,0.0,0.0,0.0,0.0,0.8022328
CDH5,0.91877353,0.0,0.0,0.0,0.0
CDIPT,0.0,0.21042782,0.0,0.0,0.0
CDK12,0.0,0.21223414,0.0,0.0,0.0
CDK13,0.0,0.38715914,0.0,0.39509547,0.0
CDK2AP2,0.0,0.40792722,0.0,0.0,0.0
CDK4,0.0,0.2944661,0.0,0.0,0.47273645
CDK5RAP3,0.0,0.36922216,0.0,0.0,0.0
CDKN1C,0.0,0.2220876,0.0,0.0,0.7625077
CDV3,0.711652,0.5776527,0.792359,1.0625119,0.40389058
CEBPB,0.0,0.7643432,0.0,1.671832,1.022101
CEBPD,1.2015278,0.8189617,0.0,1.6072979,1.3670361
CEBPZ,0.29080594,0.3852494,0.0,0.0,0.0
CEBPZOS,0.0,0.3525061,0.0,0.0,0.0
CELF1,0.0,0.46182406,0.0,0.56678194,0.0
CELF2,0.0,0.0,1.131758,1.079205,0.0
CENPX,0.0,0.34138775,0.0,0.0,0.0
CEP170,0.0,0.0,0.0,0.49020633,0.0
CEP350,0.0,0.2793414,0.0,0.62789476,0.0
CEP57,0.0,0.28675628,0.0,0.0,0.0
CEP68,0.46491617,0.0,0.0,0.0,0.0
CEP70,0.0,0.429434,0.0,0.0,0.0
CERS2,0.0,0.27386272,0.0,0.0,0.0
CETN2,0.0,0.49490207,0.0,0.0,0.0
CFAP298,0.0,0.46028596,0.0,0.0,0.0
CFAP36,0.0,0.4531965,0.0,0.0,0.0
CFAP97,0.44662255,0.4174792,0.0,0.0,0.0
CFD,0.0,0.0,0.0,1.1416161,0.0
CFDP1,0.60521173,0.6424382,0.0,0.0,0.68508744
CFI,0.624156,0.671978,0.0,0.0,0.0
CFL1,1.6929355,1.6631336,2.2440348,2.2451632,1.6023597
CFLAR,1.0253465,0.5475506,1.0803056,0.99628127,0.0
CFP,0.0,0.0,0.0,0.5018585,0.0
CGGBP1,0.0,0.29714873,0.0,0.0,0.0
CHCHD1,0.0,0.59604937,0.0,0.39536685,0.0
CHCHD10,0.0,0.4161192,0.0,0.79041487,0.7333799
CHCHD2,1.5273997,1.8376404,1.522877,1.4811927,1.6658648
CHCHD5,0.0,0.4351909,0.0,0.0,0.0
CHD1,0.0,0.31659776,0.0,0.5254296,0.0
CHD2,0.0,0.2715849,0.0,0.0,0.0
CHD3,0.0,0.5211068,0.0,0.0,0.0
CHD4,0.0,0.55726063,0.0,0.50658935,0.50564986
CHD6,0.0,0.33814016,0.0,0.0,0.0
CHD8,0.0,0.15323502,0.0,0.0,0.0
CHD9,0.7251598,0.5543057,0.0,0.51394576,0.61470044
CHID1,0.0,0.5371499,0.0,0.0,0.40054303
CHMP1B,0.0,0.23816645,0.0,0.0,0.0
CHMP2A,0.79062647,1.0612614,0.0,0.7443679,0.6735392
CHMP2B,0.0,0.36504436,0.0,0.16598332,0.0
CHMP3,0.6963779,0.59746456,0.0,0.43556237,0.34949145
CHMP4A,0.0,0.5188398,0.68200326,0.5750361,0.0
CHMP4B,0.0,0.41748866,0.0,0.47427875,0.0
CHMP5,0.7309773,0.71213347,0.0,0.5019963,0.5583385
CHORDC1,0.0,0.19475222,0.0,0.0,0.0
CHP1,0.0,0.50893235,0.0,0.42717826,0.0
CHPT1,0.0,0.0,0.0,0.32934645,0.0
CHTOP,0.0,0.28749466,0.0,0.0,0.0
CHURC1,0.7714436,0.6361401,0.7058848,0.61130387,0.62615705
CIB1,0.0,0.8479557,0.95734864,0.81345403,0.0
CIITA,0.0,0.0,0.0,0.3764555,0.0
CIR1,0.1727764,0.50658935,0.0,0.44165844,0.46238315
CIRBP,1.2978559,1.240817,1.0971854,0.83347595,1.6588845
CISD1,0.0,0.3642519,0.0,0.0,0.0
CISD2,0.0,0.30882272,0.0,0.0,0.0
CISD3,0.0,0.25938153,0.0,0.0,0.0
CITED4,0.0,0.9771712,0.0,0.0,0.0
CKAP4,0.0,0.42682117,0.0,0.0,0.0
CKB,0.0,0.62235016,0.0,0.0,0.0
CKLF,0.0,0.0,1.0834835,0.8434178,0.0
CLCN3,0.0,0.27398005,0.0,0.0,0.0
CLDN10,0.0,1.0086663,0.0,0.0,0.0
CLDN3,0.0,1.6365762,0.0,0.0,0.0
CLDN4,0.0,0.83600754,0.0,0.0,0.0
CLDN5,1.8082924,0.0,0.0,0.0,0.0
CLDN7,0.0,1.0493116,0.0,0.0,0.0
CLEC11A,0.0,0.0,0.0,0.0,0.53383744
CLEC12A,0.0,0.0,0.0,0.733802,0.0
CLEC14A,1.6781875,0.0,0.0,0.0,0.0
CLEC2B,0.89573616,0.0,0.9748517,0.54309165,0.44365415
CLEC2D,0.0,0.0,0.6885976,0.0,0.0
CLEC4A,0.0,0.0,0.0,0.33455426,0.0
CLEC7A,0.0,0.0,0.0,1.0940605,0.0
CLIC1,1.423614,1.299933,1.8258975,1.7742673,1.0856551
CLIC4,0.556068,0.0,0.0,0.0,0.0
CLINT1,0.0,0.56616974,0.0,0.39186835,0.0
CLIP1,0.0,0.39623427,0.0,0.46010888,0.0
CLN5,0.0,0.289028,0.0,0.0,0.0
CLNS1A,0.0,0.584293,0.0,0.50723636,0.42745644
CLPP,0.0,0.2887848,0.0,0.0,0.0
CLPTM1L,0.0,0.3562804,0.0,0.0,0.0
CLPX,0.0,0.22262499,0.0,0.0,0.0
CLSTN1,0.0,0.2731126,0.0,0.0,0.3751843
CLTA,1.1834248,1.3132297,0.0,1.150241,1.1889439
CLTB,0.38382155,0.4691292,0.0,0.44463193,0.49199298
CLTC,0.50594395,0.6358935,0.0,0.89748573,0.42736202
CLU,2.455376,1.8833026,0.0,0.0,0.0
CLUAP1,0.0,0.31228176,0.0,0.0,0.0
CMC1,0.0,0.3400812,0.0,0.0,0.0
CMIP,0.595775,0.0,0.0,0.48184198,0.0
CMPK1,0.3868828,0.6054546,0.0,0.46224326,0.0
CMTM3,0.0,0.0,0.0,0.22334199,0.0
CMTM6,0.0,1.1035304,0.0,1.078107,0.0
CMTM7,0.0,0.24410164,0.0,0.0,0.0
CMTM8,0.0,0.31235552,0.0,0.0,0.0
CNBP,1.0257769,0.9462311,0.9125376,1.0370209,1.0422792
CNDP2,0.0,1.5057425,0.0,0.52801585,0.0
CNIH1,0.0,0.33594033,0.0,0.30479658,0.0
CNIH4,0.0,0.46182406,0.0,0.0,0.0
CNN2,0.0,0.0,0.0,0.23709029,0.0
CNN3,1.4193617,0.4755595,0.0,0.0,0.9749068
CNOT1,0.0,0.2470966,0.0,0.28311232,0.0
CNOT11,0.0,0.29422915,0.0,0.0,0.0
CNOT2,0.0,0.37315023,0.0,0.3297105,0.0
CNOT4,0.0,0.16394025,0.0,0.0,0.0
CNOT6L,0.0,0.15324257,0.0,0.0,0.0
CNOT7,0.0,0.44734097,0.0,0.0,0.0
CNPY2,0.7076751,0.92700064,0.0,0.35134608,0.7026584
CNPY3,0.0,0.28272086,0.0,0.93134004,0.0
CNTRL,0.0,0.0,0.0,0.43405294,0.0
COA1,0.0,0.26495185,0.0,0.0,0.0
COA3,0.0,0.718282,0.0,0.0,0.0
COA4,0.0,0.5698754,0.0,0.0,0.0
COA5,0.0,0.33249676,0.0,0.0,0.0
COA6,0.0,0.3757499,0.0,0.0,0.0
COL14A1,0.0,0.0,0.0,0.0,0.5005938
COL18A1,0.38535142,0.80750716,0.0,0.0,0.78561556
COL1A1,0.0,0.0,0.0,0.0,2.60427
COL1A2,0.0,0.18394344,0.0,0.0,2.221959
COL3A1,0.0,0.0,0.0,0.0,2.717554
COL4A1,0.64207226,0.0,0.0,0.0,0.7341643
COL4A2,0.53719735,0.0,0.0,0.0,0.97907996
COL4A3BP,0.0,0.5692325,0.0,0.5140905,0.0
COL5A1,0.0,0.0,0.0,0.0,0.50965667
COL5A2,0.0,0.0,0.0,0.0,0.6233593
COL6A1,0.0,0.0,0.0,0.0,1.6944888
COL6A2,0.0,0.0,0.0,0.0,1.826514
COL6A3,0.0,0.0,0.0,0.0,1.3088453
COLGALT1,0.0,0.0,0.0,0.3868828,0.0
COMMD1,0.0,0.37254733,0.0,0.0,0.0
COMMD2,0.0,0.14625204,0.0,0.0,0.0
COMMD3,0.0,0.32898322,0.0,0.0,0.0
COMMD4,0.0,0.34584737,0.0,0.0,0.0
COMMD6,1.5040045,1.4803703,1.6267209,1.3706659,1.6261873
COMMD7,0.0,0.3133337,0.0,0.0,0.0
COMMD8,0.0,0.0,0.0,0.2945223,0.0
COMT,0.6466318,0.63062835,0.0,0.81982386,0.69578326
COPA,0.0,0.45549214,0.0,0.5447815,0.0
COPB1,0.0,0.5854244,0.0,0.46612215,0.39230227
COPB2,0.0,0.60223234,0.0,0.37617907,0.39417398
COPE,0.5840484,1.0008068,0.8830651,0.9792802,0.7207434
COPG1,0.0,0.25567248,0.0,0.0,0.0
COPRS,0.0,0.46359926,0.0,0.0,0.0
COPS2,0.0,0.35201567,0.0,0.0,0.30188015
COPS4,0.0,0.11611175,0.0,0.0,0.0
COPS5,0.0,0.43967038,0.0,0.20105898,0.0
COPS6,0.523049,0.5711118,0.0,0.32581902,0.7086907
COPS9,0.8899866,0.9381851,0.916886,0.8762791,0.8807759
COPZ1,0.0,0.6431715,0.0,0.39774022,0.0
COQ4,0.0,0.27154514,0.0,0.0,0.0
CORO1A,0.0,0.0,1.8753246,1.3570117,0.0
CORO1B,0.0,0.5301345,0.0,0.5002102,0.0
CORO1C,0.0,0.0,0.0,0.4458848,0.0
COTL1,0.0,0.0,1.0007484,2.197837,0.0
COX14,0.5514161,0.6805687,0.0,0.5748419,0.36471975
COX17,0.61938566,0.6567206,0.0,0.6509765,0.0
COX20,0.0,0.53483224,0.0,0.34810194,0.356776
COX4I1,1.6122732,1.7993009,1.6908634,1.8320775,1.5991439
COX5A,0.63994217,0.97559595,0.0,0.8857032,0.45863014
COX5B,1.3866763,1.5772243,1.1107247,1.3642989,1.2630773
COX6A1,1.2133753,1.5534643,1.1181097,1.1808482,1.2168491
COX6B1,1.0950527,1.4840341,1.26699,1.4884872,1.2473402
COX6C,1.4528272,1.6407509,1.4759737,1.3076841,1.9743541
COX7A1,0.7346478,0.0,0.0,0.0,0.41890547
COX7A2,1.1200938,1.5008763,1.1999618,1.1376655,1.1686141
COX7A2L,0.7318764,0.95562494,0.0,0.56678194,0.9384219
COX7B,0.80854124,1.1966276,0.91887057,1.1255785,0.9084381
COX7C,1.705856,2.1068301,1.812233,1.8019307,1.9061117
COX8A,0.8867003,1.2314392,1.0897465,1.3273133,1.0421286
CP,0.0,1.2534688,0.0,0.0,0.0
CPD,0.0,0.32467532,0.0,0.0,0.0
CPEB4,0.0,0.0,0.0,0.25131103,0.0
CPLX1,0.42684102,0.0,0.0,0.0,0.0
CPM,0.0,0.429434,0.0,0.0,0.0
CPNE1,0.0,0.31358317,0.0,0.0,0.34831196
CPNE3,0.40834352,0.45718384,0.0,0.0,0.35332882
CPPED1,0.0,0.0,0.0,0.475683,0.0
CPQ,0.0,0.0,0.0,0.0,0.56717116
CPSF6,0.0,0.30481666,0.0,0.0,0.0
CPVL,0.5866933,0.0,0.0,1.4105076,0.0
CPXM1,0.0,0.0,0.0,0.0,0.634552
CRB3,0.0,0.2544109,0.0,0.0,0.0
CRBN,0.6493811,0.24804732,0.0,0.0,0.0
CREB3,0.0,0.20361233,0.0,0.0,0.0
CREBBP,0.0,0.22349778,0.0,0.24619888,0.0
CREBRF,0.0,0.21342796,0.0,0.3739824,0.0
CREBZF,0.0,0.27501613,0.0,0.0,0.0
CREG1,0.0,0.36101758,0.0,0.73707575,0.0
CRELD2,0.0,0.24806723,0.0,0.0,0.0
CRIM1,0.84952915,0.0,0.0,0.0,0.0
CRIP1,0.0,0.3178484,0.0,0.0,0.0
CRIP2,1.2786937,0.69127697,0.0,0.0,0.0
CRIPT,0.0,0.25687557,0.0,0.0,0.0
CRISPLD2,0.0,0.0,0.0,0.0,0.37311247
CRK,0.34613243,0.24411447,0.0,0.0,0.0
CRLS1,0.0,0.21814139,0.0,0.0,0.0
CRTAP,0.3678384,0.3379423,0.0,0.52985716,0.5621711
CSDE1,1.0916592,1.0642843,0.8311564,1.1502234,1.0642178
CSF1R,0.0,0.0,0.0,1.1202182,0.0
CSF2RA,0.0,0.0,0.0,0.5531428,0.0
CSF3R,0.0,0.0,0.0,0.80493414,0.0
CSGALNACT2,0.0,0.0,0.0,0.22949858,0.0
CSK,0.0,0.0,0.0,0.55366457,0.0
CSNK1A1,1.106316,0.9411713,0.689921,0.9202896,0.9131355
CSNK1D,0.0,0.27823478,0.0,0.34723833,0.0
CSNK1E,0.0,0.35424376,0.0,0.0,0.0
CSNK2A1,0.0,0.48678905,0.0,0.4525258,0.28157717
CSNK2B,0.56085294,0.5658817,0.0,0.5977011,0.5401921
CSRP1,0.40127623,0.2732494,0.0,0.0,0.5898038
CST3,2.1266983,1.9319701,0.0,3.2042797,1.7070725
CST7,0.0,0.0,1.2597245,0.0,0.0
CSTA,0.0,0.0,0.0,0.84414625,0.0
CSTB,0.9443493,1.5381435,0.9644511,1.430383,0.90686274
CTBP2,0.0,0.60634696,0.0,0.3574667,0.0
CTBS,0.0,0.0,0.0,0.32645157,0.0
CTCF,0.0,0.21460564,0.0,0.0,0.0
CTDNEP1,0.0,0.4283131,0.0,0.55973065,0.26258585
CTDSP1,0.0,0.2941202,0.0,0.2831642,0.0
CTDSP2,0.0,0.38203987,0.0,0.18921044,0.0
CTGF,0.67222923,0.0,0.0,0.0,0.0
CTHRC1,0.19581825,0.0,0.0,0.0,0.0
CTNNA1,0.6993123,0.81687766,0.0,0.5002376,0.39010128
CTNNAL1,0.86526895,0.37254733,0.0,0.0,0.0
CTNNB1,0.9463086,0.6735392,0.0,0.62215734,0.72453487
CTNND1,0.5572948,0.49647433,0.0,0.0,0.0
CTR9,0.0,0.19367361,0.0,0.0,0.0
CTSA,0.0,0.35921928,0.0,0.7943133,0.0
CTSB,0.5008956,1.150083,0.0,1.8977123,0.85748994
CTSC,0.8194559,0.0,0.9919715,1.2214053,0.0
CTSD,0.0,0.7473962,0.6657581,1.6502359,0.4747336
CTSF,0.0,0.0,0.0,0.0,0.4353869
CTSH,0.6483531,0.63439584,0.0,1.3596883,0.0
CTSK,0.0,0.0,0.0,0.0,0.5355631
CTSL,0.0,0.24087846,0.0,0.40616292,0.7029617
CTSS,0.0,0.0,0.0,2.8887672,0.0
CTSW,0.0,0.0,1.1682595,0.0,0.0
CTSZ,0.47457367,0.7074514,0.0,1.7665293,0.0
CTTN,0.5567148,0.6917569,0.0,0.0,0.5587331
CUEDC2,0.0,0.347395,0.0,0.0,0.3628199
CUL3,0.0,0.44189233,0.0,0.28587174,0.0
CUL5,0.0,0.32760215,0.0,0.0,0.0
CUTA,0.58930534,1.045557,0.77177876,0.5111259,0.97625303
CUX1,0.0,0.37621358,0.0,0.49388626,0.5355474
CWC15,0.56173676,0.62773466,0.0,0.47779292,0.53389215
CXADR,0.0,0.548855,0.0,0.0,0.0
CXCL16,0.0,0.0,0.0,0.5802753,0.0
CXCR4,0.0,0.0,1.3517668,0.6476542,0.0
CXXC5,0.0,0.3664069,0.0,0.0,0.0
CXorf36,1.0997567,0.0,0.0,0.0,0.0
CYB561,0.0,0.329323,0.0,0.0,0.0
CYB5A,0.0,1.0289447,0.0,0.0,0.0
CYB5B,0.0,0.4338753,0.0,0.0,0.0
CYB5R3,0.77596056,0.43207952,0.0,0.0,0.59557915
CYB5R4,0.0,0.0,0.0,0.39408126,0.0
CYBA,0.0,1.760166,2.1687841,2.7151978,0.69648606
CYBB,0.0,0.0,0.0,1.9006456,0.0
CYBC1,0.0,0.0,0.0,0.40903327,0.0
CYC1,0.0,0.52732867,0.0,0.39509547,0.0
CYCS,0.43554172,0.550482,0.0,0.54520565,0.3506991
CYFIP1,0.0,0.3102407,0.0,0.5907455,0.0
CYHR1,0.0,0.34476328,0.0,0.0,0.0
CYLD,0.0,0.0,0.0,0.3823092,0.0
CYSTM1,0.36491448,0.6224145,0.0,0.0,0.0
CYTH1,0.0,0.0,0.0,0.4788425,0.0
CYTH2,0.0,0.28272086,0.0,0.0,0.0
CYTH4,0.0,0.0,0.0,0.5149896,0.0
CYTIP,0.0,0.0,1.0982552,0.40209997,0.0
CYYR1,0.9626783,0.0,0.0,0.0,0.0
DAAM1,0.0,0.34868008,0.0,0.0,0.0
DAB2,0.48881787,0.0,0.0,0.30257553,0.0
DAD1,1.2668722,1.3593233,1.0316563,0.80871385,1.2251388
DALRD3,0.0,0.26478547,0.0,0.0,0.0
DAP,0.0,0.37452912,0.0,0.0,0.0
DAP3,0.0,0.2751875,0.0,0.0,0.0
DAPP1,0.0,0.0,0.0,0.21519688,0.0
DARS,0.0,0.612608,0.0,0.28101805,0.0
DAZAP1,0.0,0.16109793,0.0,0.0,0.0
DAZAP2,0.22346014,0.5192679,0.3956896,1.0468409,0.0
DBI,0.6841083,0.97040063,1.0126164,1.2272208,0.7407031
DBNL,0.0,0.18621857,0.0,0.6786272,0.0
DCAF13,0.0,0.30190966,0.0,0.0,0.0
DCAF6,0.0,0.24623807,0.0,0.0,0.0
DCAF7,0.0,0.29849902,0.0,0.49909025,0.0
DCBLD2,0.0,0.27636042,0.0,0.0,0.0
DCDC2,0.0,0.50591594,0.0,0.0,0.0
DCN,0.0,0.0,0.0,0.0,2.9817247
DCP2,0.0,0.0,0.0,0.539616,0.0
DCTN2,0.0,0.49592224,0.0,0.0,0.5218371
DCTN3,0.30474642,0.46008578,0.0,0.3371595,0.5989065
DCTN6,0.0,0.3054703,0.0,0.0,0.0
DCTPP1,0.0,0.26338717,0.0,0.0,0.0
DCXR,0.0,0.37260753,0.0,0.0,0.0
DDAH2,0.5585958,0.55041534,0.0,0.0,0.8125561
DDB1,0.0,0.34239972,0.0,0.0,0.0
DDIT4,0.3971228,0.0,1.0166407,0.0,0.0
DDOST,0.485446,0.79957455,0.0,0.42632622,0.66171783
DDR1,0.0,0.49864095,0.0,0.0,0.0
DDR2,0.0,0.0,0.0,0.0,0.40647686
DDRGK1,0.30011433,0.6065095,0.0,0.0,0.0
DDT,0.72924566,1.1512436,0.0,0.8152561,0.69667554
DDX1,0.0,0.42343923,0.0,0.0,0.0
DDX17,1.514717,1.4547797,1.6187911,1.4786303,1.4299185
DDX18,0.8298259,0.7404724,0.7406877,0.641296,0.68177027
DDX21,0.7430028,0.53070545,0.0,0.7325371,0.0
DDX24,0.9382189,0.76632005,1.0919411,0.65003705,0.97744817
DDX27,0.0,0.28164136,0.0,0.0,0.0
DDX39B,0.0,0.19662546,0.0,0.0,0.0
DDX3X,1.0030862,0.72691065,0.9123703,1.0484078,0.6901678
DDX42,0.0,0.36330548,0.0,0.0,0.0
DDX46,0.7240431,0.6880002,0.8236632,0.7252187,0.6555729
DDX5,2.0859826,1.6227734,2.0623884,1.8663363,1.7529967
DDX50,0.0,0.21092434,0.0,0.0,0.0
DDX52,0.0,0.42496616,0.0,0.0,0.0
DDX6,0.3110957,0.42638555,0.6864107,0.46770823,0.35336262
DECR1,0.0,0.4699474,0.0,0.29725367,0.0
DEFB1,0.0,0.8126458,0.0,0.0,0.0
DEGS1,0.0,0.43643165,0.0,0.37197644,0.0
DEK,0.96328986,0.8784553,0.98923427,1.1035665,0.8305297
DENR,0.0,0.4841873,0.0,0.0,0.0
DEPTOR,0.0,0.15778387,0.0,0.0,0.0
DERA,0.0,0.37476245,0.0,0.0,0.0
DERL2,0.0,0.37413412,0.0,0.0,0.0
DGCR6L,0.0,0.2248825,0.0,0.0,0.0
DGKH,0.0,0.18777072,0.0,0.0,0.0
DGKZ,0.0,0.0,0.0,0.22014104,0.0
DGUOK,0.0,0.5050209,0.0,0.0,0.32001415
DHPS,0.0,0.31194493,0.0,0.0,0.0
DHRS3,0.0,0.47612822,0.0,0.0,0.0
DHRS7,0.51634437,0.56714463,0.0,0.5042126,0.0
DHRS7B,0.0,0.27707896,0.0,0.0,0.0
DHX15,0.0,0.3875662,0.0,0.0,0.0
DHX29,0.0,0.32960472,0.0,0.0,0.0
DHX30,0.0,0.23731443,0.0,0.0,0.0
DHX36,0.49399298,0.5108828,0.0,0.5105828,0.5836679
DHX9,0.0,0.4502015,0.0,0.2732937,0.0
DIAPH1,0.0,0.3178484,0.0,0.5321152,0.0
DICER1,0.0,0.39145213,0.0,0.6953514,0.0
DKC1,0.0,0.1639951,0.0,0.0,0.0
DLD,0.0,0.2513927,0.0,0.0,0.0
DLG1,0.0,0.29983255,0.0,0.0,0.0
DLG5,0.0,0.33841664,0.0,0.0,0.0
DLX5,0.0,1.0084726,0.0,0.0,0.0
DLX6,0.0,0.28395364,0.0,0.0,0.0
DMAC1,0.0,0.5058599,0.0,0.0,0.0
DMKN,0.0,0.93801606,0.0,0.0,0.0
DMXL2,0.0,0.0,0.0,0.580851,0.0
DNAJA1,1.2773924,1.0595424,0.0,0.83264875,0.9170308
DNAJA2,0.20784979,0.50775814,0.0,0.3823092,0.39574906
DNAJB1,0.0,0.20608988,0.0,0.0,0.0
DNAJB11,0.0,0.23944372,0.0,0.0,0.0
DNAJB12,0.0,0.27072868,0.0,0.0,0.0
DNAJB14,0.0,0.32280576,0.0,0.34613243,0.0
DNAJB6,0.6888349,0.61093235,0.0,0.6567685,0.6059917
DNAJC1,0.0,0.31545374,0.0,0.0,0.0
DNAJC10,0.0,0.6755648,0.0,0.0,0.0
DNAJC15,0.0,0.9698664,0.0,0.48196885,0.0
DNAJC19,0.0,0.50955707,0.0,0.0,0.3065627
DNAJC2,0.0,0.20076817,0.0,0.0,0.0
DNAJC21,0.0,0.45014995,0.0,0.0,0.0
DNAJC3,0.42520204,0.583241,0.0,0.4522358,0.3809033
DNAJC4,0.0,0.14173672,0.0,0.0,0.0
DNAJC7,0.4976501,0.5254296,0.0,0.6753279,0.377025
DNAJC8,0.7742011,0.6763914,0.71609586,0.71238863,0.79928565
DNASE2,0.0,0.23782188,0.0,0.0,0.0
DNM1L,0.0,0.21023273,0.0,0.0,0.0
DNMT1,0.0,0.24508104,0.0,0.34504655,0.0
DNPEP,0.0,0.18511449,0.0,0.0,0.0
DNPH1,0.0,0.5554397,0.0,0.0,0.0
