organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
endometrium,Tan,2022,celltype,X_umap,endometriosis | normal,FALSE,,,10.1038/s41556-022-00961-5,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,Single-cell analysis of endometriosis reveals a coordinated transcriptional programme driving immunotolerance and angiogenesis across eutopic and ectopic tissues,endo-2022_global,Nature Cell Biology,https://singlecell.jax.org/datasets/endometriosis-2022,https://singlecell.jax.org/datasets/endometriosis-2022,https://singlecell.jax.org/datasets/endometriosis/h5ad/endo-2022_global.h5ad,UBERON:0001272 | UBERON:0001295 | UBERON:0000992,MONDO:0005011 | PATO:0000461,HsapDv:0000240,8bb878,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/69d327d6ff1844a35258cb41/jobs/69d3dcda4b02ca51b73390b6/work/17/c3f26fa2c6bdbac22feffdb4bb7491/endometrium_Tan_Nature_Cell_Biology_2022_celltype_X_umap_global_adata_filtered.h5ad,endometrium_Tan_Nature_Cell_Biology_2022_celltype_X_umap_global,celltype,18,0.7262716499999999,0.6939004261111111,0.1937453728484891,14,4,0,0.8630208664785785,0.7872587384466129
