organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,MacParland,2018,CellType,X_umap_hm,normal,TRUE,,,10.1038/s41467-018-06318-7,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,Liver,42e4c10d-34e4-41ea-928d-818bbf9f00be,Nat Commun,https://cellxgene.cziscience.com/collections/bd5230f4-cd76-4d35-9ee5-89b3e7475659,https://cellxgene.cziscience.com/e/a43aa46b-bd16-47fe-bc3e-19a052624e79.cxg/,https://datasets.cellxgene.cziscience.com/42e4c10d-34e4-41ea-928d-818bbf9f00be.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000115 | HsapDv:0000120 | HsapDv:0000135 | HsapDv:0000138 | HsapDv:0000159,478fb2,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69cc32bfb58445a0bca4b5ff/work/54/35f5905e0ea1b03d0e7b8979fbe54c/liver_MacParland_Nat_Commun_2018_CellType_X_umap_hm_9f00be_adata_filtered.h5ad,liver_MacParland_Nat_Commun_2018_CellType_X_umap_hm_9f00be,CellType,15,0.5774759,0.609918706,0.17503955241276728,12,3,0,0.8135970100929598,0.8245088328933886
