organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Xu,2023,Curated_annotation,X_umap,normal,TRUE,,,10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Liver,6e7d3489-8aa7-4e6a-befe-ec5ad5a72286,Cell,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/1d89d081-f43d-401a-be76-bd6ef9259f4e.cxg/,https://datasets.cellxgene.cziscience.com/6e7d3489-8aa7-4e6a-befe-ec5ad5a72286.h5ad,UBERON:0001117 | UBERON:0002107,PATO:0000461,HsapDv:0000115 | HsapDv:0000120 | HsapDv:0000122 | HsapDv:0000128 | HsapDv:0000135 | HsapDv:0000138 | HsapDv:0000139 | HsapDv:0000140 | HsapDv:0000143 | HsapDv:0000146 | HsapDv:0000147 | HsapDv:0000149 | HsapDv:0000152 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000166 | HsapDv:0000167 | HsapDv:0000169 | HsapDv:0000171 | HsapDv:0000226 | HsapDv:0000258 | HsapDv:0000266,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/b2/48040921898197287be2b92e1e4ae4/liver_Xu_Cell_2023_Curated_annotation_X_umap_a72286_adata_filtered.h5ad,liver_Xu_Cell_2023_Curated_annotation_X_umap_a72286,Curated_annotation,29,0.23779708,0.2524704206896552,0.3258289850942509,6,8,15,0.7018989521326314,0.6543847750953394
