organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,MacParland,2018,CellType,X_umap_hm,normal,TRUE,,,10.1038/s41467-018-06318-7,Single cell RNA sequencing of human liver reveals distinct intrahepatic macrophage populations,Liver,42e4c10d-34e4-41ea-928d-818bbf9f00be,Nat Commun,https://cellxgene.cziscience.com/collections/bd5230f4-cd76-4d35-9ee5-89b3e7475659,https://cellxgene.cziscience.com/e/a43aa46b-bd16-47fe-bc3e-19a052624e79.cxg/,https://datasets.cellxgene.cziscience.com/42e4c10d-34e4-41ea-928d-818bbf9f00be.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000115 | HsapDv:0000120 | HsapDv:0000135 | HsapDv:0000138 | HsapDv:0000159,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/49/33c305f0b112fff3fdc08755601abf/liver_MacParland_Nat_Commun_2018_CellType_X_umap_hm_9f00be_adata_filtered.h5ad,liver_MacParland_Nat_Commun_2018_CellType_X_umap_hm_9f00be,CellType,15,0.5774759,0.609918706,0.17503955241276728,12,3,0,0.8135970100929598,0.8245088328933886
