dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
digestive_tract_Martin_2019,digestive_tract,Martin,2019,author_cell_type1,X_umap_hm,10.1016/j.cell.2019.08.008,Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,Ileum,Cell,https://cellxgene.cziscience.com/collections/2b02dff7-e427-4cdc-96fb-c0f354c099aa,https://cellxgene.cziscience.com/e/36c867a7-be10-4e69-9b39-5de12b0af6da.cxg/,https://datasets.cellxgene.cziscience.com/73904545-a97e-4b0b-9599-a8636359ef00.h5ad,21,32458,0.5489272,0.49616454476190475,0.3013315148735399,14,2,5,0.8739918549868242,0.8146743056188803
