cluster,count
T cells,14957
Doublets,4052
Plasma cells,3898
B cells,3183
MNP,1635
ILC,1382
Enterocytes,809
Fibs,571
CD36+ endothelium,416
Progenitors,382
Goblets,230
Glial cells,175
Cycling,151
ACKR1+ endothelium,149
Pericytes,121
Lymphatics,96
Mast cells,92
SM,54
TA,53
Paneth cells,34
Enteroendocrines,18
