organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
digestive_tract,Martin,Cell,2019,10.1016/j.cell.2019.08.008,Single-Cell Analysis of Crohn’s Disease Lesions Identifies a Pathogenic Cellular Module Associated with Resistance to Anti-TNF Therapy,Ileum,https://cellxgene.cziscience.com/collections/2b02dff7-e427-4cdc-96fb-c0f354c099aa,https://cellxgene.cziscience.com/e/36c867a7-be10-4e69-9b39-5de12b0af6da.cxg/,https://datasets.cellxgene.cziscience.com/73904545-a97e-4b0b-9599-a8636359ef00.h5ad,author_cell_type1,X_umap_hm,32458,21,0.5489271499999999,0.4465735202862981,0.23328502808285081,0.8739918549868242,0.8146743056188802,21
