,ACKR1+ endothelium,B cells,CD36+ endothelium,Cycling,Doublets,Enterocytes,Enteroendocrines,Fibs,Glial cells,Goblets,ILC,Lymphatics,MNP,Mast cells,Paneth cells,Pericytes,Plasma cells,Progenitors,SM,T cells,TA
HES4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7465613,0.0,0.0,0.0,0.0,0.0
ISG15,0.0,0.0,0.0,0.0,0.0,1.3063078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AURKAIP1,0.0,0.0,0.0,1.0226763,0.0,1.016559,0.96092105,0.0,0.0,0.97740835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9567417,0.0,0.0,1.1177038
MRPL20,0.0,0.0,0.0,0.0,0.0,0.0,0.9060184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSU72,0.0,0.0,0.0,0.0,0.0,0.0,0.88437396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.0,0.0,0.0,0.0,0.0,0.9374554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,2.7862883,3.1851945,2.4558105,2.69309,1.9124694,1.243203,2.3879738,2.7611785,2.0351448,2.9217644,2.8537788,2.5977993,3.011072,2.4946332,1.0712471,2.3410244,1.6392946,2.7646558,2.4069166,2.9713638,2.673195
CAMTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.41957653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32139897,0.0,0.0,0.89459336
PARK7,0.0,0.0,0.0,1.2055619,0.0,0.0,1.2906637,0.0,0.0,1.0494099,0.0,0.0,0.68976444,0.0,0.0,0.0,0.0,0.7629028,1.2581677,0.0,1.2783397
ENO1,0.0,0.0,0.0,1.502123,0.0,1.150665,0.48731095,0.0,0.0,0.0,0.0,0.0,0.95551145,0.0,0.0,0.0,0.0,1.3896117,1.3758887,0.0,1.3196149
CTNNBIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBP7,0.0,0.0,1.3702755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A3,0.0,0.0,0.0,0.0,0.0,1.5296664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.0,0.0,0.0,0.93898714,0.0,0.0,1.2693204,0.0,0.0,0.77863467,0.0,0.0,0.9976995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICOS10,0.0,0.0,0.0,0.81427807,0.0,0.0,0.88702214,0.0,0.0,0.8045923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2169111,1.7788303,0.0,1.2153145
NBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7022572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7833956,0.0,0.0
PLA2G2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5318556,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1591142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308157
HSPG2,0.0,0.0,1.631086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42,1.3134196,0.0,1.1279134,1.2163997,0.0,0.0,0.9232687,0.0,0.0,0.81890905,0.0,1.4743371,1.1483076,0.0,0.0,0.0,0.0,0.80717415,1.361961,0.0,0.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4690154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0262245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2059715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPR,0.0,0.0,0.0,0.7533486,0.0,0.0,1.1837076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2773283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8849569
ID3,1.301615,0.0,1.4226635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL11,3.5554364,4.272896,3.2762542,3.592332,3.1828036,2.616574,3.3569536,3.3298244,2.5911927,3.6809664,3.7096777,3.1181145,3.6740777,3.5553725,1.9347147,2.9601884,2.6155162,3.7222428,3.1636324,3.893389,3.5898595
SRSF10,0.0,0.0,0.0,0.0,0.0,0.0,0.46615237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.43240827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92489636
CLIC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7619747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714619
TMEM50A,0.0,0.0,1.267427,0.0,0.0,0.0,0.91811806,0.0,0.0,0.0,0.0,1.612668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN1,0.0,0.0,0.0,2.8334017,0.0,0.0,2.9355311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2464924
ZNF593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33010307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3BGRL3,1.5823191,1.3584538,1.4955982,2.0104814,0.77621996,1.2688868,1.5900257,0.0,0.0,2.867548,1.5446494,1.9064783,2.138964,1.84038,1.3185215,0.0,0.0,1.1745133,0.0,1.9855951,2.4110284
CD52,0.0,2.782014,0.0,1.8883605,0.0,0.0,0.0,0.0,0.0,0.0,2.1720264,0.0,1.150665,0.0,0.0,0.0,0.0,0.0,0.0,2.2954166,0.0
HMGN2,0.0,0.0,0.0,2.9944983,0.0,0.0,1.8502476,1.4521409,0.0,1.348567,0.0,0.0,1.117773,0.0,0.0,1.0793885,0.0,1.2163646,1.7456251,0.0,2.784861
SFN,0.0,0.0,0.0,0.0,0.0,0.89254606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDC,0.0,0.0,0.0,0.0,0.0,0.0,0.83669645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WASF2,0.0,0.0,1.0515354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008444,0.0,0.0,0.0,0.0,0.0
IFI6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3507503,0.0,0.0,0.0,0.0,0.0,0.0
ATP5IF1,0.0,0.0,0.0,1.210003,0.0,1.7647772,1.6846206,0.0,0.0,1.5132519,0.0,0.0,0.7635447,0.0,0.0,0.0,0.0,1.7533479,0.0,0.0,2.0273757
LAPTM5,0.0,2.1727157,0.0,0.93898714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.567888,0.0,0.0,0.0,0.0,0.0,0.0,1.4827027,0.0
SERINC2,0.0,0.0,0.0,0.0,0.0,0.0,0.88437396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TINAGL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7481267,0.0,0.0,0.0,0.0,0.0
PTP4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308157
KHDRBS1,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3I,0.0,0.0,0.0,0.0,0.0,0.0,0.9374554,0.0,0.0,0.79036343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7074999
MARCKSL1,1.0554824,0.0,0.0,0.0,0.0,0.0,2.4950833,0.0,0.0,1.3842046,0.0,1.8404586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3075854
RBBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM54,0.0,0.0,0.0,0.0,0.0,0.8573269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75554526,0.0,0.0,0.0
GJA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2063816,0.0,0.0,0.0,0.0,0.0
SFPQ,0.0,0.0,0.0,0.95758396,0.0,0.0,0.94491315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85382694
PSMB2,0.0,0.0,0.0,0.0,0.0,0.0,0.8238647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THRAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.41957653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS15,0.0,0.0,0.0,0.0,0.0,0.0,0.8238647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.96092105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,1.1315308,0.0,1.202296,1.3279117,0.0,1.3657998,1.6845009,0.0,0.0,1.6710291,0.0,0.0,0.97246933,0.0,0.0,1.5601213,0.0,1.8816091,1.8308389,0.0,1.6665152
CAP1,0.0,0.0,0.0,0.9268288,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.8361783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86745083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCA2A,0.0,0.0,0.0,0.0,0.0,3.1456416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6288564,0.0,0.0,0.0,0.0,0.0,0.0
YBX1,2.0840929,1.7938459,1.8672495,2.524212,1.277314,1.6118423,2.4552383,0.0,1.2227036,2.0349145,1.7516619,2.0776505,2.3734107,0.0,0.0,1.992675,0.9088571,2.4627273,2.3167117,1.5757478,2.3781319
TIE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9806731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0B,0.0,0.0,0.0,0.0,0.0,0.0,1.341395,0.0,0.0,0.77410734,0.0,0.0,0.8125308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79236114
RPS8,3.58747,4.38609,3.156504,3.664315,2.8660693,2.145267,3.2460022,3.4841766,2.6845684,3.8445337,3.6673517,3.165582,3.6513634,3.119038,1.8700937,3.259781,2.532918,3.8400097,3.4553757,3.896534,3.9046564
PRDX1,1.7227337,0.0,1.780806,0.93898714,0.0,1.9454818,0.9786127,0.0,1.7992991,0.9745765,0.0,0.0,0.0,0.0,0.0,1.5601213,0.0,1.6539288,1.9350348,0.0,1.1914955
AKR1A1,0.0,0.0,0.0,0.0,0.0,1.2985724,0.958614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7785966,0.0,0.0,0.81864583
NASP,0.9718562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84796923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRH,1.3974981,1.4137607,0.0,1.7214125,0.0,1.5357392,1.9477528,0.0,0.0,1.8770247,0.0,0.0,1.471745,0.0,0.0,1.0008444,0.65603197,2.1767783,1.1324663,0.0,2.0935986
CMPK1,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.862239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3B,0.0,0.0,0.0,0.0,0.0,0.0,0.8715422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCP2,0.0,0.0,0.0,0.0,0.0,1.8850361,1.2270759,0.0,0.0,1.5414935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2139437,0.0,0.0,1.2233802
LRRC42,0.0,0.0,0.0,0.0,0.0,0.0,0.8238647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM59,1.3023945,0.0,1.6585646,0.9884976,1.466466,1.5537679,2.1217623,1.4419492,1.8921782,1.5965812,0.0,0.0,0.0,0.0,0.0,1.6322217,1.4275725,1.462504,1.4290018,0.0,1.2783397
PLPP3,0.0,0.0,1.2209326,0.0,0.0,0.0,0.0,1.8498801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUN,2.085635,0.0,1.9814091,0.9273825,2.3735578,1.7992991,2.3175263,1.6784599,2.7805936,2.144845,0.0,1.5102731,0.8396759,2.1711068,0.908569,2.4827323,2.5705988,2.1122723,1.1502569,2.0050864,2.4764698
NFIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2959955,0.0,0.0,0.0,1.3941426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERBP1,1.0760647,0.0,1.0123608,1.0222205,0.0,0.0,0.9060184,0.0,0.0,1.0086796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88676053,0.0,0.0,1.1849928
GADD45A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF11,0.9095639,0.0,0.0,0.0,0.0,0.0,0.8857289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,0.0,0.0,0.0,1.1787989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.204907,0.0,0.0,1.7729621,0.0,0.0
ADGRL4,0.0,0.0,1.4383965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,1.7797774,0.0,1.3112569,0.9518832,0.0,0.98786247,0.98087895,0.0,0.0,0.9907286,0.0,0.0,1.2055619,0.0,0.0,0.0,0.0,1.1494875,0.0,0.0,1.0256504
CCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98955816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODF2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6374028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3299875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1682594
SELENOF,0.0,0.0,0.0,0.74651337,0.0,0.0,0.8908795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271323,0.0,0.0
RPL5,2.829778,3.4057713,2.4793456,2.8955812,2.3404305,1.1173577,2.8825774,2.7116978,2.139625,2.888495,3.0881715,2.3506565,2.662588,2.398805,1.3762944,2.624372,1.9360328,2.9963486,2.9748359,3.0657198,2.7622097
GCLM,0.0,0.0,0.0,0.0,0.0,0.0,1.1094298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP29,1.1315308,0.0,1.5130267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4726515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN3,1.803946,0.0,1.0118575,0.0,0.0,0.0,0.0,0.0,2.4427123,0.0,0.0,0.0,0.0,0.0,0.0,1.4081357,0.0,0.0,0.0,0.0,0.0
S1PR1,0.0,0.0,1.1815792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPF38B,0.0,0.0,0.0,0.0,0.0,0.0,0.9037113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSTM4,0.0,0.0,0.0,0.0,0.0,0.75133157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMTOR5,0.0,0.0,0.0,0.0,0.0,0.0,1.3949513,0.0,0.0,0.9773066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84046817,0.0,0.0,0.83915305
CD53,0.0,0.0,0.0,0.98010063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0205148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5PB,0.0,0.0,0.0,1.0987456,0.0,0.0,1.4579587,0.0,0.0,0.9686686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4433701,0.0,0.0,1.2486709
C1orf162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3484471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5387341,0.0,0.0
RHOC,1.1407194,0.0,1.556863,0.0,0.0,1.830275,0.0,0.0,2.0905898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSDE1,0.0,0.0,0.0,0.0,0.0,0.0,0.43240827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.96260476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1A1,0.0,0.0,0.0,0.0,0.0,1.707166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.233721,0.0,0.0,0.7814114
CD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8167745,0.0
REG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.520926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM8A,0.0,0.0,0.0,0.8532852,0.0,0.0,0.8778983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76360583
TXNIP,2.9244647,2.4307408,3.1295218,0.0,0.86480325,0.0,0.4519657,2.2585266,1.939594,0.0,2.4463987,2.7061396,1.440964,0.0,0.0,1.9204623,0.0,0.0,1.7545443,2.930153,0.0
ANP32E,0.0,0.0,0.0,1.0199476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS21,0.0,0.0,0.0,0.0,0.0,0.0,1.148881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCL1,1.1491904,0.0,1.188949,0.9311854,0.0,0.0,0.40428817,0.0,0.0,1.5015781,2.2203095,0.0,2.0482702,2.1546502,0.0,0.0,0.0,0.0,0.0,1.9676502,0.0
ENSA,0.0,0.0,0.0,0.82457083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.076856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A10,2.7271857,0.0,2.2724578,1.5252428,0.0,2.4476972,1.569679,1.3110392,3.1417136,2.4656272,0.0,3.2040195,1.1246055,0.0,0.0,0.0,0.0,2.5469556,2.1997352,0.0,2.5960603
S100A11,1.3778788,0.0,1.680597,0.0,0.0,0.0,0.43240827,1.5466028,1.9164963,1.7794722,0.0,0.0,2.0981443,0.0,0.0,0.0,0.0,1.3614922,1.6646161,0.0,1.5690911
S100A6,2.4079556,0.0,2.2796452,1.4712279,0.0,3.4566553,3.2462554,3.0521736,4.140841,4.0675964,0.0,2.2074885,1.3049351,2.440816,1.666679,2.4951434,0.0,3.1988864,4.007797,1.622036,3.4402988
S100A4,0.0,0.0,0.0,1.0874059,0.0,0.0,0.0,0.0,2.509138,0.0,1.7861589,0.0,0.8207058,1.92752,0.0,1.4081357,0.0,0.0,2.6337361,2.129766,0.0
S100A16,0.0,0.0,1.2377195,0.0,0.0,0.0,1.3102783,0.0,0.0,1.0873156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7815088,0.0,0.0,0.7714619
S100A14,0.0,0.0,0.0,0.0,0.0,1.8594266,0.0,0.0,0.0,1.6703587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3189731,0.0,0.0,1.0406888
S100A13,1.8064935,0.0,1.8519912,0.0,0.0,0.0,0.0,1.9566146,0.0,0.0,0.0,1.5807054,0.0,0.0,0.0,0.0,0.0,0.0,1.9443697,0.0,0.0
ILF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7308157
JTB,0.0,0.0,0.0,0.9428451,0.0,0.0,0.99573016,0.0,0.0,1.2861513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83278525,0.0,0.0,1.1485282
RAB13,1.0137535,0.0,0.0,0.0,0.0,0.0,0.41957653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS27,3.7356138,4.9932766,3.5556965,3.7394757,2.9185495,2.8076828,3.1359878,3.4785786,3.003556,3.7764788,4.3643327,3.2163832,3.653585,4.1215034,2.2813685,3.2282932,2.5419536,3.645718,3.4228408,4.550006,3.6374514
TPM3,1.0760647,0.0,0.0,1.306897,0.0,0.0,0.90871656,0.0,0.0,0.0,0.0,0.0,0.90253484,0.0,0.0,0.0,0.0,0.7529336,0.0,0.0,0.7814114
C1orf43,0.0,0.0,0.0,0.0,0.0,0.0,0.8715422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,1.4193786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95531464
SSR2,0.0,0.0,0.0,1.5252428,1.200264,0.0,1.1531069,0.0,0.0,1.3435073,0.0,0.0,0.71842164,0.0,0.0,0.0,1.1133603,0.9958128,0.61304784,0.0,1.3075854
LAMTOR2,0.0,0.0,0.0,0.0,0.0,0.0,0.8519848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMNA,0.0,0.0,1.4314413,0.0,0.0,0.0,0.0,0.0,1.6891749,1.4943311,0.0,0.0,0.0,2.383499,0.2861279,1.4081357,0.0,1.0956893,1.9789789,0.0,1.4954638
CCT3,0.0,0.0,0.0,0.0,0.0,0.0,0.9700449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7714619
IFI16,1.7797774,0.0,1.3895323,0.8173726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR1,3.1413958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP23,1.3938415,0.0,0.0,0.0,0.0,0.0,0.43240827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGLN2,1.9431723,0.0,1.9191029,1.1066768,0.0,0.0,1.4898036,1.3124266,1.7418859,1.1454307,1.330012,0.0,1.3320025,0.0,0.0,1.5254306,0.0,0.0,0.0,0.0,1.3590983
ENSG00000224259,0.0,0.0,0.0,0.0,0.0,1.0473677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD48,0.0,1.6623489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7602554,0.0,0.0,0.0,0.0,0.0,0.0,1.7051982,0.0
ITLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6520362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1036425
ITLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5416641,0.0,0.0,0.0,0.0,0.0,0.0
