,ACKR1+ endothelium,B cells,CD36+ endothelium,Cycling,Doublets,Enterocytes,Enteroendocrines,Fibs,Glial cells,Goblets,ILC,Lymphatics,MNP,Mast cells,Paneth cells,Pericytes,Plasma cells,Progenitors,SM,T cells,TA
ENSG00000231389,1.7688001,2.7573857,1.7865703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000223865,1.6418918,2.8928938,1.6708965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.047526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231500,4.06902,4.813751,3.623149,4.2507253,3.7657382,2.8807402,3.6711779,3.7205353,2.9620416,4.490037,4.2602797,3.8264039,4.226489,4.142599,3.0629892,3.4841766,3.324479,4.6278086,3.67133,4.445314,4.5408483
ENSG00000112514,0.0,0.0,0.0,0.80719835,0.0,0.0,1.9259264,0.0,0.0,1.0169933,0.0,0.0,0.0,0.0,0.0,0.0,0.7658773,0.92416286,0.0,0.0,1.1844412
ENSG00000137309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7649903,0.0,0.0,0.7814114
ENSG00000124614,0.0,1.9529718,0.0,1.4305905,0.0,0.0,0.40428817,0.0,0.0,1.2848728,1.4564164,0.0,1.2477853,0.0,0.0,0.0,0.0,1.4868977,0.0,1.7303318,1.5212224
ENSG00000124664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0005255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124562,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198755,2.7538385,3.5873752,2.3904326,3.0757396,2.498979,1.1876794,3.056891,2.5768468,2.3605642,3.3764806,3.1699338,1.9608655,2.832611,2.395177,1.6537206,2.713668,1.9130843,3.3938632,3.0692694,3.2250404,3.271413
ENSG00000096060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80968225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112081,1.2442571,0.0,1.6226888,1.7318614,0.0,0.0,1.4357717,0.0,0.0,1.3277774,0.0,0.0,1.1653416,0.0,0.0,1.187521,0.0,1.4320483,0.0,0.0,1.7479309
ENSG00000124762,0.0,0.0,0.0,0.0,0.0,0.64801556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137409,0.0,0.0,0.0,0.0,0.0,0.0,0.9700449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32139897,0.0,0.0,0.0
ENSG00000096384,2.044748,1.4498893,1.8855197,1.2387744,0.0,0.0,2.198322,1.835127,1.9309744,1.3928318,1.6446687,1.6698494,1.3761065,1.6825614,0.0,1.992675,0.0,1.7236865,1.688293,1.2477853,1.6432366
ENSG00000096401,0.0,0.0,0.0,0.0,0.0,0.0,0.41957653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9692088,0.0,0.0,0.0,0.0,0.0
ENSG00000112818,0.0,0.0,0.0,0.0,0.0,0.97431374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069122,0.0,0.0,1.2783399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198087,0.0,0.0,0.0,0.0,0.0,0.0,0.4519657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244067,0.0,0.0,0.0,0.0,0.0,0.7578982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243955,0.0,0.0,0.0,0.0,0.0,3.1622815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1970537,0.0,0.0,0.0
ENSG00000151914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2433786,2.5423577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3463552,0.0,0.0
ENSG00000112245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77309906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156508,4.1388144,4.7681656,3.7296252,4.1978006,3.5858333,2.9082673,4.4795256,4.0972004,3.6463199,4.184722,4.55879,4.008737,4.067562,3.9584327,2.173056,3.856432,3.0985427,4.1398735,4.2536325,4.667718,4.039852
ENSG00000112695,1.530517,0.0,1.4547112,1.8546376,0.0,2.4183717,2.4097323,0.0,1.6770437,2.0791802,0.0,0.0,1.1626148,0.0,0.0,2.0012033,0.70224476,2.2410703,1.7545443,0.0,2.0273757
ENSG00000118418,1.3198158,0.0,0.0,0.74651337,0.0,0.0,1.3512065,0.0,0.0,0.81890905,0.0,0.0,0.68451047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000833
ENSG00000146278,1.0554824,1.4169476,1.1496329,1.0874059,0.0,0.0,0.9786127,0.0,0.0,0.0,1.8700278,0.0,1.5076653,0.0,0.0,1.8219707,0.0,0.0,1.339869,1.8821986,0.0
ENSG00000198833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90744305,0.0,0.0,0.0,0.0
ENSG00000132424,1.3503501,1.4806008,1.2339244,0.8705055,0.0,0.0,1.2693204,1.9467678,1.9052109,0.0,0.0,1.8277125,0.924621,0.0,0.0,1.4348408,0.0,0.0,0.54533786,0.0,0.0
ENSG00000112237,0.0,0.0,0.0,0.0,0.0,0.0,0.4519657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000272398,0.0,0.0,0.0,0.0,0.0,0.0,1.8110136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000025796,0.0,0.0,0.0,0.0,0.0,0.0,0.40428817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112335,1.4441721,0.0,1.931316,0.91374826,0.0,0.0,0.9700449,0.0,1.4053426,0.34939733,0.0,0.0,1.3285235,0.0,0.0,1.149485,0.0,0.0,1.2179668,0.0,0.81864583
ENSG00000135535,0.0,0.0,0.0,0.0,0.0,0.0,1.4530444,0.0,0.0,1.3830116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90547,0.0,0.0,0.98987675
ENSG00000277443,0.0,0.0,0.0,0.0,0.0,0.0,1.0935099,0.0,2.4596665,0.0,0.0,1.9691079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09529
ENSG00000196591,0.0,0.0,0.0,0.0,0.0,0.0,0.9232687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7971969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
