organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Edgar,2025,author_cell_type,X_umap,intestinal failure–associated liver disease | normal,TRUE,,,10.1097/HC9.0000000000000813,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,Healthy and IFALD pediatric and adult human liver tissue,feca90bb-00df-4623-8398-1e3e6a90971d,Hepatology Communications,https://cellxgene.cziscience.com/collections/ff69f0ee-fef6-4895-9f48-6c64a68c8289,https://cellxgene.cziscience.com/e/84cfa5aa-a0d1-415e-ac47-eb66c9cf8170.cxg/,https://datasets.cellxgene.cziscience.com/feca90bb-00df-4623-8398-1e3e6a90971d.h5ad,UBERON:0001114 | UBERON:0001117,PATO:0000461,HsapDv:0000120 | HsapDv:0000151 | HsapDv:0000163 | HsapDv:0000226 | HsapDv:0000227 | HsapDv:0000265 | HsapDv:0000266 | HsapDv:0000268 | HsapDv:0000271,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/72/6683d1e18775e4da75d54403a0f07a/liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_90971d_adata_filtered.h5ad,liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_90971d,author_cell_type,20,0.5896426367210577,0.4682821368269018,0.41982794745634383,11,6,3,0.8281426472152222,0.7962758377922202
