organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Edgar,2025,author_cell_type,X_umap,intestinal failure–associated liver disease | normal,TRUE,,,10.1097/HC9.0000000000000813,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,Healthy and IFALD pediatric and adult human liver tissue,feca90bb-00df-4623-8398-1e3e6a90971d,Hepatology Communications,https://cellxgene.cziscience.com/collections/ff69f0ee-fef6-4895-9f48-6c64a68c8289,https://cellxgene.cziscience.com/e/84cfa5aa-a0d1-415e-ac47-eb66c9cf8170.cxg/,https://datasets.cellxgene.cziscience.com/feca90bb-00df-4623-8398-1e3e6a90971d.h5ad,UBERON:0001114 | UBERON:0001117,PATO:0000461,HsapDv:0000120 | HsapDv:0000151 | HsapDv:0000163 | HsapDv:0000226 | HsapDv:0000227 | HsapDv:0000265 | HsapDv:0000266 | HsapDv:0000268 | HsapDv:0000271,0ab218,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69d321daff1844a35258c5c1/work/3b/1f69768f1e5070e2bca65fd858cba5/liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_90971d_adata_filtered.h5ad,liver_Edgar_Hepatology_Communications_2025_author_cell_type_X_umap_90971d,author_cell_type,20,0.5896426367210577,0.4682821368269018,0.41982794745634383,11,6,3,0.8281426472152222,0.7962758377922202
