reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
no,Healthy living donor kidney,Living donor kidney,27675,27675,author_cell_type,X_umap,McEvoy,Nat Commun,2022,10.1038/s41467-022-35297-z,https://cellxgene.cziscience.com/collections/dc3a5256-5c39-4a21-ac0c-4ede3e7b2323,https://cellxgene.cziscience.com/e/0bae7ebf-eb54-46a6-be9a-3461cecefa4c.cxg/,cortex of kidney,normal,dc3a5256-5c39-4a21-ac0c-4ede3e7b2323,00ad21fb-7a07-48c2-8471-c24620cdf230,0bae7ebf-eb54-46a6-be9a-3461cecefa4c,6b3b10eb-11e7-4589-af2e-591d7401cfaa,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/6b3b10eb-11e7-4589-af2e-591d7401cfaa.h5ad,UBERON:0001225,EFO:0009922,CL:0000084 | CL:0000113 | CL:0000236 | CL:0000623 | CL:0000650 | CL:0000653 | CL:0002201 | CL:0002306 | CL:0005009 | CL:0005011 | CL:1000452 | CL:1000549 | CL:1000768 | CL:1000849 | CL:1000892 | CL:1001021 | CL:1001109 | unknown,PATO:0000461,HsapDv:0000127 | HsapDv:0000128 | HsapDv:0000129 | HsapDv:0000131 | HsapDv:0000132 | HsapDv:0000135 | HsapDv:0000136 | HsapDv:0000137 | HsapDv:0000138 | HsapDv:0000143 | HsapDv:0000144 | HsapDv:0000149 | HsapDv:0000151 | HsapDv:0000152 | HsapDv:0000154 | HsapDv:0000158 | HsapDv:0000159,PATO:0000383 | PATO:0000384,TRUE,19,"""UBERON:0001225: 27","675""","""EFO:0009922: 27","675""","""CL:0002306: 20",983; CL:1001109: 1,kidney,kidney_McEvoy_2022,author_cell_type,19,27675,0.6928839392648337,0.5798941757439322,0.344692171093998,14,3,2,0.8536585365853658,0.7843492389047778
