organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Dominguez_Conde,2022,Manually_curated_celltype,X_umap,normal,TRUE,,,10.1126/science.abl5197,Cross-tissue immune cell analysis reveals tissue-specific features in humans,Global,78819b62-0699-4672-8dc8-d9317b04d255,Science,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/1b9d8702-5af8-4142-85ed-020eb06ec4f6.cxg/,https://datasets.cellxgene.cziscience.com/78819b62-0699-4672-8dc8-d9317b04d255.h5ad,UBERON:0002107,PATO:0000461,HsapDv:0000240 | HsapDv:0000241 | HsapDv:0000242,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/cb/393995d109c1db880ff2164d90dec9/liver_Dominguez_Conde_Science_2022_Manually_curated_celltype_X_umap_04d255_adata_filtered.h5ad,liver_Dominguez_Conde_Science_2022_Manually_curated_celltype_X_umap_04d255,Manually_curated_celltype,39,0.22117345,0.14397560374358975,0.4822510763284666,12,6,21,0.6242095754290876,0.6241863842194817
