,BEST4+ cell,Enterocyte progenitor cell subset 2,Enterocyte progenitor cell subset 3,Enterocyte subset 1,Enterocyte subset 2,Enteroendocrine cell subset 1,Enteroendocrine cell subset 2,Goblet cell subset 1,Goblet cell subset 2,Goblet cell subset 3,Goblet progenitor,Mature enterocyte subset 1,Mature enterocyte subset 2,Microfold cell,Mixed cell types,Paneth cell,Stem cell,Transit amplifying cell subset 1,Transit amplifying cell subset 2,Transit amplifying cell subset 3,Tuft cell,enterocyte progenitor subset 1
ZCCHC10,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
HSPA4,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
C5orf15,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDAC1,1.609438,1.7917595,2.1972246,2.0794415,1.9459101,1.3862944,1.0986123,1.3862944,1.0986123,1.609438,1.609438,1.7917595,1.7917595,1.3862944,1.7917595,1.0986123,1.7917595,2.0794415,2.0794415,2.0794415,1.609438,1.9459101
TCF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0
SKP1,1.7917595,1.3862944,1.7917595,1.7917595,1.7917595,1.7917595,1.7917595,1.609438,1.3862944,1.7917595,1.609438,1.609438,1.609438,1.609438,1.609438,1.3862944,1.9459101,1.609438,1.7917595,2.0794415,1.609438,1.609438
PPP2CA,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472
UBE2B,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SAR1B,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SEC24A,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
CAMLG,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
DDX46,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,1.3862944
C5orf24,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
PCBD2,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.89587975,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
MACROH2A1,1.3862944,1.609438,1.609438,1.3862944,1.609438,1.609438,1.609438,1.609438,1.3862944,1.7917595,1.7917595,1.3862944,1.609438,2.0794415,1.3862944,1.0986123,1.609438,1.7917595,1.609438,1.609438,1.3862944,1.609438
TGFBI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD5,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
TRPC7,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472
FAM13B,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
BRD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
CDC25C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
KDM3B,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
EGR1,0.0,0.0,0.0,0.0,0.0,1.3862944,1.7917595,1.0986123,1.0986123,0.6931472,1.0986123,0.0,0.0,1.0986123,0.6931472,1.0986123,0.6931472,0.6931472,0.0,1.3862944,0.6931472,0.0
ETF1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472
HSPA9,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.3862944,1.609438,1.3862944,0.6931472,1.3862944
CTNNA1,1.7917595,1.609438,1.3862944,1.609438,1.7917595,1.609438,1.609438,1.7917595,1.9459101,1.9459101,1.7917595,1.609438,1.609438,1.3862944,1.7917595,1.3862944,1.609438,1.609438,1.609438,1.7917595,1.7917595,1.3862944
SIL1,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.3862944,1.609438,1.0986123,1.3862944,0.6931472,0.0,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472
PAIP2,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SLC23A1,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D2,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.3862944,1.0986123,1.3862944,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.2424533,1.0986123
CXXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PURA,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
CYSTM1,1.609438,1.3862944,1.609438,2.0794415,1.7917595,1.609438,1.9459101,1.0986123,1.0986123,1.0986123,0.6931472,2.1972246,1.7917595,1.0986123,1.3862944,1.0986123,1.7917595,1.3862944,1.3862944,1.9459101,1.0986123,1.3862944
PFDN1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
HBEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
ANKHD1,1.609438,1.609438,1.3862944,1.3862944,1.3862944,1.609438,1.3862944,1.7917595,1.9459101,1.609438,1.7917595,1.3862944,1.3862944,1.609438,1.609438,1.609438,1.3862944,1.3862944,1.3862944,1.3862944,1.609438,1.3862944
SRA1,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA2,1.3862944,1.3862944,1.609438,1.609438,1.609438,1.0986123,0.6931472,1.3862944,0.6931472,1.3862944,1.3862944,1.3862944,1.609438,1.0986123,1.0986123,0.6931472,1.0986123,1.3862944,1.609438,1.3862944,1.0986123,1.3862944
IK,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
ZMAT2,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
TAF7,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
DIAPH1,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123
DELE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNPDA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDFIP1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ARHGAP26,1.609438,1.609438,1.3862944,1.609438,2.0794415,1.0986123,1.609438,1.3862944,1.7917595,1.0986123,1.3862944,1.7917595,1.7917595,1.9459101,1.7917595,1.609438,1.7917595,1.609438,1.3862944,1.609438,1.609438,1.7917595
NR3C1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
YIPF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
KCTD16,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRELID2,1.7917595,2.1972246,1.9459101,1.9459101,2.3025851,1.0986123,1.7917595,1.609438,1.9459101,1.609438,1.609438,1.609438,2.0794415,1.0986123,2.0794415,1.3862944,1.9459101,1.9459101,1.7917595,1.7917595,1.7917595,2.1972246
SH3RF2,1.3862944,1.609438,1.3862944,1.609438,1.3862944,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.3862944,1.3862944,0.6931472,1.3862944,0.6931472,1.609438,1.3862944,1.3862944,1.3862944,0.6931472,1.3862944
LARS1,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
RBM27,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
TCERG1,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
DPYSL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0
SPINK1,2.3025851,2.3978953,2.7080503,2.3978953,1.9459101,2.0794415,2.3025851,2.944439,1.7917595,3.0445225,2.9957323,2.0794415,1.7917595,1.3862944,2.3978953,2.3978953,3.1354942,2.6390574,2.5649493,2.5649493,1.9459101,2.6390574
FBXO38,0.0,0.3465736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR4,1.0986123,1.609438,1.3862944,1.3862944,1.609438,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,1.609438,1.0986123,1.0986123,1.0986123,0.6931472,1.609438
CSNK1A1,1.7917595,1.609438,1.3862944,1.609438,1.609438,1.7917595,1.7917595,1.7917595,1.7917595,1.9459101,1.7917595,1.3862944,1.609438,1.7917595,1.609438,1.609438,1.609438,1.609438,1.609438,1.609438,1.9459101,1.609438
PPARGC1B,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123
SLC26A2,0.0,0.0,0.0,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
CSF1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDX1,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,1.3862944,1.0986123,0.6931472,1.3862944
SLC6A7,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCOF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
CD74,1.3862944,1.0986123,1.3862944,1.609438,1.3862944,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.609438,1.609438,1.3862944,1.0986123,0.6931472,0.6931472,1.3862944,1.0986123,1.3862944,0.6931472,1.0986123
RPS14,3.637586,3.4339871,3.9318256,3.8501475,3.3322046,3.218876,2.9957323,3.6109178,2.3978953,3.637586,3.465736,3.0910425,2.7080503,3.465736,3.5263605,2.7725887,3.8918202,3.7612002,3.7376697,3.8286414,2.9957323,3.8286414
SYNPO,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0
DCTN4,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SMIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNIP1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
SLC36A1,0.6931472,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATOX1,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.609438,1.609438,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
G3BP1,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.3862944,1.0986123,0.6931472,1.0986123
GALNT10,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.0,0.0,0.6931472,0.3465736,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
LARP1,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.89587975,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123
CNOT8,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
MRPL22,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
CLINT1,1.609438,1.609438,1.609438,1.7917595,1.609438,1.3862944,1.3862944,1.609438,1.609438,1.3862944,1.3862944,1.3862944,1.0986123,1.0986123,1.609438,1.3862944,1.3862944,1.3862944,1.7917595,1.609438,1.3862944,1.609438
RNF145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
PWWP2A,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
FABP6,0.0,0.0,0.0,0.0,5.123964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0253515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLU7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
PTTG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,0.0,0.0,0.6931472,0.0,0.0,1.0986123,2.0794415,0.0,0.0,0.0
ATP10B,1.0986123,1.609438,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,0.6931472,1.3862944,1.3862944,1.3862944,1.0986123,0.6931472,1.3862944
CCNG1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
NUDCD2,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
HMMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,1.3862944,0.0,0.0,0.0
MAT2B,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,1.0986123,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
WWC1,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.0,0.6931472,0.0,0.6931472,0.6931472,0.0,1.3862944,1.609438,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472
RARS1,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
PANK3,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
SPDL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
DOCK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7917595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0
RANBP17,0.6931472,1.3862944,1.0986123,0.6931472,0.0,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.0,0.0,0.6931472,0.6931472,1.3862944,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123
NPM1,1.7917595,2.3025851,2.7080503,2.1972246,1.3862944,1.9459101,1.7917595,2.0794415,1.609438,2.1972246,2.1972246,1.3862944,1.3862944,1.9459101,2.3025851,1.609438,2.3025851,2.5649493,2.5649493,2.5649493,1.7917595,2.4849067
FBXW11,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,1.3862944,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,0.6931472
UBTD2,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
SH3PXD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEURL1B,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0
DUSP1,0.0,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.3862944,0.0,0.0
ERGIC1,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.7917595,1.609438,1.0986123,1.7917595,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
RPL26L1,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ATP6V0E1,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,1.7917595,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
CREBRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0
BOD1,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
CPEB4,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.6931472,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFXN1,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472
