organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Andrews,2024,author_cell_type,X_umap,normal | primary biliary cholangitis | primary sclerosing cholangitis,TRUE,,,10.1016/j.jhep.2023.12.023,Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver,All cells types from snRNA-seq of human primary sclerosing cholangitis patients and healthy controls,4b5895d7-6d92-471a-b13a-5c59a000ddc4,Journal of Hepatology,https://cellxgene.cziscience.com/collections/0c8a364b-97b5-4cc8-a593-23c38c6f0ac5,https://cellxgene.cziscience.com/e/1873a18a-66fd-4a4d-8277-a872c93f5b59.cxg/,https://datasets.cellxgene.cziscience.com/4b5895d7-6d92-471a-b13a-5c59a000ddc4.h5ad,UBERON:0001117,PATO:0000461,HsapDv:0000226 | HsapDv:0000266,0ab218,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69d321daff1844a35258c5c1/work/8e/5754888a67e89f429b01dce7759fe3/liver_Andrews_Journal_of_Hepatology_2024_author_cell_type_X_umap_00ddc4_adata_filtered.h5ad,liver_Andrews_Journal_of_Hepatology_2024_author_cell_type_X_umap_00ddc4,author_cell_type,28,0.5403491765341935,0.40630282596017786,0.41136146391932527,15,6,7,0.68,0.5991600064562441
