cluster_name,skos,manual_mapped_cid,cell_ontology_id
B_CD27neg,,,CL:0000816
B_CD27pos,,,CL:0000236
Blood_vessel,,,CL:0000071
Dendritic_Cells,,,CL:0000451
Epi_basal,,,CL:1000447
Epi_dividing,,,CL:0000066
Epi_stratified,,,CL:0000079
Epi_suprabasal,,,CL:0000066
Epi_upper,,,CL:0000066
Glands_duct,,,CL:0000066
Glands_mucous,,,CL:0000319
Lymph_vessel,,,CL:0002138
Mast_cell,,,CL:0000097
Mono_macro,,,CL:0000113
NK_T_CD8_Cytotoxic,,,CL:0000794
Stroma,,,CL:0000499
T_CD4,,,CL:0000624
T_CD8,,,CL:0000625
