organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Xu,2023,Curated_annotation,X_umap,normal,TRUE,,,10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Liver,6e7d3489-8aa7-4e6a-befe-ec5ad5a72286,Cell,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/1d89d081-f43d-401a-be76-bd6ef9259f4e.cxg/,https://datasets.cellxgene.cziscience.com/6e7d3489-8aa7-4e6a-befe-ec5ad5a72286.h5ad,UBERON:0001117 | UBERON:0002107,PATO:0000461,HsapDv:0000115 | HsapDv:0000120 | HsapDv:0000122 | HsapDv:0000128 | HsapDv:0000135 | HsapDv:0000138 | HsapDv:0000139 | HsapDv:0000140 | HsapDv:0000143 | HsapDv:0000146 | HsapDv:0000147 | HsapDv:0000149 | HsapDv:0000152 | HsapDv:0000158 | HsapDv:0000159 | HsapDv:0000160 | HsapDv:0000161 | HsapDv:0000162 | HsapDv:0000163 | HsapDv:0000164 | HsapDv:0000166 | HsapDv:0000167 | HsapDv:0000169 | HsapDv:0000171 | HsapDv:0000226 | HsapDv:0000258 | HsapDv:0000266,478fb2,s3://lifebit-user-data-39ba2bfa-c088-4989-a26f-ee0962f0aad2/deploit/teams/67cf1043c6c59bd74ae4d7d3/users/5e24b0efad92fd00f50ec393/projects/699def4fa6a9ed48b23b8203/jobs/69cc32bfb58445a0bca4b5ff/work/6d/1263ce5adb8e187d7ad3fc46a68f0a/liver_Xu_Cell_2023_Curated_annotation_X_umap_a72286_adata_filtered.h5ad,liver_Xu_Cell_2023_Curated_annotation_X_umap_a72286,Curated_annotation,29,0.23779708,0.2524704206896552,0.3258289850942509,6,8,15,0.7018989521326314,0.6543847750953394
