organ,first_author,year,author_cell_type,embedding,disease,filter,filter_obs_column,filter_obs_value,doi,collection_name,dataset_title,dataset_version_id,journal,collection_url,explorer_url,h5ad_url,tissue_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,session_id,filtered_h5ad_s3,dataset,cluster_header,n_clusters,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
liver,Andrews,2022,author_cell_type,X_umap,normal,TRUE,,,10.1002/hep4.1854,Single-Cell Single-Nucleus and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity,Healthy human liver: integrated,16f4799d-fe7d-4394-b41b-14e7a93d10a5,Hepatol Commun,https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294,https://cellxgene.cziscience.com/e/ddb22b3d-a75c-4dd1-9730-dff7fc8ca530.cxg/,https://datasets.cellxgene.cziscience.com/16f4799d-fe7d-4394-b41b-14e7a93d10a5.h5ad,UBERON:0001117,PATO:0000461,HsapDv:0000226 | HsapDv:0000266,36436b,s3://lifebit-user-data-6941eed90a4dd7a1d1026d7a/deploit/teams/69d8dd1e5d3e1f8c350e006f/users/68af3d99c99eb7bd2ff47bc8/projects/69d93065767e484aabb63830/jobs/69dfe6f6d4ff68bf4f4b0536/work/27/a0a309e571a9961d678668e35b1ad2/liver_Andrews_Hepatol_Commun_2022_author_cell_type_X_umap_3d10a5_adata_filtered.h5ad,liver_Andrews_Hepatol_Commun_2022_author_cell_type_X_umap_3d10a5,author_cell_type,12,0.5711792104521152,0.4969573463874796,0.3464900950515158,6,4,2,0.6871698943661971,0.6335458439601713
