clusterName,gene
Smooth Muscle,RAMP1
Smooth Muscle,MYH10
Microvasculature,COX4I2
Uncharacterized,FOXD1
Uncharacterized,CLDN1
Fibroblast,FBLN1
Endothelial2,SELP
Endothelial2,DKK2
Endothelial1,EMCN
Endothelial1,ADGRL4
Lymphocyte,CD69
Macrophage,TYROBP
Macrophage,AIF1
